	dtm	0.1	0.2	0.3	0.4	0.5
365	2019-12-08 14:30:00	0.01750582995579165	3.305667460912321e-05	9.623993148743567e-06	5.1592218220043066e-06	4.864451160212165e-06
366	2019-12-08 15:00:00	0.01646383521649497	4.9101061519303516e-05	1.8682082832284738e-05	1.1419432326539453e-05	9.215377210960398e-06
367	2019-12-08 15:30:00	0.08028869819592263	0.00010588786646732784	3.89580580607684e-05	2.4689350990883222e-05	1.9410814292058382e-05
368	2019-12-08 16:00:00	0.0889184904315041	2.71775726487207e-05	9.256549637244991e-06	5.321493582820595e-06	4.451332887625594e-06
369	2019-12-08 16:30:00	0.03707956739937312	8.927721799609243e-06	2.6336372713055475e-06	1.8895013232810857e-06	1.2425432237274164e-06
370	2019-12-08 17:00:00	0.031417105863049764	2.740433670627303e-05	9.722969641676918e-06	6.9445208728740995e-06	5.116955730760785e-06
371	2019-12-08 17:30:00	0.0167630510996025	4.111987885256926e-05	1.587384005676523e-05	9.022901824008856e-06	7.1338126693397215e-06
372	2019-12-08 18:00:00	0.022701734039066893	8.054557188211358e-06	1.3318525791181202e-06	1.0990629046037796e-06	1.1472813871779135e-06
373	2019-12-08 18:30:00	0.0040141738406946105	1.7691813138641595e-05	4.317030083924862e-06	3.0970321921300903e-06	2.541447790088594e-06
374	2019-12-08 19:00:00	0.01803629658612543	1.3373814409896112e-05	2.9509010763095207e-06	1.8966639276654802e-06	1.7490338078898628e-06
375	2019-12-08 19:30:00	0.013870442638689156	2.1684091304505475e-05	6.729359392200246e-06	4.1389407347888e-06	3.923998837585805e-06
376	2019-12-08 20:00:00	0.04349885991349618	1.252443113599233e-05	1.6044766473048975e-06	1.0413244742141468e-06	1.2488082092668108e-06
377	2019-12-08 20:30:00	0.02912499886357005	1.1347357135583764e-05	1.500403139699779e-06	8.399693607708928e-07	8.962899042616738e-07
378	2019-12-08 21:00:00	0.024623929276723203	6.5584587847041e-05	1.7949318960138734e-05	1.1802001845611171e-05	9.311017266475123e-06
379	2019-12-08 21:30:00	0.028577479701208976	2.035245953765169e-05	4.238884240867016e-06	2.1517106551074176e-06	1.4670434137439701e-06
380	2019-12-08 22:00:00	0.03244846542338854	2.0062735549815967e-05	3.0318876171997545e-06	1.8807663794141773e-06	1.6327010773659287e-06
381	2019-12-08 22:30:00	0.050107407981618154	9.994326779229419e-05	3.296445969158187e-05	2.0592468432882282e-05	1.5925551335114462e-05
382	2019-12-08 23:00:00	0.07474374475403675	7.896034578817385e-05	2.5268905282542146e-05	1.6238302052261793e-05	1.2915472771321834e-05
383	2019-12-08 23:30:00	0.04554901931002804	1.1831465865782422e-05	1.6098085573631777e-06	7.717287737767788e-07	1.2117731948837393e-06
384	2019-12-09 00:00:00	0.021794232461939626	4.023251312563131e-05	1.209023487865461e-05	7.2187331452911255e-06	6.295392884818608e-06
385	2019-12-09 00:30:00	0.02270716003074578	1.8733970514359092e-05	7.266671190067693e-06	4.7938047250372185e-06	3.897385322946594e-06
386	2019-12-09 01:00:00	0.01365726171220391	2.3818405483264693e-05	7.493337665722435e-06	4.433001240519158e-06	3.417578375878675e-06
387	2019-12-09 01:30:00	0.009949551289690682	2.9396886923389662e-05	9.941410937140744e-06	5.503303407528992e-06	4.430843162038864e-06
388	2019-12-09 02:00:00	0.06076194360439042	2.513004652465972e-05	7.329608810957592e-06	4.986476068488388e-06	4.123514771442808e-06
389	2019-12-09 02:30:00	0.02813401530254723	9.957141155489127e-06	1.8779209572417144e-06	1.2757581876941752e-06	6.872723034327327e-07
390	2019-12-09 03:00:00	0.009955479180149508	1.110350733806968e-05	1.8816952025991791e-06	1.1848191983646327e-06	1.0656910614244142e-06
391	2019-12-09 03:30:00	0.007252954845311365	8.652669722381286e-06	2.2152985749478365e-06	1.0315992142040923e-06	8.036608509566878e-07
392	2019-12-09 04:00:00	0.011523665711140977	8.142347945417313e-06	1.4566283171787812e-06	9.949616839549628e-07	1.1827040936030293e-06
393	2019-12-09 04:30:00	0.009106596139377749	1.5973257516201462e-05	2.6945083691107262e-06	1.6571073821291535e-06	1.4900748770563512e-06
394	2019-12-09 05:00:00	0.03130685980608224	1.0578812422415646e-05	2.0151015812387516e-06	1.2595032751275434e-06	1.1165177991216353e-06
395	2019-12-09 05:30:00	0.021101017368120367	8.682519093687728e-05	3.097451327997586e-05	1.9162147695962845e-05	1.5416479023081915e-05
396	2019-12-09 06:00:00	0.04750193652302777	8.557517310038699e-05	3.119298951812007e-05	1.864658690285386e-05	1.547550369264993e-05
397	2019-12-09 06:30:00	0.02571835605518781	2.3372874743998755e-05	7.719043871767344e-06	5.107656164128441e-06	3.913488252553679e-06
398	2019-12-09 07:00:00	0.04020899972514756	2.482469640081527e-05	7.779827401181638e-06	4.871829669372104e-06	3.629688223611329e-06
399	2019-12-09 07:30:00	0.044506309308302794	9.304391951439611e-06	2.3023681504090357e-06	1.1403526392641506e-06	1.0551248125928363e-06
400	2019-12-09 08:00:00	0.0125094967479663	1.327545615217464e-05	3.4476495092828245e-06	2.155242873691272e-06	1.5943351627265478e-06
401	2019-12-09 08:30:00	0.010728451173742956	2.4526017953856272e-05	7.3306596604498615e-06	4.015004332382502e-06	3.857449807554635e-06
402	2019-12-09 09:00:00	0.01605442705658274	1.6905786557633253e-05	5.106161562385611e-06	2.5857552894477884e-06	2.2023942773434504e-06
403	2019-12-09 09:30:00	0.047474526553300346	7.533705162096797e-06	1.8165969540141906e-06	8.95037274081244e-07	8.864997996565543e-07
404	2019-12-09 10:00:00	0.03201223408104183	7.042524607070151e-06	1.4184733047980073e-06	1.149436544214236e-06	5.712363068791533e-07
405	2019-12-09 10:30:00	0.014042691744586298	7.295007803228519e-06	1.5741047698924548e-06	1.1175304533023197e-06	7.856020473631593e-07
406	2019-12-09 11:00:00	0.03179991771148291	1.4390521668847654e-05	4.250798470834701e-06	2.3321678379618597e-06	2.495968784362403e-06
407	2019-12-09 11:30:00	0.0466946651779782	1.3121774988876887e-05	3.177030452537912e-06	1.9047609091167427e-06	2.2783591770877434e-06
408	2019-12-09 12:00:00	0.029778797255967646	2.0367401983322693e-05	6.399582525084228e-06	4.367927369013513e-06	3.941476864598502e-06
409	2019-12-09 12:30:00	0.01641755573383689	9.913360774758288e-06	2.907444359021838e-06	1.7388988469158188e-06	1.748471502368277e-06
410	2019-12-09 13:00:00	0.039226406307451056	1.3884425799811293e-05	3.856456151465269e-06	2.322758437880001e-06	1.7685006767535228e-06
411	2019-12-09 13:30:00	0.015983122366183992	1.0091878795038362e-05	2.427507814814033e-06	1.3812565718786083e-06	1.3112327789927505e-06
412	2019-12-09 14:00:00	0.02424671622883723	7.346823771846464e-06	1.8395645642186742e-06	1.4728149656518445e-06	1.0643731292580869e-06
413	2019-12-09 14:30:00	0.015124070277582292	1.2689718311802944e-05	3.3156077625067574e-06	2.595838402739713e-06	2.044683025676366e-06
414	2019-12-09 15:00:00	0.06112565199773489	6.472449830527095e-05	2.3323884941821733e-05	1.5162475034403196e-05	1.2287137049244758e-05
415	2019-12-09 15:30:00	0.03806882915445642	5.954217168544627e-05	2.250567259235625e-05	1.4435131833005553e-05	1.1660207926350764e-05
416	2019-12-09 16:00:00	0.05568196855888241	7.778543647128336e-06	1.7308236646241916e-06	1.6700323374080587e-06	1.3123555700544116e-06
417	2019-12-09 16:30:00	0.03344178314700069	4.813074685806004e-06	1.5135643026340875e-06	1.0917846617556557e-06	5.826558659971201e-07
418	2019-12-09 17:00:00	0.025673473789797896	2.7427203678464408e-05	9.86872729040751e-06	6.63433460709419e-06	5.435970860234611e-06
419	2019-12-09 17:30:00	0.01558843053199504	5.843479172422158e-06	1.7244910325649337e-06	1.3069602942955439e-06	7.679245495688943e-07
420	2019-12-09 18:00:00	0.025349456715516683	4.1297844758868845e-06	1.1493438228624408e-06	8.511401573695181e-07	1.3173360202581503e-06
421	2019-12-09 18:30:00	0.01575812386077221	7.552119624406672e-06	2.0714174136110493e-06	1.3834306796154725e-06	1.3364086214331818e-06
422	2019-12-09 19:00:00	0.022422640340693266	3.1436153438914896e-05	1.0655384226796083e-05	6.583383534570772e-06	5.658427866536237e-06
423	2019-12-09 19:30:00	0.010923201998320033	1.3148412026352056e-05	4.0082198442104415e-06	2.6523833663374433e-06	2.33747555723326e-06
424	2019-12-09 20:00:00	0.014351430164468944	1.3820439753889338e-05	4.466134062057427e-06	2.8380129970382658e-06	2.3876704397864147e-06
425	2019-12-09 20:30:00	0.02537606766181341	1.631977835958281e-05	5.278715303345848e-06	3.484602159244222e-06	3.0872340389564623e-06
426	2019-12-09 21:00:00	0.005020824461185747	9.155477202014052e-06	2.877229532989324e-06	1.4893920509021746e-06	1.470952352949911e-06
427	2019-12-09 21:30:00	0.017319193742494653	1.8861829888440497e-05	7.078217101593681e-06	4.81324894395749e-06	4.2153653895881975e-06
428	2019-12-09 22:00:00	0.011776936667610038	3.2524419736398296e-05	1.0303818864955145e-05	6.809762218656891e-06	5.415260194874894e-06
429	2019-12-09 22:30:00	0.05599543650911291	0.00011125607396664578	3.9556564170622144e-05	2.4241953004457e-05	1.8862748986776615e-05
430	2019-12-09 23:00:00	0.020441034900212124	1.4192586780164413e-05	3.385807314559799e-06	1.916204253107151e-06	1.444497814692399e-06
431	2019-12-09 23:30:00	0.02228782170728383	3.403968585430957e-05	8.997332236523026e-06	6.15980186947893e-06	4.644818434929397e-06
432	2019-12-10 00:00:00	0.03594651169139794	1.4335928296762502e-05	5.146381128891994e-06	3.120165988329844e-06	2.3056260309984644e-06
433	2019-12-10 00:30:00	0.02681323122590777	1.2421836595801473e-05	1.6462370011392343e-06	1.2971620833036228e-06	5.746858058805809e-07
434	2019-12-10 01:00:00	0.04418578531512585	9.858208618565337e-06	1.935620920602122e-06	1.1096243509975259e-06	9.702310689385153e-07
435	2019-12-10 01:30:00	0.0412681325876255	2.0765375826353886e-05	7.596003980914533e-06	4.676310756627671e-06	4.261491844800187e-06
436	2019-12-10 02:00:00	0.043246711723062124	9.604492385891532e-06	3.5256205589098138e-06	2.3395446830983636e-06	1.827158352403049e-06
437	2019-12-10 02:30:00	0.07818353828934496	9.160807022346657e-06	1.9133946327064045e-06	1.4195509287737267e-06	1.4105255982240967e-06
438	2019-12-10 03:00:00	0.03290120398669452	2.6034597711793795e-05	9.529316933600293e-06	5.461935705490242e-06	4.693161350385553e-06
439	2019-12-10 03:30:00	0.024362484161776856	1.1278858905534775e-05	3.6973657310955587e-06	1.9282148340037048e-06	1.7275811963024295e-06
440	2019-12-10 04:00:00	0.02277193966068881	4.652056220582924e-05	1.7776539014751494e-05	1.1204221689046459e-05	8.469777926315174e-06
441	2019-12-10 04:30:00	0.01053169332202426	8.199980601248875e-06	2.272219766035712e-06	1.1740691766294695e-06	7.777269802810755e-07
442	2019-12-10 05:00:00	0.01800484089890366	2.3845350819165848e-05	7.993399931245479e-06	4.750330639693763e-06	3.820934448275193e-06
443	2019-12-10 05:30:00	0.011474740379704357	2.850382680581022e-05	1.0048561362130467e-05	6.585125868433376e-06	5.346100879977721e-06
444	2019-12-10 06:00:00	0.1298317729368376	2.6846663039109907e-05	8.205571305421228e-06	5.327188712415312e-06	4.525106144921788e-06
445	2019-12-10 06:30:00	0.036612098541304115	3.937327685132391e-05	1.4100128307155213e-05	8.495786187694447e-06	6.668341527928461e-06
446	2019-12-10 07:00:00	0.03479134739701136	7.254727111704212e-06	1.520886931031734e-06	1.0762969579054471e-06	1.1890359266125772e-06
447	2019-12-10 07:30:00	0.012268105141467504	3.261653029347219e-05	1.0682271820049117e-05	6.262555179992346e-06	5.535317021055235e-06
448	2019-12-10 08:00:00	0.041524922262982995	1.4528636907612258e-05	2.843433906463439e-06	1.7026662797578878e-06	1.6162919347441822e-06
449	2019-12-10 08:30:00	0.02224240495766858	7.962698742686965e-05	2.7867689062624325e-05	1.791660427988918e-05	1.512532079235356e-05
450	2019-12-10 09:00:00	0.012053072732539447	3.845040439661035e-05	1.4245971849530832e-05	8.92057719939252e-06	7.035102739562748e-06
451	2019-12-10 09:30:00	0.026960885569524418	8.170822157301447e-06	2.3105035162320733e-06	1.185459624655809e-06	9.911675701498715e-07
452	2019-12-10 10:00:00	0.02651368079358939	1.0015573333794868e-05	3.528361096238978e-06	1.747867730234881e-06	1.3397334831695545e-06
453	2019-12-10 10:30:00	0.036715893872527314	3.5982881385785546e-05	1.3060897276335616e-05	7.563012866258443e-06	6.448293731977834e-06
454	2019-12-10 11:00:00	0.01631956415610326	1.9523693885390036e-05	7.730310654054588e-06	5.054680285559635e-06	3.693995257910234e-06
455	2019-12-10 11:30:00	0.017675901745800034	2.7448214902312812e-05	9.295519037856826e-06	5.929119092503371e-06	4.925021612171181e-06
456	2019-12-10 12:00:00	0.03259829855938777	5.3585758449276687e-05	1.9144648925358085e-05	1.2368347913518862e-05	1.0687040603770374e-05
457	2019-12-10 12:30:00	0.011641811320088544	2.7378685164704755e-05	9.280052127190062e-06	5.843915160857625e-06	4.971454729129475e-06
458	2019-12-10 13:00:00	0.012381469975106375	7.067303437788737e-06	2.131145054500152e-06	1.220231165713021e-06	1.135531104075627e-06
459	2019-12-10 13:30:00	0.03731557150532946	1.1934040152291087e-05	3.0196193917701867e-06	1.8648333775180307e-06	2.1391822009505264e-06
460	2019-12-10 14:00:00	0.06821149667135233	1.1113097743252589e-05	3.081699196418273e-06	2.3955749002248813e-06	2.3820310716260175e-06
461	2019-12-10 14:30:00	0.026542246367072433	9.464951280479635e-06	2.2926985537696885e-06	1.9153941122074605e-06	1.4252625974006081e-06
462	2019-12-10 15:00:00	0.084354089152797	3.206307841185727e-05	1.1120821166656378e-05	7.198882895428449e-06	5.953635201765197e-06
463	2019-12-10 15:30:00	0.025474656997849707	2.4352972498374574e-05	8.074200255728093e-06	5.436871473402969e-06	4.506463465673007e-06
464	2019-12-10 16:00:00	0.01277450957273827	8.661311307248406e-06	1.7599950609897779e-06	1.160609755452602e-06	1.1505749898420427e-06
465	2019-12-10 16:30:00	0.02899826439472289	3.0287556280947023e-05	9.908301670198432e-06	6.532627105725458e-06	5.481103269921508e-06
466	2019-12-10 17:00:00	0.01886505948285125	2.587719263729925e-05	9.67834022394895e-06	5.646875866074879e-06	4.80526824435076e-06
467	2019-12-10 17:30:00	0.009669857834814532	1.7074783454368644e-05	5.8021543724900265e-06	3.685600964634972e-06	3.266553531643061e-06
468	2019-12-10 18:00:00	0.03833330309935649	2.9069601252949506e-05	9.780531533796574e-06	5.747870511054117e-06	5.257423837457032e-06
469	2019-12-10 18:30:00	0.022503140285036867	1.0266362729149722e-05	3.159967149840583e-06	2.085829909276004e-06	2.0096143600486017e-06
470	2019-12-10 19:00:00	0.05482777531192697	3.976882052704529e-05	1.3417243077149428e-05	7.994646603324992e-06	6.5292967108869405e-06
471	2019-12-10 19:30:00	0.04219506220442809	1.223028900113574e-05	2.29316214423875e-06	1.3556221634315906e-06	1.0524509625354956e-06
472	2019-12-10 20:00:00	0.011766037088223318	3.202995341622319e-05	1.0744872344532692e-05	6.623291643066477e-06	5.473373569935939e-06
473	2019-12-10 20:30:00	0.03379810844043991	6.706465784924379e-06	1.1684940111837971e-06	1.0330049311595398e-06	6.265484350233092e-07
474	2019-12-10 21:00:00	0.023295995105345718	1.2346258305804485e-05	1.6050321704808588e-06	1.3798549187676624e-06	8.450084833521201e-07
475	2019-12-10 21:30:00	0.02530886909111029	4.679086216265501e-05	1.3323221278578701e-05	8.432635349404674e-06	7.501306413825113e-06
476	2019-12-10 22:00:00	0.01735085319869455	8.589488329428386e-06	1.757712262503342e-06	1.0030246028410165e-06	6.229484628582412e-07
477	2019-12-10 22:30:00	0.05084313597671897	1.6269106699895043e-05	3.974163496287419e-06	2.450234141716079e-06	2.34896334414619e-06
478	2019-12-10 23:00:00	0.01655815158712733	1.0469389640551355e-05	3.0004688886258232e-06	1.5227084249888232e-06	1.6334169949957174e-06
479	2019-12-10 23:30:00	0.019328599618291805	1.1317949611340618e-05	1.8898834630572592e-06	1.3604355943103119e-06	7.515883482043022e-07
480	2019-12-11 00:00:00	0.011694847556276903	1.5182155017039703e-05	3.709242221453293e-06	3.063674026423895e-06	1.9702318298440746e-06
481	2019-12-11 00:30:00	0.009227684749061158	1.531950542230995e-05	3.962252686870325e-06	2.0759522724100688e-06	1.5819583712073917e-06
482	2019-12-11 01:00:00	0.024646726790754813	1.1728954238383472e-05	2.3065243599953614e-06	1.3039905775696673e-06	1.791600053982043e-06
483	2019-12-11 01:30:00	0.014386627545197253	1.0733151378219274e-05	2.1685388540070814e-06	1.4120091203147924e-06	1.2887134708075229e-06
484	2019-12-11 02:00:00	0.004584684031262495	1.2675505492117953e-05	3.4565356630781262e-06	2.046805588506105e-06	2.3326987095948822e-06
485	2019-12-11 02:30:00	0.02135441760772779	6.499183350808621e-06	1.4408850458686872e-06	8.047274608685042e-07	9.080939423468754e-07
486	2019-12-11 03:00:00	0.015595900328568703	1.4307878974635222e-05	3.8120761311108497e-06	2.097961267284233e-06	1.6805258283401387e-06
487	2019-12-11 03:30:00	0.004711676418066164	2.1242966688622648e-05	7.626421054762107e-06	4.703593937287442e-06	3.5963920078706646e-06
488	2019-12-11 04:00:00	0.010987097809934418	6.033141365923897e-06	2.278858385316676e-06	1.3708805895605766e-06	1.0410163208208435e-06
489	2019-12-11 04:30:00	0.03038649630560306	7.109523744477424e-06	1.916128924991071e-06	1.3327467255921596e-06	8.882901082599167e-07
490	2019-12-11 05:00:00	0.036655107580888587	3.2913384595911116e-05	1.1202700347734955e-05	5.9670360244581195e-06	4.828896041910753e-06
491	2019-12-11 05:30:00	0.013377520445525466	2.104512820067997e-05	5.305975789159264e-06	3.365858737315919e-06	3.3985029003272017e-06
492	2019-12-11 06:00:00	0.03343884172365496	1.2462057486690543e-05	2.2500267199599116e-06	1.5770142382725844e-06	1.156339525463888e-06
493	2019-12-11 06:30:00	0.007970982567822067	1.2995049730449654e-05	3.5234367242526795e-06	2.715030382042106e-06	1.8045655828386813e-06
494	2019-12-11 07:00:00	0.02889170957628791	6.410036929860609e-06	1.5088011780564116e-06	1.2541394558636785e-06	7.2522902533183e-07
495	2019-12-11 07:30:00	0.0300740020268197	1.0441502752304469e-05	2.83521112773041e-06	2.0764719115039632e-06	1.686512201270545e-06
496	2019-12-11 08:00:00	0.021751511496496328	1.611245855848866e-05	4.920366094891699e-06	3.7565398866347733e-06	2.9447364551952895e-06
497	2019-12-11 08:30:00	0.04549085113606078	7.892672096592932e-06	2.4974941819627976e-06	1.812569694161325e-06	1.453559343992402e-06
498	2019-12-11 09:00:00	0.03799369713903349	1.1790141621391754e-05	4.314158551422774e-06	3.357257532531812e-06	2.080039310888961e-06
499	2019-12-11 09:30:00	0.03883803743388895	1.3250433784629797e-05	4.215678516736114e-06	2.9289328988504682e-06	2.8757218532355965e-06
500	2019-12-11 10:00:00	0.04794219459807008	6.765852075989269e-06	2.2573294497226105e-06	2.212428669209156e-06	1.7189358182776513e-06
501	2019-12-11 10:30:00	0.011030288793248733	4.566541152394274e-06	1.5525749413932886e-06	1.099736215612856e-06	1.0702058928951208e-06
502	2019-12-11 11:00:00	0.020717384363973617	1.9548173051456625e-05	7.018108450189276e-06	4.4171932527348675e-06	3.935507439200925e-06
503	2019-12-11 11:30:00	0.019640673528237795	1.1081195070460534e-05	3.860208606283856e-06	3.328111941653524e-06	2.767095497473984e-06
504	2019-12-11 12:00:00	0.02576135319078412	5.984646479527202e-06	1.6742912271329135e-06	1.0357964719197364e-06	9.330266795189981e-07
505	2019-12-11 12:30:00	0.022405143626803924	2.2273088234995572e-05	7.376655799718484e-06	4.603406646448408e-06	3.736593876818451e-06
506	2019-12-11 13:00:00	0.022612911120523972	9.109704658655528e-06	3.62345683537969e-06	1.9277867089643682e-06	1.6534944536982269e-06
507	2019-12-11 13:30:00	0.010103024624052567	1.062320491453069e-05	4.2856493392878316e-06	3.132551821754927e-06	1.789163443734e-06
508	2019-12-11 14:00:00	0.033437099789744	6.468354246207483e-06	2.4518643089815667e-06	1.348206445077284e-06	9.872398755830657e-07
509	2019-12-11 14:30:00	0.09973287229230864	7.559976803685993e-05	2.9263068417353943e-05	1.9120811357258035e-05	1.575859193478292e-05
510	2019-12-11 15:00:00	0.0648290374709744	4.987076289538248e-05	1.871619524059818e-05	1.2417181549262648e-05	1.0408076288461941e-05
511	2019-12-11 15:30:00	0.048926250106456945	1.0824368929898316e-05	2.655796541953179e-06	1.7061661877833906e-06	1.5912611811061377e-06
512	2019-12-11 16:00:00	0.021158337326726756	5.053680183250678e-06	9.102850072919347e-07	7.115104518579009e-07	7.186877738471435e-07
513	2019-12-11 16:30:00	0.012743157114417083	2.4643261712579388e-05	8.512644460093273e-06	5.681303795530521e-06	4.604435676858837e-06
514	2019-12-11 17:00:00	0.02047961632532311	7.062597728157226e-06	1.6891312540195859e-06	9.359536429425593e-07	1.2336902383775945e-06
515	2019-12-11 17:30:00	0.07544703806481992	2.476143600785815e-05	8.041182236013734e-06	5.3470004368754646e-06	5.657990030167714e-06
516	2019-12-11 18:00:00	0.048549554388014234	1.0751016501144576e-05	2.9505313840473816e-06	2.079429912651471e-06	1.99070164163136e-06
517	2019-12-11 18:30:00	0.02775833313997848	2.938229805341016e-05	9.981414490336073e-06	5.797182158591379e-06	5.853297094316752e-06
518	2019-12-11 19:00:00	0.06393583478067486	7.646333085643103e-06	2.2425429592227754e-06	1.4728365443156512e-06	1.2142031390066787e-06
519	2019-12-11 19:30:00	0.014143219022536303	4.90491811662461e-06	1.109297748353585e-06	5.598076636399233e-07	5.48247477043131e-07
520	2019-12-11 20:00:00	0.01434231073258122	6.7794846994997e-06	1.2544907020430157e-06	9.753713586231637e-07	4.986397981161456e-07
521	2019-12-11 20:30:00	0.009308774067101431	1.3226921373342302e-05	3.9454343622165544e-06	2.7329821028028128e-06	1.921742278244376e-06
522	2019-12-11 21:00:00	0.04712486102542631	4.4041771426874834e-05	1.637559044063315e-05	9.769442183596929e-06	8.246856478383663e-06
523	2019-12-11 21:30:00	0.014294255941478658	1.0861340200527883e-05	3.119601575833328e-06	1.6423941760622414e-06	1.2297886722475977e-06
524	2019-12-11 22:00:00	0.02434467296584636	3.100085301925238e-05	9.727410132379759e-06	5.746934453340858e-06	4.979783949839749e-06
525	2019-12-11 22:30:00	0.04740427785528087	3.4043718845084904e-05	1.1864759102938408e-05	7.457704364816678e-06	5.923849329095823e-06
526	2019-12-11 23:00:00	0.02313696605963089	1.2054612061797026e-05	3.961938385273511e-06	2.54231597818869e-06	1.8826010170745406e-06
527	2019-12-11 23:30:00	0.020443975806605914	9.97620475088093e-06	2.095489309030044e-06	8.732444807910712e-07	1.056409174263094e-06
528	2019-12-12 00:00:00	0.03879599237409882	3.435599344498179e-05	1.376106492679643e-05	8.274744375320998e-06	6.43585441544498e-06
529	2019-12-12 00:30:00	0.00453205114818433	5.37969532718886e-05	1.6732962759037113e-05	9.579177068640453e-06	8.730695486225927e-06
530	2019-12-12 01:00:00	0.04212781603647685	1.1090917522933819e-05	3.2990618587239872e-06	1.909737841777279e-06	1.7453213761686092e-06
531	2019-12-12 01:30:00	0.017137476421993432	5.340602387100784e-06	1.3369083002839901e-06	7.421906256354744e-07	5.90806682971261e-07
532	2019-12-12 02:00:00	0.02212515292690786	8.838927075308546e-06	2.6547338738742825e-06	1.4919589534049694e-06	1.4832669307497975e-06
533	2019-12-12 02:30:00	0.022899618086512072	7.790115558288629e-06	2.2824599080990825e-06	1.762515874191649e-06	1.3941841875190957e-06
534	2019-12-12 03:00:00	0.025275733439335705	6.329921923535443e-06	1.3659961860289358e-06	9.789517293502634e-07	8.058560291323581e-07
535	2019-12-12 03:30:00	0.06474380740245818	4.0078623006704566e-05	1.4522797389194895e-05	8.854665022303461e-06	7.914039633501853e-06
536	2019-12-12 04:00:00	0.06560484699051444	9.833753814201505e-06	3.075059819874153e-06	2.331761278645578e-06	1.4035955638723678e-06
537	2019-12-12 04:30:00	0.057046200372989804	1.883423669776377e-05	6.480634675431773e-06	3.3131988350566957e-06	2.5840224945743813e-06
538	2019-12-12 05:00:00	0.050883684519232	0.0001278916124128918	4.939382054859698e-05	3.0331952839987458e-05	2.3500267157405944e-05
539	2019-12-12 05:30:00	0.06438573276221674	9.995233405273778e-05	3.642850769261977e-05	2.313167853891229e-05	1.8411714523083144e-05
540	2019-12-12 06:00:00	0.07509256572025269	7.121200937153421e-05	2.5494666773838732e-05	1.567757257994547e-05	1.3331921138087601e-05
541	2019-12-12 06:30:00	0.0730279665718581	1.8767236521240217e-05	6.168904468065252e-06	3.1653505488823885e-06	3.5916139560335085e-06
542	2019-12-12 07:00:00	0.026447452733792707	4.8189535993583905e-06	9.640966476662586e-07	9.023999905146316e-07	7.592174949652488e-07
543	2019-12-12 07:30:00	0.02464957285285692	4.886543449603037e-06	1.0809772816091634e-06	9.009018157656715e-07	9.642193582712735e-07
544	2019-12-12 08:00:00	0.017754624655246225	4.8268500622040416e-06	1.2231124534038517e-06	1.1503327136486242e-06	8.419783786058039e-07
545	2019-12-12 08:30:00	0.028382830435138246	1.5862797076912765e-05	5.1928141690627276e-06	3.955981941905833e-06	3.3789303584358194e-06
546	2019-12-12 09:00:00	0.009357063422874533	3.424594678764924e-05	1.1491991216167372e-05	7.114355025079726e-06	6.8323893941700184e-06
547	2019-12-12 09:30:00	0.012320898402795334	4.30687660614058e-05	1.732565590804386e-05	1.0954495040692547e-05	9.57836955414678e-06
548	2019-12-12 10:00:00	0.035516854935357625	2.405228572834842e-05	8.624164718305179e-06	5.371864178387443e-06	4.753423042956998e-06
549	2019-12-12 10:30:00	0.01955690760835533	1.4104985876390278e-05	5.028595677919226e-06	3.407755784258618e-06	3.4020241294011933e-06
550	2019-12-12 11:00:00	0.04317468981504549	2.3917319408714916e-05	8.782647060003536e-06	6.095889400453e-06	4.4604813562024346e-06
551	2019-12-12 11:30:00	0.010307317058093068	6.956631623055949e-06	2.221588744545577e-06	2.5081058066566317e-06	2.321422871885312e-06
552	2019-12-12 12:00:00	0.018679615984602986	6.6946925122056625e-06	2.601027609306098e-06	1.8015759020711496e-06	2.149380893962453e-06
553	2019-12-12 12:30:00	0.005428621313245471	9.676127041316444e-06	3.1799384341181807e-06	2.2925235655767434e-06	1.6409466704503758e-06
554	2019-12-12 13:00:00	0.015534113521935388	4.687728701540921e-06	1.0120989013729198e-06	1.6083166993704209e-06	1.7669374607904788e-06
555	2019-12-12 13:30:00	0.013237444717304805	2.2008182969490785e-05	7.843250538577995e-06	5.149065717536599e-06	3.7132758631659375e-06
556	2019-12-12 14:00:00	0.05462124493886747	3.034745609828822e-05	1.1337702054181312e-05	7.911073743934695e-06	6.697881198605297e-06
557	2019-12-12 14:30:00	0.027935682928716975	2.2122870359491018e-05	7.787507031409485e-06	5.249525404952528e-06	4.6462580219724455e-06
558	2019-12-12 15:00:00	0.029820246044755336	7.021215967423081e-06	2.5480351120484476e-06	2.668501142725535e-06	1.987579644666724e-06
559	2019-12-12 15:30:00	0.020740502037730868	9.368717931419606e-06	3.0872838131246605e-06	2.3208147194713035e-06	2.2266915824487267e-06
560	2019-12-12 16:00:00	0.013629066287173898	8.720339078103838e-06	2.8126479735780414e-06	1.7041864083229783e-06	2.3276628677371226e-06
561	2019-12-12 16:30:00	0.005132620048582478	3.9749496067934865e-06	1.5722983951789687e-06	8.530325460672511e-07	5.842895766611176e-07
562	2019-12-12 17:00:00	0.06000257513056503	2.0578981851050626e-05	6.954163242170314e-06	4.4232088366818816e-06	4.624744112290019e-06
563	2019-12-12 17:30:00	0.018872597970265793	1.0335492404529858e-05	3.5536009865702193e-06	2.3679873493853472e-06	2.7190777356433124e-06
564	2019-12-12 18:00:00	0.02651384547225038	6.753886901392613e-06	2.18941122901635e-06	1.302154619465946e-06	1.6621452214397896e-06
