	dtm	0.1	0.2	0.3	0.4	0.5
754	2019-12-16 17:00:00	0.02788921148464573	6.8400938303103595e-06	4.3988234648098166e-06	2.9797035943923073e-06	1.2475430434071987e-06
755	2019-12-16 17:30:00	0.027455890928769006	3.35351112676754e-06	1.8872984022193928e-06	2.772661983927775e-06	9.238322963886764e-07
756	2019-12-16 18:00:00	0.017158642280234858	1.0679011586786766e-05	3.4437313791526973e-06	2.1210623718009246e-06	2.001523944491914e-06
757	2019-12-16 18:30:00	0.012979045353278646	5.929947911336441e-06	2.023636760275402e-06	1.5624891012002151e-06	2.142580964885823e-06
758	2019-12-16 19:00:00	0.033203270984661935	2.6130698374420586e-05	1.1023493943987497e-05	6.457004171512008e-06	5.0059518504470916e-06
759	2019-12-16 19:30:00	0.022259427822684273	2.6901066416619677e-05	1.0508568494169637e-05	7.53762166486866e-06	4.74117865634871e-06
760	2019-12-16 20:00:00	0.007422752459150198	2.9693820132384384e-05	1.0140400074623413e-05	6.939790337840585e-06	6.836670600714327e-06
761	2019-12-16 20:30:00	0.02802443434730865	1.194588441295005e-05	3.579338892878029e-06	2.14933082310539e-06	3.1793388626298104e-06
762	2019-12-16 21:00:00	0.0207729356909476	5.446277092555739e-06	9.995696739129327e-07	9.138987757913012e-07	9.149985171500963e-07
763	2019-12-16 21:30:00	0.012500045453185482	1.3000894276140533e-05	3.1876665550087654e-06	2.2213191954853923e-06	2.016016466445646e-06
764	2019-12-16 22:00:00	0.01694972234535883	1.3833491850154498e-05	2.8073268312591135e-06	2.229633608632748e-06	1.6420226854235444e-06
765	2019-12-16 22:30:00	0.044512638701693946	3.9040622691673844e-05	1.501426936077522e-05	8.92481055045729e-06	7.917050383453025e-06
766	2019-12-16 23:00:00	0.01830556775486956	6.103219805222103e-06	1.3509123036127137e-06	8.481853638646063e-07	7.945968953037173e-07
767	2019-12-16 23:30:00	0.008172999955765798	4.792161719843962e-06	3.2171494114747063e-06	9.683247916000864e-07	9.058033730197573e-07
768	2019-12-17 00:00:00	0.01494410969250013	2.2236139683441797e-05	6.316136914144136e-06	6.729386974841939e-06	4.396837041802656e-06
769	2019-12-17 00:30:00	0.047030126344266114	3.484926100708392e-05	1.87903698334422e-05	9.605407120097446e-06	8.369596408638122e-06
770	2019-12-17 01:00:00	0.005039391223207136	1.1636002873369782e-05	4.191009879262899e-06	2.8866970301898017e-06	2.9972213903159176e-06
771	2019-12-17 01:30:00	0.006661801106215444	3.6490775644685382e-06	1.2312443358271645e-06	1.2146506679357402e-06	2.3328317219442775e-06
772	2019-12-17 02:00:00	0.012379283050939579	3.142366983744127e-06	1.2421418006001732e-06	2.72235605841939e-06	1.7065837711627864e-06
773	2019-12-17 02:30:00	0.010315049056484777	1.0221773706232148e-05	3.929044912619354e-06	2.9610087016038856e-06	2.42395995213144e-06
774	2019-12-17 03:00:00	0.014097705128067831	2.7051392079317244e-05	1.0350349457492455e-05	6.380756894131273e-06	5.826159251147017e-06
775	2019-12-17 03:30:00	0.02881993844931615	3.797953444402084e-06	1.1048685752813986e-06	9.858095732087666e-07	2.156578948961127e-06
776	2019-12-17 04:00:00	0.00640466305802693	3.589199117471563e-06	1.0815331972667e-06	1.1814376588734759e-06	2.434669687579495e-06
777	2019-12-17 04:30:00	0.0069417047538284215	9.503299162393987e-06	5.132209926028092e-06	2.1730697446600364e-06	2.1994372144068182e-06
778	2019-12-17 05:00:00	0.01670224658867144	3.71483072053423e-06	2.1063276501483783e-06	3.0026466008020414e-06	1.2319504060494785e-06
779	2019-12-17 05:30:00	0.008281801477216416	4.564416583751408e-06	1.8343240145581615e-06	1.0712781236920625e-06	2.2502683269198354e-06
780	2019-12-17 06:00:00	0.03619427015085702	3.379811111923216e-05	1.3577807488900685e-05	9.131316180894644e-06	7.059937625969825e-06
781	2019-12-17 06:30:00	0.040978762349427204	5.105832365245999e-06	1.7829020398365422e-06	1.2457727654308276e-06	1.1662040745537032e-06
782	2019-12-17 07:00:00	0.040659168261952046	2.12104398020512e-05	7.931879542515128e-06	6.517501623404652e-06	5.168270834867632e-06
783	2019-12-17 07:30:00	0.027446928113818894	1.035803192698238e-05	2.9616107120669055e-06	1.88646538941165e-06	2.53063245283176e-06
784	2019-12-17 08:00:00	0.035333380357061336	2.783409349045018e-05	9.862402740997408e-06	6.855740313253235e-06	4.6997710585096065e-06
785	2019-12-17 08:30:00	0.022757096548826277	7.584212155237064e-06	1.6755579311819406e-06	1.584423968418399e-06	1.6378712084234385e-06
786	2019-12-17 09:00:00	0.037910518817759385	1.193108675888639e-05	3.7113425858350793e-06	2.3661194991326206e-06	2.3284221842990577e-06
787	2019-12-17 09:30:00	0.033180488332019135	4.659938917857454e-06	1.3613817735800417e-06	1.2329354942679975e-06	1.7831706762518458e-06
788	2019-12-17 10:00:00	0.016428815929265962	9.198660660208709e-06	2.620421630053727e-06	1.9017016092884983e-06	2.5798656220707223e-06
789	2019-12-17 10:30:00	0.07498911762829595	6.243587184399861e-05	2.0870692049303163e-05	1.2713907618929535e-05	1.0826059459766344e-05
790	2019-12-17 11:00:00	0.019100258591927186	5.917506589451406e-06	3.077277453229508e-06	1.755761916118254e-06	1.5672526253792946e-06
791	2019-12-17 11:30:00	0.07579086884951744	6.142990947961283e-05	2.4286623209348796e-05	1.56205829313182e-05	1.1392841704270483e-05
792	2019-12-17 12:00:00	0.031658232742889744	1.2843120193413823e-05	5.840752616729028e-06	3.254476592136446e-06	4.1324823581434895e-06
793	2019-12-17 12:30:00	0.022361287946996943	4.1705802931491844e-06	1.6933422338819705e-06	1.2949391738994249e-06	1.6003762225368528e-06
794	2019-12-17 13:00:00	0.05099414265045821	4.985401756493466e-06	2.3448573222503746e-06	1.2067410914550612e-06	1.1808993330691965e-06
795	2019-12-17 13:30:00	0.03125371865511124	8.951344026999037e-06	3.725705574693485e-06	2.875106301634947e-06	1.6700141511089916e-06
796	2019-12-17 14:00:00	0.005980472999988651	3.119981954956091e-05	1.255460279857668e-05	6.604079442931322e-06	5.707914985797516e-06
797	2019-12-17 14:30:00	0.011286861181678405	1.2949653901635739e-05	4.73258930617115e-06	2.2076579333229756e-06	2.0239526910424974e-06
798	2019-12-17 15:00:00	0.014019513232809276	1.0895494258861407e-05	3.0830530246736246e-06	1.9953867585235566e-06	1.6086338388290308e-06
799	2019-12-17 15:30:00	0.030592120288616017	2.8616747799654202e-05	1.0633294865288871e-05	6.674466745928001e-06	5.534902633881449e-06
800	2019-12-17 16:00:00	0.037718690849382626	2.8408389587321838e-05	1.0592679675852417e-05	6.415972292604876e-06	5.5212095004552894e-06
801	2019-12-17 16:30:00	0.023200950270006224	2.311921567325113e-05	7.7945453391126e-06	4.6448465676982415e-06	3.709354765068852e-06
802	2019-12-17 17:00:00	0.03557798255485878	7.329321055833618e-06	3.215911078535249e-06	1.504988163296749e-06	1.3532123157167624e-06
803	2019-12-17 17:30:00	0.014658495021443714	3.5741374949610542e-06	1.772608042677299e-06	1.1102039606799467e-06	1.2631393867770638e-06
804	2019-12-17 18:00:00	0.04686090077480472	6.1680775916476024e-06	1.8638185633136029e-06	1.546830063538687e-06	8.267044940852917e-07
805	2019-12-17 18:30:00	0.009239533614232815	4.932856627268381e-06	1.0664537260560246e-06	6.818261324175175e-07	1.524363232900166e-06
806	2019-12-17 19:00:00	0.023744068533290023	1.2034589761270509e-05	4.184096401971542e-06	2.3723097409170422e-06	1.7608316287441438e-06
807	2019-12-17 19:30:00	0.04721467307952808	2.0117584308729674e-05	7.704599992421738e-06	3.997371490242221e-06	3.1132126161946856e-06
808	2019-12-17 20:00:00	0.019931028478218697	1.2641347298223173e-05	3.5036020639903863e-06	3.033025894564598e-06	3.5101598588425985e-06
809	2019-12-17 20:30:00	0.014100712059577601	8.406445407883545e-06	2.9001121140331547e-06	1.4508781620290144e-06	2.492524544344412e-06
810	2019-12-17 21:00:00	0.01782085835175731	1.6493588300478234e-05	6.634256686962126e-06	4.061477874926963e-06	3.1791071326677824e-06
811	2019-12-17 21:30:00	0.013610772902086133	4.4403863826555635e-06	2.7778965961078803e-06	1.2147782225500793e-06	7.90853306152674e-07
812	2019-12-17 22:00:00	0.02235602082007559	4.3493195056751386e-06	9.985809772957498e-07	1.1454061871114915e-06	1.4035378327793182e-06
813	2019-12-17 22:30:00	0.02047584614183967	1.16922936819139e-05	4.085736838177239e-06	2.891903329054463e-06	2.1094875739652724e-06
814	2019-12-17 23:00:00	0.04313337435212186	7.115716575570023e-06	1.7819623063776758e-06	2.4130943710756424e-06	2.951227243662199e-06
815	2019-12-17 23:30:00	0.01746658286922535	1.2806424024721192e-05	3.1541950280460184e-06	4.564051598737208e-06	1.9479107405777366e-06
816	2019-12-18 00:00:00	0.004885551128141722	1.0209002378100346e-05	2.986353573785549e-06	1.313953233364716e-06	1.4901037867103198e-06
817	2019-12-18 00:30:00	0.017257842092095105	6.863719820547654e-06	1.393868057035264e-06	1.0645669773564991e-06	9.257844896773175e-07
818	2019-12-18 01:00:00	0.020934494614864126	6.280448076420609e-06	2.5239426480981065e-06	1.5077714777827427e-06	1.269887745082215e-06
819	2019-12-18 01:30:00	0.016727224794615254	4.994730747241748e-05	2.1125927537875904e-05	1.3297598831168555e-05	9.979028045453577e-06
820	2019-12-18 02:00:00	0.027920099859713304	8.768694630745024e-06	4.259982937195776e-06	3.2304314514917487e-06	1.7345785333078192e-06
821	2019-12-18 02:30:00	0.009386578717360905	8.995434956971749e-06	3.5556837531836972e-06	4.740103761317253e-06	2.2554094489303475e-06
822	2019-12-18 03:00:00	0.018825792102101738	1.0562469214077809e-05	4.178715746375822e-06	4.77162969447306e-06	3.6598818865582278e-06
823	2019-12-18 03:30:00	0.02541317806772408	1.186089468878929e-05	4.280530216944084e-06	3.536052894005148e-06	2.797666580718149e-06
824	2019-12-18 04:00:00	0.01011426604398977	1.2040972463638238e-05	3.288267743875862e-06	2.376031123314941e-06	2.03216686446567e-06
825	2019-12-18 04:30:00	0.007707687651450111	2.3181599920680516e-05	9.339727126148195e-06	5.222788063595651e-06	4.553644444864694e-06
826	2019-12-18 05:00:00	0.05148243161558994	4.024601224314016e-05	1.4783149885177956e-05	9.372082222617069e-06	7.204658290853204e-06
827	2019-12-18 05:30:00	0.038353783369356256	5.792434811917497e-06	2.3033106287297126e-06	1.2948843126156072e-06	1.088367945284032e-06
828	2019-12-18 06:00:00	0.046577377461479136	8.297999016552245e-06	3.1350338682786697e-06	1.8215686767514696e-06	1.4729563679876494e-06
829	2019-12-18 06:30:00	0.018477174807326385	3.5098039894316795e-05	1.2754960376610979e-05	7.6039275470723165e-06	6.762262548203902e-06
830	2019-12-18 07:00:00	0.05801733938681037	3.325673252385232e-05	1.1738028370500343e-05	7.692636686428648e-06	6.393154421733593e-06
831	2019-12-18 07:30:00	0.016258913486800208	6.304548674195323e-06	1.8362874026623242e-06	1.1101268922860777e-06	1.0306233698824117e-06
832	2019-12-18 08:00:00	0.021811921203671553	2.7321904415253404e-05	1.0443881427193631e-05	6.240114771535607e-06	5.2489951413950664e-06
833	2019-12-18 08:30:00	0.012076436552785279	6.623281765880579e-06	1.1904369957402972e-06	9.654925608820067e-07	8.554425317896718e-07
834	2019-12-18 09:00:00	0.02488432463929675	1.0303552444732993e-05	3.2328460975129356e-06	1.8683932358142556e-06	2.2134380861237207e-06
835	2019-12-18 09:30:00	0.05316012816245582	1.937882081835679e-05	7.5439787670702375e-06	4.9974829997385245e-06	3.7327357210728878e-06
836	2019-12-18 10:00:00	0.03244658100392913	2.7887393423045253e-05	1.0001157972376001e-05	6.633538958614664e-06	6.156778663813236e-06
837	2019-12-18 10:30:00	0.035724547816252714	6.721955451976009e-06	2.349222093477414e-06	1.617555539594322e-06	2.268729775408143e-06
838	2019-12-18 11:00:00	0.04212931640977452	1.3141472804061324e-05	3.6091572987858124e-06	2.6795174514714287e-06	2.5404595939301103e-06
839	2019-12-18 11:30:00	0.008398636179913068	2.5034859634870036e-05	9.703198600412318e-06	6.343331871643759e-06	6.061584276907205e-06
840	2019-12-18 12:00:00	0.02252223931500328	6.418802376924882e-06	1.7164013986767317e-06	1.4986565328204732e-06	1.8032605994356903e-06
841	2019-12-18 12:30:00	0.01752984055230169	2.008314025707756e-05	5.926386114782689e-06	3.9648028668357705e-06	3.7193191053265196e-06
842	2019-12-18 13:00:00	0.007563605529013283	4.853118419870688e-06	1.171260887562038e-06	8.484746114774674e-07	7.617257797087454e-07
843	2019-12-18 13:30:00	0.02130447962202017	7.12184516075232e-06	2.3811604721684883e-06	2.1799969984069856e-06	2.5874098995195323e-06
844	2019-12-18 14:00:00	0.035799320356294614	7.162312911592755e-06	3.0830502533580205e-06	2.9010397311695058e-06	2.0156334254557006e-06
845	2019-12-18 14:30:00	0.02188223174747439	1.0776751467893391e-05	3.653877277690401e-06	3.7655550767024763e-06	2.2941879666350335e-06
846	2019-12-18 15:00:00	0.015401571263518914	5.4693425392351505e-06	1.5701782014651558e-06	1.942399038034829e-06	1.2251316952813388e-06
847	2019-12-18 15:30:00	0.056297029290757056	4.948606785144839e-06	9.884029684040043e-07	1.4445283222342941e-06	1.803552829767031e-06
848	2019-12-18 16:00:00	0.02887354778987191	5.563372429818525e-06	1.67832244162934e-06	9.100556575450686e-07	1.8075372426070944e-06
849	2019-12-18 16:30:00	0.008975553337891816	6.276098741444376e-06	1.393418584330814e-06	1.08690570747528e-06	2.7608678566605734e-06
850	2019-12-18 17:00:00	0.03959833662755891	5.182876843233631e-06	9.039773961780907e-07	9.316748392986004e-07	1.9219972082458327e-06
851	2019-12-18 17:30:00	0.04739515452162362	4.881811960322008e-05	1.7867243104226972e-05	1.1268530055971027e-05	9.795653435147886e-06
852	2019-12-18 18:00:00	0.020130615686269608	4.667187304977454e-05	1.7905045493800857e-05	1.150110851772268e-05	1.12496118250939e-05
853	2019-12-18 18:30:00	0.008500153269289447	1.2954132135570414e-05	4.119625721089451e-06	2.6829779674750794e-06	3.0792599922598575e-06
854	2019-12-18 19:00:00	0.0642985403009695	6.68471999650579e-05	2.4029213695533054e-05	1.5204978471663645e-05	1.341158136887824e-05
855	2019-12-18 19:30:00	0.04268668338255217	2.1634138884213256e-05	7.036164612923996e-06	4.992335027112045e-06	4.1456725135529606e-06
856	2019-12-18 20:00:00	0.021612430763823142	8.531872653431198e-06	2.4195979963505124e-06	1.8431546445768633e-06	1.2715699618312045e-06
857	2019-12-18 20:30:00	0.01359288888145921	3.0686045611356405e-05	1.087779499928151e-05	5.985670539172664e-06	4.508887064276913e-06
858	2019-12-18 21:00:00	0.039630796047893636	5.197194052121126e-05	1.8702212293680168e-05	1.1582559226612904e-05	8.974374119281433e-06
859	2019-12-18 21:30:00	0.042166253644485556	4.606328164195267e-05	1.5923816213591252e-05	1.1272575585723526e-05	8.58676593460204e-06
860	2019-12-18 22:00:00	0.02463053719354767	3.145611780666671e-05	8.768636431017929e-06	6.5615990868683725e-06	6.906283821793465e-06
861	2019-12-18 22:30:00	0.00965000820923344	1.6654109852833644e-05	3.485835592413613e-06	2.9359982678939375e-06	3.1644534299591275e-06
862	2019-12-18 23:00:00	0.019753552601121133	1.692628928498283e-05	3.6254315316463943e-06	2.392566041431182e-06	1.898107903921462e-06
863	2019-12-18 23:30:00	0.029071300226009456	2.1846162462353595e-05	5.24499876956971e-06	2.708731607573708e-06	3.582041645003896e-06
864	2019-12-19 00:00:00	0.01592458489431685	2.8410625272641553e-05	5.837938576714862e-06	3.818523203669156e-06	6.184074541384231e-06
865	2019-12-19 00:30:00	0.026087506546002583	2.092200958685026e-05	7.043585895572264e-06	6.083060514782014e-06	5.608881875376079e-06
866	2019-12-19 01:00:00	0.020653910638366187	9.582069376894977e-06	2.428167937128387e-06	1.7086300199892152e-06	1.5633653599402792e-06
867	2019-12-19 01:30:00	0.010223755554225772	9.177434408014118e-06	2.3975156032549386e-06	1.337192518582824e-06	2.0185585555968894e-06
868	2019-12-19 02:00:00	0.013213600639680358	1.9364220562670216e-05	9.018042978216107e-06	5.40766105745332e-06	4.063971004048311e-06
869	2019-12-19 02:30:00	0.022685592215828297	7.906394179661803e-06	2.370429206101313e-06	2.4379699742133264e-06	1.56117644696913e-06
870	2019-12-19 03:00:00	0.01020247385805296	1.5654445433904286e-05	4.623991114476866e-06	3.1226494437255924e-06	5.246872790327239e-06
871	2019-12-19 03:30:00	0.002590928822897375	1.0649423713928695e-05	3.477208288129805e-06	2.5645876460440976e-06	2.280195562839089e-06
872	2019-12-19 04:00:00	0.007989198566112547	7.06015508195953e-06	1.9630286243727074e-06	2.6673967152675156e-06	1.8770616909583648e-06
873	2019-12-19 04:30:00	0.04216827187271069	8.169906334891394e-06	1.8285564667677367e-06	1.3559854138247521e-06	2.7041077160727103e-06
874	2019-12-19 05:00:00	0.03881911170922679	1.5854911546863207e-05	4.468781762915435e-06	3.370898643513118e-06	2.618968150606758e-06
875	2019-12-19 05:30:00	0.010256981219102236	2.8892413403029603e-05	9.558161364640033e-06	5.905495099536778e-06	5.030867068616708e-06
876	2019-12-19 06:00:00	0.029196330811445275	2.9105694770073646e-05	9.964239638087914e-06	5.953575225291195e-06	4.864551796214314e-06
877	2019-12-19 06:30:00	0.022173375019697492	7.84293262655359e-06	1.7184665484546571e-06	1.210846825034113e-06	7.75189696152813e-07
878	2019-12-19 07:00:00	0.03081757928346478	5.294025483798823e-05	1.6818036675032637e-05	1.0325324519137369e-05	9.130448983634773e-06
879	2019-12-19 07:30:00	0.04087000001151389	1.4233250914603552e-05	4.192618711163528e-06	3.2586985899502173e-06	3.326790432968194e-06
880	2019-12-19 08:00:00	0.04973876421576189	3.8135433889652024e-05	1.2505812539584922e-05	7.915448453208563e-06	6.973609830082338e-06
881	2019-12-19 08:30:00	0.018594321110675553	1.249041152135001e-05	3.5711952057958002e-06	2.0788360927913354e-06	2.3230836804939108e-06
882	2019-12-19 09:00:00	0.03703638414435624	1.3403467155294959e-05	4.828716650320269e-06	2.5000136825439252e-06	2.040701020766298e-06
883	2019-12-19 09:30:00	0.016341749602161035	9.658016161961582e-06	3.1480993690401834e-06	2.142710964303665e-06	1.1731888601729204e-06
884	2019-12-19 10:00:00	0.032286095731595355	5.787849674244437e-06	2.4110385552211303e-06	2.3067146658102218e-06	1.0538866437402533e-06
885	2019-12-19 10:30:00	0.015214407767587562	1.1127045717718492e-05	4.467828846734091e-06	3.3170476986162925e-06	1.7560199728192812e-06
886	2019-12-19 11:00:00	0.033697340154247996	1.7998369570741034e-05	5.544793956533478e-06	4.37917080484327e-06	2.8595312303841937e-06
887	2019-12-19 11:30:00	0.020451233550849626	8.071599413259213e-06	1.789841404990684e-06	1.4570320234083768e-06	1.8455899028245156e-06
888	2019-12-19 12:00:00	0.023186667896441415	2.9718488125147265e-05	1.1527301984486554e-05	7.038630123821181e-06	6.109658519455388e-06
889	2019-12-19 12:30:00	0.04728370025743159	1.401029372971251e-05	4.76364855272168e-06	4.141800229867697e-06	2.4072829122793626e-06
890	2019-12-19 13:00:00	0.023820651085875114	8.661834576938544e-06	4.022495922869039e-06	2.8050970945079566e-06	1.6735262440881599e-06
891	2019-12-19 13:30:00	0.018460139577193276	2.5480791427290192e-05	9.756712525209476e-06	7.0548184549182405e-06	4.784599324286554e-06
892	2019-12-19 14:00:00	0.022457104009476203	1.2320394751208323e-05	4.708774872225943e-06	3.266002573627202e-06	2.547754223162959e-06
893	2019-12-19 14:30:00	0.0211093089415104	0.00010252435077430532	3.670143465625485e-05	2.3818860487137905e-05	1.818620094984302e-05
894	2019-12-19 15:00:00	0.05808614562786203	3.122520613525403e-05	1.1641195978514047e-05	9.053362857688644e-06	6.04186154421573e-06
895	2019-12-19 15:30:00	0.042791331892887474	4.0357327164660435e-05	1.5719664424992726e-05	9.338225146344184e-06	7.454751259070153e-06
896	2019-12-19 16:00:00	0.025565155556302056	4.430171898673377e-05	1.6587675926085345e-05	1.0532965232184695e-05	1.0028557866947918e-05
897	2019-12-19 16:30:00	0.01880833122535732	1.4432923422255241e-05	4.8152314994032445e-06	3.6588341323666087e-06	3.87727532632887e-06
898	2019-12-19 17:00:00	0.02301634775952149	6.679215880716498e-06	1.8001520092517568e-06	1.6412303086637997e-06	2.900825095281793e-06
899	2019-12-19 17:30:00	0.02652481138068397	7.362772418302307e-06	2.8403069685072508e-06	2.0761317109891815e-06	1.5097003503604296e-06
900	2019-12-19 18:00:00	0.054015076905261736	1.1729432955822907e-05	4.260421340460757e-06	3.6500521722621077e-06	2.166260925753415e-06
901	2019-12-19 18:30:00	0.04162287500566609	3.899727380275243e-05	1.4239274923224686e-05	8.508383264055052e-06	7.060592033473178e-06
902	2019-12-19 19:00:00	0.04586245583414713	4.2820451267906954e-05	1.5086794450412993e-05	9.774003221033603e-06	8.159921795806087e-06
903	2019-12-19 19:30:00	0.013844810158575043	7.5493782343399e-06	1.2971149372844893e-06	1.3198642930050496e-06	1.7633411521378983e-06
904	2019-12-19 20:00:00	0.049478287016632455	8.117469337051159e-05	2.7043271455791525e-05	1.7877231176472644e-05	1.5323651647124816e-05
905	2019-12-19 20:30:00	0.01925802621366614	1.2378253168330005e-05	3.6847437655020838e-06	1.0970165557334594e-06	1.1934470659416915e-06
906	2019-12-19 21:00:00	0.02708166903327128	2.356600735560962e-05	7.240562062501142e-06	4.94449225127036e-06	5.383699467119565e-06
907	2019-12-19 21:30:00	0.022303775158213735	1.3706318565739516e-05	1.8866310075039842e-06	1.5336304609308038e-06	2.326088700191073e-06
908	2019-12-19 22:00:00	0.04537183628301224	1.32086069272502e-05	2.3168413073053935e-06	1.043294739725702e-06	1.433819267089402e-06
909	2019-12-19 22:30:00	0.025554021840226555	1.1119915016461046e-05	2.4902281322482364e-06	2.3141488914145066e-06	2.5832115106528533e-06
910	2019-12-19 23:00:00	0.018785206400595902	1.4960093896830631e-05	3.2659350894028117e-06	2.6397863662378837e-06	4.313777242233143e-06
911	2019-12-19 23:30:00	0.03601481549423805	1.8883901566322234e-05	3.986544457995283e-06	2.929167185379134e-06	5.289719713127879e-06
912	2019-12-20 00:00:00	0.04549258073194696	1.3075685305530339e-05	4.248155418159049e-06	4.4122866902025365e-06	4.0484688571776654e-06
913	2019-12-20 00:30:00	0.011942250766270314	7.361222663983926e-05	2.0791059823989334e-05	1.3234047518681865e-05	1.2388117804896437e-05
914	2019-12-20 01:00:00	0.0252843813215562	2.5808077357169323e-05	9.177814092819412e-06	6.367769310356586e-06	5.869845988390002e-06
915	2019-12-20 01:30:00	0.01758099393501774	1.0908062627383176e-05	3.000844999749142e-06	1.1489566681367559e-06	8.231588061819767e-07
916	2019-12-20 02:00:00	0.02972425534585824	1.2298550337927981e-05	6.224808332166203e-06	3.1376096941660126e-06	1.9614392541404184e-06
917	2019-12-20 02:30:00	0.053124689154343374	2.1928327922303912e-05	7.991398482563795e-06	6.9652843091939585e-06	3.541736086996114e-06
918	2019-12-20 03:00:00	0.023585734787595836	1.3504371996569673e-05	4.1573249323643565e-06	4.39343646552393e-06	3.8988866087427155e-06
919	2019-12-20 03:30:00	0.00872376074385653	8.840250078414108e-06	3.616649765199724e-06	2.3602777023964282e-06	5.529126843068982e-06
920	2019-12-20 04:00:00	0.014549586551931261	9.509799269487238e-06	1.8893586596491442e-06	2.322258274902215e-06	3.2691205806488944e-06
921	2019-12-20 04:30:00	0.0059439122868279355	1.4276156555908898e-05	2.0508642110266887e-06	2.989793771145882e-06	2.6818677604562484e-06
922	2019-12-20 05:00:00	0.04414853263770671	1.4498436428652309e-05	6.755194429985134e-06	2.8930288627111167e-06	2.4345674603874914e-06
923	2019-12-20 05:30:00	0.005252277175248713	5.505845308077879e-06	1.2519311049851192e-06	1.9107146774291572e-06	1.4235878015952502e-06
924	2019-12-20 06:00:00	0.033226425046706885	2.419458500645479e-05	1.0303659120788933e-05	5.60988792779022e-06	3.803543092725463e-06
925	2019-12-20 06:30:00	0.03225468137042708	9.78072592692373e-06	3.146304008382462e-06	1.6117053999342326e-06	1.4161483307516122e-06
926	2019-12-20 07:00:00	0.02028605460797758	2.6626591427180036e-05	8.518625824853132e-06	5.869513686513319e-06	6.977973228445917e-06
927	2019-12-20 07:30:00	0.015016179883155473	5.558962526832495e-06	2.3578606574254683e-06	1.8336547323824043e-06	2.239668018054343e-06
928	2019-12-20 08:00:00	0.016705705826242395	1.5102471449456899e-05	5.019574338611998e-06	2.910192729975513e-06	2.861342380530341e-06
929	2019-12-20 08:30:00	0.014006747847921778	9.076231806058768e-06	1.8406550571465997e-06	1.5894096843494116e-06	1.5745714474342658e-06
930	2019-12-20 09:00:00	0.010648116873415912	5.31750327708165e-06	1.0337447902281216e-06	9.314163738004034e-07	1.543609502488369e-06
931	2019-12-20 09:30:00	0.012131867831633536	7.669492318594123e-06	1.7818667417523495e-06	2.081272519772843e-06	2.3655002487008546e-06
932	2019-12-20 10:00:00	0.010073279938958225	7.603701609992881e-06	3.246182752571115e-06	2.4711060067161684e-06	3.1866356979706095e-06
933	2019-12-20 10:30:00	0.021010551390317544	5.367871969067549e-06	1.321179079156821e-06	1.2316174950287746e-06	2.726278316225205e-06
934	2019-12-20 11:00:00	0.012201735313346304	9.79908621973006e-06	3.2031712364373184e-06	1.9897672823913513e-06	3.1757055965551614e-06
935	2019-12-20 11:30:00	0.003431103732349989	2.5363891213180285e-05	9.320995111709172e-06	6.022074433848218e-06	6.595877864290602e-06
936	2019-12-20 12:00:00	0.019912805817491386	1.1488931615348258e-05	3.856856737905632e-06	3.3477098135675655e-06	3.1192256544042e-06
937	2019-12-20 12:30:00	0.039885341349422954	1.9851092896495086e-05	7.20349098501416e-06	5.09164377309172e-06	4.854585393134405e-06
938	2019-12-20 13:00:00	0.012159172829716614	7.1311278333979105e-06	1.9586904997525895e-06	1.8008229402208733e-06	2.562236128651243e-06
939	2019-12-20 13:30:00	0.017288316571846554	6.094722157105362e-06	2.1563257224199203e-06	1.6244630791485436e-06	2.2876440568154607e-06
940	2019-12-20 14:00:00	0.006335663570752278	5.471782497810771e-06	2.468119130580578e-06	1.756220517068847e-06	1.5624550110156087e-06
941	2019-12-20 14:30:00	0.012973299152774245	1.553673242588788e-05	4.8748615129962e-06	2.906587423453124e-06	2.557624916486456e-06
942	2019-12-20 15:00:00	0.02735881137943738	1.4565788546544237e-05	5.893054305306271e-06	3.5691214535362316e-06	3.3267945310421672e-06
943	2019-12-20 15:30:00	0.057250810539755316	5.895674518493233e-05	2.050021396254565e-05	1.3263885426406874e-05	1.1685076334157122e-05
944	2019-12-20 16:00:00	0.08346864495831502	1.0267007962796768e-05	3.7844677381077502e-06	2.3133853283118804e-06	1.8245579463896502e-06
945	2019-12-20 16:30:00	0.045923668920488006	3.2575442357194385e-05	1.2638891219171397e-05	8.545909911217838e-06	6.390961492435188e-06
946	2019-12-20 17:00:00	0.021372714559934714	7.0705444231811585e-06	3.739066571686368e-06	1.4889535618321987e-06	1.3627564313283967e-06
947	2019-12-20 17:30:00	0.022365030748192825	2.796859810653682e-05	1.022408708777971e-05	6.906267230067423e-06	6.334188649725105e-06
948	2019-12-20 18:00:00	0.014844587217567947	8.621055865797744e-06	3.791803869289761e-06	3.711708053610167e-06	3.2059344940119856e-06
949	2019-12-20 18:30:00	0.028639878961739917	7.076989218684677e-06	2.2216837571293988e-06	3.748552390635537e-06	2.4171221351632453e-06
950	2019-12-20 19:00:00	0.10024725530835692	6.369397253590989e-06	1.2760230580016756e-06	1.6156288265958343e-06	3.36426188178529e-06
951	2019-12-20 19:30:00	0.006653001382338368	1.711178591668716e-05	6.3557403551577226e-06	4.945261244011824e-06	4.46100600608641e-06
952	2019-12-20 20:00:00	0.07249007012706148	8.317436678623005e-06	2.1721956754038617e-06	3.894521707049812e-06	1.4851898538810395e-06
