	IFA_FLOW	TSD	IFA2_FLOW	EMBEDDED_WIND_GENERATION	ND	MOYLE_FLOW	NEMO_FLOW	ELECLINK_FLOW	PUMP_STORAGE_PUMPING	EMBEDDED_WIND_CAPACITY	SETTLEMENT_DATE	ENGLAND_WALES_DEMAND	EMBEDDED_SOLAR_CAPACITY	_count	NON_BM_STOR	_full_text	SETTLEMENT_PERIOD	EAST_WEST_FLOW	NSL_FLOW	BRITNED_FLOW	_id	EMBEDDED_SOLAR_GENERATION
9039	2001	31313	0	353	29812	-454	0	0	12	6137	2019-07-08	26918	13080	17520	0	'-07':2 '-08':3 '-454':17 '-535':18 '0':12,15,19,20,21 '1060':16 '12':13 '13080':11 '18':4 '2001':14 '2019':1 '26918':7 '29812':5 '31313':6 '3220':10 '353':8 '6137':9	18	-535	0	1060	9040	3220
9040	2001	31357	0	350	29856	-455	0	0	10	6137	2019-07-08	26949	13080	17520	0	'-07':2 '-08':3 '-455':17 '-536':18 '0':12,15,19,20,21 '10':13 '1059':16 '13080':11 '19':4 '2001':14 '2019':1 '26949':7 '29856':5 '31357':6 '350':8 '3810':10 '6137':9	19	-536	0	1059	9041	3810
9041	2001	31095	0	346	29596	-454	0	0	10	6137	2019-07-08	26693	13080	17520	0	'-07':2 '-08':3 '-454':17 '-535':18 '0':12,15,19,20,21 '10':13 '1060':16 '13080':11 '20':4 '2001':14 '2019':1 '26693':7 '29596':5 '31095':6 '346':8 '4400':10 '6137':9	20	-535	0	1060	9042	4400
9042	2001	30661	0	344	29165	-454	0	0	7	6137	2019-07-08	26284	13080	17520	0	'-07':2 '-08':3 '-454':17 '-535':18 '0':12,15,19,20,21 '1059':16 '13080':11 '2001':14 '2019':1 '21':4 '26284':7 '29165':5 '30661':6 '344':8 '4950':10 '6137':9 '7':13	21	-535	0	1059	9043	4950
9043	2001	30459	0	342	28962	-455	0	0	6	6137	2019-07-08	26067	13080	17520	0	'-07':2 '-08':3 '-455':17 '-536':18 '0':12,15,19,20,21 '1060':16 '13080':11 '2001':14 '2019':1 '22':4 '26067':7 '28962':5 '30459':6 '342':8 '5510':10 '6':13 '6137':9	22	-536	0	1060	9044	5510
9044	2001	30319	0	345	28823	-455	0	0	6	6137	2019-07-08	25913	13080	17520	0	'-07':2 '-08':3 '-455':17 '-535':18 '0':12,15,19,20,21 '1003':16 '13080':11 '2001':14 '2019':1 '23':4 '25913':7 '28823':5 '30319':6 '345':8 '5990':10 '6':13 '6137':9	23	-535	0	1003	9045	5990
9045	2002	30190	0	348	28692	-456	0	0	6	6137	2019-07-08	25748	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2002':14 '2019':1 '24':4 '25748':7 '28692':5 '30190':6 '348':8 '6':13 '6137':9 '6270':10	24	-536	0	1001	9046	6270
9046	2002	30125	0	364	28627	-456	0	0	6	6137	2019-07-08	25686	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1000':16 '13080':11 '2002':14 '2019':1 '25':4 '25686':7 '28627':5 '30125':6 '364':8 '6':13 '6137':9 '6650':10	25	-536	0	1000	9047	6650
9047	2002	29985	0	380	28488	-456	0	0	5	6137	2019-07-08	25577	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2002':14 '2019':1 '25577':7 '26':4 '28488':5 '29985':6 '380':8 '5':13 '6137':9 '7000':10	26	-536	0	1001	9048	7000
9048	2002	29778	0	398	28280	-456	0	0	6	6137	2019-07-08	25387	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2002':14 '2019':1 '25387':7 '27':4 '28280':5 '29778':6 '398':8 '6':13 '6137':9 '7070':10	27	-536	0	1001	9049	7070
9049	2002	29701	0	416	28204	-456	0	0	6	6137	2019-07-08	25326	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2002':14 '2019':1 '25326':7 '28':4 '28204':5 '29701':6 '416':8 '6':13 '6137':9 '6800':10	28	-535	0	1001	9050	6800
9050	2002	29491	0	446	27994	-456	0	0	6	6137	2019-07-08	25144	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2002':14 '2019':1 '25144':7 '27994':5 '29':4 '29491':6 '446':8 '6':13 '6137':9 '6500':10	29	-535	0	1001	9051	6500
9051	2002	29512	0	477	28014	-456	0	0	6	6137	2019-07-08	25160	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1000':16 '13080':11 '2002':14 '2019':1 '25160':7 '28014':5 '29512':6 '30':4 '477':8 '6':13 '6137':9 '6170':10	30	-536	0	1000	9052	6170
9052	2002	29810	0	498	28312	-456	0	0	6	6137	2019-07-08	25440	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '13080':11 '2002':14 '2019':1 '25440':7 '28312':5 '29810':6 '31':4 '498':8 '5640':10 '6':13 '6137':9 '880':16	31	-536	0	880	9053	5640
9053	2001	30620	0	519	29124	-456	0	0	5	6137	2019-07-08	26221	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '13080':11 '2001':14 '2019':1 '26221':7 '29124':5 '30620':6 '32':4 '5':13 '519':8 '5210':10 '6137':9 '874':16	32	-535	0	874	9054	5210
9054	2001	31310	0	552	29814	-456	0	0	5	6137	2019-07-08	26813	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '13080':11 '2001':14 '2019':1 '26813':7 '29814':5 '31310':6 '33':4 '4670':10 '5':13 '552':8 '6137':9 '996':16	33	-535	0	996	9055	4670
9055	2001	31735	0	586	30236	-456	0	0	7	6137	2019-07-08	27181	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2001':14 '2019':1 '27181':7 '30236':5 '31735':6 '34':4 '3830':10 '586':8 '6137':9 '7':13	34	-536	0	1001	9056	3830
9056	2001	32421	0	588	30922	-456	0	0	8	6137	2019-07-08	27822	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '13080':11 '2001':14 '2019':1 '27822':7 '3010':10 '30922':5 '32421':6 '35':4 '588':8 '6137':9 '8':13	35	-535	0	1001	9057	3010
9057	2001	32572	0	591	31070	-456	0	0	11	6137	2019-07-08	27968	13080	17520	0	'-07':2 '-08':3 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '11':13 '13080':11 '2001':14 '2019':1 '2350':10 '27968':7 '31070':5 '32572':6 '36':4 '591':8 '6137':9	36	-535	0	1001	9058	2350
9058	2002	32725	0	590	31220	-456	0	0	13	6137	2019-07-08	28157	13080	17520	0	'-07':2 '-08':3 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13':13 '13080':11 '1700':10 '2002':14 '2019':1 '28157':7 '31220':5 '32725':6 '37':4 '590':8 '6137':9	37	-536	0	1001	9059	1700
9059	2001	32779	0	589	31291	-456	0	0	9	6137	2019-07-08	28272	13080	17520	0	'-07':2 '-08':3 '-456':17 '-523':18 '0':12,15,19,20,21 '1000':16 '1180':10 '13080':11 '2001':14 '2019':1 '28272':7 '31291':5 '32779':6 '38':4 '589':8 '6137':9 '9':13	38	-523	0	1000	9060	1180
9060	2001	32742	0	556	31353	-456	0	0	13	6137	2019-07-08	28383	13080	17520	0	'-07':2 '-08':3 '-420':18 '-456':17 '0':12,15,19,20,21 '1056':16 '13':13 '13080':11 '2001':14 '2019':1 '28383':7 '31353':5 '32742':6 '39':4 '556':8 '6137':9 '820':10	39	-420	0	1056	9061	820
9061	2001	32865	0	523	31453	-456	0	0	9	6137	2019-07-08	28526	13080	17520	0	'-07':2 '-08':3 '-447':18 '-456':17 '0':12,15,19,20,21 '1058':16 '13080':11 '2001':14 '2019':1 '28526':7 '31453':5 '32865':6 '40':4 '464':10 '523':8 '6137':9 '9':13	40	-447	0	1058	9062	464
9062	2001	32578	0	488	31297	-449	0	0	10	6137	2019-07-08	28383	13080	17520	0	'-07':2 '-08':3 '-322':18 '-449':17 '0':12,15,19,20,21 '10':13 '1059':16 '13080':11 '2001':14 '2019':1 '208':10 '28383':7 '31297':5 '32578':6 '41':4 '488':8 '6137':9	41	-322	0	1059	9063	208
9063	2001	32109	0	452	30836	-455	0	0	12	6137	2019-07-08	27988	13080	17520	0	'-07':2 '-08':3 '-306':18 '-455':17 '0':12,15,19,20,21 '1060':16 '12':13 '13080':11 '2001':14 '2019':1 '27988':7 '30836':5 '32109':6 '42':4 '452':8 '60':10 '6137':9	42	-306	0	1060	9064	60
9064	2001	31552	0	432	30410	-453	0	0	15	6137	2019-07-08	27621	13080	17520	0	'-07':2 '-08':3 '-174':18 '-453':17 '0':12,15,19,20,21 '1003':16 '13080':11 '15':13 '2001':14 '2019':1 '27621':7 '30410':5 '31552':6 '4':10 '43':4 '432':8 '6137':9	43	-174	0	1003	9065	4
9065	2001	30861	0	412	29673	-448	0	0	12	6137	2019-07-08	26987	13080	17520	0	'-07':2 '-08':3 '-228':18 '-448':17 '0':10,12,15,19,20,21 '1001':16 '12':13 '13080':11 '2001':14 '2019':1 '26987':7 '29673':5 '30861':6 '412':8 '44':4 '6137':9	44	-228	0	1001	9066	0
9066	2000	30102	0	404	28828	-386	0	0	10	6137	2019-07-08	26149	13080	17520	0	'-07':2 '-08':3 '-378':18 '-386':17 '0':10,12,15,19,20,21 '10':13 '1000':16 '13080':11 '2000':14 '2019':1 '26149':7 '28828':5 '30102':6 '404':8 '45':4 '6137':9	45	-378	0	1000	9067	0
9067	2001	28514	0	396	27077	-451	16	0	10	6137	2019-07-08	24469	13080	17520	0	'-07':2 '-08':3 '-451':17 '-476':18 '0':10,12,15,20,21 '10':13 '1001':16 '13080':11 '16':19 '2001':14 '2019':1 '24469':7 '27077':5 '28514':6 '396':8 '46':4 '6137':9	46	-476	0	1001	9068	0
9068	1998	26472	0	392	25149	-387	786	0	10	6137	2019-07-08	22710	13080	17520	0	'-07':2 '-08':3 '-387':17 '-426':18 '0':10,12,15,20,21 '10':13 '1001':16 '13080':11 '1998':14 '2019':1 '22710':7 '25149':5 '26472':6 '392':8 '47':4 '6137':9 '786':19	47	-426	0	1001	9069	0
9069	1997	24722	0	387	23667	-266	832	0	13	6137	2019-07-08	21343	13080	17520	0	'-07':2 '-08':3 '-266':17 '-276':18 '0':10,12,15,20,21 '1001':16 '13':13 '13080':11 '1997':14 '2019':1 '21343':7 '23667':5 '24722':6 '387':8 '48':4 '6137':9 '832':19	48	-276	0	1001	9070	0
9070	1806	23635	0	389	22649	-352	833	0	11	6137	2019-07-09	20417	13080	17520	0	'-07':2 '-09':3 '-123':18 '-352':17 '0':10,12,15,20,21 '1':4 '11':13 '13080':11 '1806':14 '2019':1 '20417':7 '22649':5 '23635':6 '389':8 '6137':9 '833':19 '906':16	1	-123	0	906	9071	0
9071	1799	22776	0	391	21947	-314	833	0	8	6137	2019-07-09	19801	13080	17520	0	'-07':2 '-09':3 '-314':17 '-7':18 '0':10,12,15,20,21 '13080':11 '1799':14 '19801':7 '2':4 '2019':1 '21947':5 '22776':6 '391':8 '6137':9 '8':13 '833':19 '902':16	2	-7	0	902	9072	0
9072	1799	22261	0	387	21477	-216	791	0	68	6137	2019-07-09	19383	13080	17520	0	'-07':2 '-09':3 '-216':17 '0':10,12,15,18,20,21 '13080':11 '1799':14 '19383':7 '2019':1 '21477':5 '22261':6 '3':4 '387':8 '6137':9 '68':13 '791':19 '903':16	3	0	0	903	9073	0
9073	1799	22004	0	383	21207	-216	790	0	81	6137	2019-07-09	19158	13080	17520	0	'-07':2 '-09':3 '-216':17 '0':10,12,15,18,20,21 '13080':11 '1799':14 '19158':7 '2019':1 '21207':5 '22004':6 '383':8 '4':4 '6137':9 '790':19 '81':13 '904':16	4	0	0	904	9074	0
9074	1799	21918	0	386	20972	-96	790	0	350	6137	2019-07-09	18938	13080	17520	0	'-07':2 '-09':3 '-96':17 '0':10,12,15,18,20,21 '13080':11 '1799':14 '18938':7 '2019':1 '20972':5 '21918':6 '350':13 '386':8 '5':4 '6137':9 '790':19 '904':16	5	0	0	904	9075	0
9075	1799	21652	0	390	20646	-96	790	0	410	6137	2019-07-09	18631	13080	17520	0	'-07':2 '-09':3 '-96':17 '0':10,12,15,18,20,21 '13080':11 '1799':14 '18631':7 '2019':1 '20646':5 '21652':6 '390':8 '410':13 '6':4 '6137':9 '790':19 '904':16	6	0	0	904	9076	0
9076	1801	21746	0	391	20499	-45	790	0	702	6137	2019-07-09	18474	13080	17520	0	'-07':2 '-09':3 '-45':17 '0':10,12,15,18,20,21 '13080':11 '1801':14 '18474':7 '2019':1 '20499':5 '21746':6 '391':8 '6137':9 '7':4 '702':13 '790':19 '904':16	7	0	0	904	9077	0
9077	1801	21715	0	392	20450	-45	790	0	720	6137	2019-07-09	18398	13080	17520	0	'-07':2 '-09':3 '-45':17 '0':10,12,15,18,20,21 '13080':11 '1801':14 '18398':7 '2019':1 '20450':5 '21715':6 '392':8 '6137':9 '720':13 '790':19 '8':4 '905':16	8	0	0	905	9078	0
9078	1799	21764	0	420	20450	-78	789	0	736	6137	2019-07-09	18417	13080	17520	0	'-07':2 '-09':3 '-78':17 '0':10,12,15,18,20,21 '13080':11 '1799':14 '18417':7 '2019':1 '20450':5 '21764':6 '420':8 '6137':9 '736':13 '789':19 '9':4 '903':16	9	0	0	903	9079	0
9079	1799	21754	0	447	20420	-78	790	0	756	6137	2019-07-09	18422	13080	17520	0	'-07':2 '-09':3 '-78':17 '0':10,12,15,18,20,21 '10':4 '13080':11 '1799':14 '18422':7 '2019':1 '20420':5 '21754':6 '447':8 '6137':9 '756':13 '790':19 '871':16	10	0	0	871	9080	0
9080	1801	21585	0	466	20905	-91	790	0	89	6137	2019-07-09	18886	13080	17520	0	'-07':2 '-09':3 '-91':17 '0':12,15,18,20,21 '1':10 '11':4 '13080':11 '132':16 '1801':14 '18886':7 '2019':1 '20905':5 '21585':6 '466':8 '6137':9 '790':19 '89':13	11	0	0	132	9081	1
9081	1796	22333	0	486	21720	-103	790	0	10	6137	2019-07-09	19641	13080	17520	0	'-07':2 '-09':3 '-103':17 '0':12,15,18,20,21 '10':13 '109':16 '12':4 '13080':11 '1796':14 '19641':7 '2019':1 '21720':5 '22333':6 '41':10 '486':8 '6137':9 '790':19	12	0	0	109	9082	41
9082	1996	25027	0	502	24061	-109	861	0	12	6137	2019-07-09	21828	13080	17520	0	'-07':2 '-09':3 '-109':17 '-345':16 '0':12,15,18,20,21 '12':13 '13':4 '13080':11 '1996':14 '2019':1 '21828':7 '240':10 '24061':5 '25027':6 '502':8 '6137':9 '861':19	13	0	0	-345	9083	240
9083	1999	27449	0	519	26294	-200	864	0	9	6137	2019-07-09	23918	13080	17520	0	'-07':2 '-09':3 '-200':17 '-375':16 '-71':18 '0':12,15,20,21 '13080':11 '14':4 '1999':14 '2019':1 '23918':7 '26294':5 '27449':6 '419':10 '519':8 '6137':9 '864':19 '9':13	14	-71	0	-375	9084	419
9084	1998	30053	0	512	28980	-339	903	0	9	6137	2019-07-09	26404	13080	17520	0	'-07':2 '-09':3 '-225':18 '-339':17 '0':12,15,20,21 '13080':11 '15':4 '1998':14 '2019':1 '26404':7 '28980':5 '30053':6 '512':8 '6137':9 '776':10 '9':13 '903':19 '94':16	15	-225	0	94	9085	776
9085	1999	31613	0	504	30348	-422	904	0	11	6137	2019-07-09	27660	13080	17520	0	'-07':2 '-09':3 '-332':18 '-422':17 '0':12,15,20,21 '1060':10 '11':13 '124':16 '13080':11 '16':4 '1999':14 '2019':1 '27660':7 '30348':5 '31613':6 '504':8 '6137':9 '904':19	16	-332	0	124	9086	1060
9086	1999	32642	0	518	31201	-454	996	0	11	6137	2019-07-09	28375	13080	17520	0	'-07':2 '-09':3 '-454':17 '-476':18 '0':12,15,20,21 '11':13 '13080':11 '1520':10 '17':4 '1999':14 '2019':1 '28375':7 '31201':5 '32642':6 '518':8 '6137':9 '996':16,19	17	-476	0	996	9087	1520
9087	1998	32670	0	532	31172	-454	999	0	9	6137	2019-07-09	28286	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1059':16 '13080':11 '18':4 '1998':14 '2019':1 '2070':10 '28286':7 '31172':5 '32670':6 '532':8 '6137':9 '9':13 '999':19	18	-535	0	1059	9088	2070
9088	1999	32707	0	549	31210	-454	999	0	8	6137	2019-07-09	28309	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1060':16 '13080':11 '19':4 '1999':14 '2019':1 '2570':10 '28309':7 '31210':5 '32707':6 '549':8 '6137':9 '8':13 '999':19	19	-535	0	1060	9089	2570
9089	1999	32489	0	566	30991	-454	999	0	9	6137	2019-07-09	28117	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1060':16 '13080':11 '1999':14 '20':4 '2019':1 '28117':7 '30991':5 '3130':10 '32489':6 '566':8 '6137':9 '9':13 '999':19	20	-535	0	1060	9090	3130
9090	1999	32429	0	604	30930	-455	999	0	8	6137	2019-07-09	28016	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1059':16 '13080':11 '1999':14 '2019':1 '21':4 '28016':7 '30930':5 '32429':6 '3680':10 '604':8 '6137':9 '8':13 '999':19	21	-536	0	1059	9091	3680
9091	1999	32190	0	642	30689	-455	999	0	10	6137	2019-07-09	27744	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '10':13 '1058':16 '13080':11 '1999':14 '2019':1 '22':4 '27744':7 '30689':5 '32190':6 '3990':10 '6137':9 '642':8 '999':19	22	-536	0	1058	9092	3990
9092	1999	32188	0	657	30689	-455	999	0	8	6137	2019-07-09	27734	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1003':16 '13080':11 '1999':14 '2019':1 '23':4 '27734':7 '30689':5 '32188':6 '4060':10 '6137':9 '657':8 '8':13 '999':19	23	-536	0	1003	9093	4060
9093	1999	31922	0	672	30427	-454	999	0	6	6137	2019-07-09	27460	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1000':16 '13080':11 '1999':14 '2019':1 '24':4 '27460':7 '30427':5 '31922':6 '4240':10 '6':13 '6137':9 '672':8 '999':19	24	-535	0	1000	9094	4240
9094	1999	32018	0	696	30521	-455	999	0	6	6137	2019-07-09	27565	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '25':4 '27565':7 '30521':5 '32018':6 '4160':10 '6':13 '6137':9 '696':8 '999':19	25	-536	0	1001	9095	4160
9095	1999	31895	0	719	30400	-454	999	0	6	6137	2019-07-09	27449	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '26':4 '27449':7 '30400':5 '31895':6 '4380':10 '6':13 '6137':9 '719':8 '999':19	26	-535	0	1001	9096	4380
9096	1999	31819	0	724	30322	-455	999	0	6	6137	2019-07-09	27415	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '27':4 '27415':7 '30322':5 '31819':6 '4150':10 '6':13 '6137':9 '724':8 '999':19	27	-536	0	1001	9097	4150
9097	1999	31511	0	728	30014	-455	999	0	6	6137	2019-07-09	27178	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '27178':7 '28':4 '30014':5 '31511':6 '3700':10 '6':13 '6137':9 '728':8 '999':19	28	-536	0	1001	9098	3700
9098	1999	31614	0	742	30119	-454	999	0	6	6137	2019-07-09	27311	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '27311':7 '29':4 '30119':5 '31614':6 '3360':10 '6':13 '6137':9 '742':8 '999':19	29	-535	0	1001	9099	3360
9099	1999	31872	0	756	30377	-454	999	0	6	6137	2019-07-09	27554	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1001':16 '13080':11 '1999':14 '2019':1 '27554':7 '30':4 '30377':5 '31872':6 '3470':10 '6':13 '6137':9 '756':8 '999':19	30	-535	0	1001	9100	3470
9100	1999	32045	0	772	30550	-454	999	0	6	6137	2019-07-09	27705	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1000':16 '13080':11 '1999':14 '2019':1 '27705':7 '30550':5 '3090':10 '31':4 '32045':6 '6':13 '6137':9 '772':8 '999':19	31	-535	0	1000	9101	3090
9101	1998	32724	0	788	31229	-454	999	0	6	6137	2019-07-09	28384	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1000':16 '13080':11 '1998':14 '2019':1 '2760':10 '28384':7 '31229':5 '32':4 '32724':6 '6':13 '6137':9 '788':8 '999':19	32	-535	0	1000	9102	2760
9102	1998	33305	0	802	31808	-455	999	0	6	6137	2019-07-09	28919	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1002':16 '13080':11 '1998':14 '2019':1 '2810':10 '28919':7 '31808':5 '33':4 '33305':6 '6':13 '6137':9 '802':8 '999':19	33	-536	0	1002	9103	2810
9103	1998	33830	0	816	32335	-455	999	0	4	6137	2019-07-09	29437	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1001':16 '13080':11 '1998':14 '2019':1 '2570':10 '29437':7 '32335':5 '33830':6 '34':4 '4':13 '6137':9 '816':8 '999':19	34	-536	0	1001	9104	2570
9104	1998	34236	0	804	32741	-454	999	0	6	6137	2019-07-09	29842	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1001':16 '13080':11 '1998':14 '2019':1 '2250':10 '29842':7 '32741':5 '34236':6 '35':4 '6':13 '6137':9 '804':8 '999':19	35	-535	0	1001	9105	2250
9105	1997	34378	0	791	32881	-455	999	0	6	6137	2019-07-09	29999	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1000':16 '13080':11 '1750':10 '1997':14 '2019':1 '29999':7 '32881':5 '34378':6 '36':4 '6':13 '6137':9 '791':8 '999':19	36	-536	0	1000	9106	1750
9106	1997	34248	0	751	32752	-454	999	0	7	6137	2019-07-09	29915	13080	17520	0	'-07':2 '-09':3 '-454':17 '-535':18 '0':12,15,20,21 '1000':16 '1250':10 '13080':11 '1997':14 '2019':1 '29915':7 '32752':5 '34248':6 '37':4 '6137':9 '7':13 '751':8 '999':19	37	-535	0	1000	9107	1250
9107	1998	33760	0	711	32260	-455	999	0	9	6137	2019-07-09	29464	13080	17520	0	'-07':2 '-09':3 '-455':17 '-536':18 '0':12,15,20,21 '1000':16 '13080':11 '1998':14 '2019':1 '29464':7 '32260':5 '33760':6 '38':4 '6137':9 '711':8 '9':13 '931':10 '999':19	38	-536	0	1000	9108	931
9108	1997	33616	0	703	32151	-454	999	0	6	6137	2019-07-09	29447	13080	17520	0	'-07':2 '-09':3 '-454':17 '-505':18 '0':12,15,20,21 '1057':16 '13080':11 '1997':14 '2019':1 '29447':7 '32151':5 '33616':6 '39':4 '6':13 '6137':9 '645':10 '703':8 '999':19	39	-505	0	1057	9109	645
9109	1997	33316	0	695	31869	-455	999	0	14	6137	2019-07-09	29253	13080	17520	0	'-07':2 '-09':3 '-455':17 '-478':18 '0':12,15,20,21 '1060':16 '13080':11 '14':13 '1997':14 '2019':1 '29253':7 '31869':5 '33316':6 '376':10 '40':4 '6137':9 '695':8 '999':19	40	-478	0	1060	9110	376
9110	1997	32746	0	670	31423	-455	999	0	16	6137	2019-07-09	28853	13080	17520	0	'-07':2 '-09':3 '-352':18 '-455':17 '0':12,15,20,21 '1059':16 '13080':11 '16':13 '1997':14 '2019':1 '209':10 '28853':7 '31423':5 '32746':6 '41':4 '6137':9 '670':8 '999':19	41	-352	0	1059	9111	209
9111	1997	32299	0	644	30957	-454	999	0	13	6137	2019-07-09	28410	13080	17520	0	'-07':2 '-09':3 '-375':18 '-454':17 '0':12,15,20,21 '1058':16 '13':13 '13080':11 '1997':14 '2019':1 '28410':7 '30957':5 '32299':6 '42':4 '6137':9 '64':10 '644':8 '999':19	42	-375	0	1058	9112	64
9112	1997	31512	0	638	30353	-394	999	0	10	6137	2019-07-09	27832	13080	17520	0	'-07':2 '-09':3 '-255':18 '-394':17 '0':12,15,20,21 '10':13 '1004':16 '13080':11 '1997':14 '2019':1 '27832':7 '30353':5 '31512':6 '43':4 '6':10 '6137':9 '638':8 '999':19	43	-255	0	1004	9113	6
9113	1997	30889	0	633	29682	-450	999	0	9	6137	2019-07-09	27241	13080	17520	0	'-07':2 '-09':3 '-248':18 '-450':17 '0':10,12,15,20,21 '1001':16 '13080':11 '1997':14 '2019':1 '27241':7 '29682':5 '30889':6 '44':4 '6137':9 '633':8 '9':13 '999':19	44	-248	0	1001	9114	0
9114	1997	29892	0	620	28682	-455	940	0	7	6137	2019-07-09	26279	13080	17520	0	'-07':2 '-09':3 '-248':18 '-455':17 '0':10,12,15,20,21 '1001':16 '13080':11 '1997':14 '2019':1 '26279':7 '28682':5 '29892':6 '45':4 '6137':9 '620':8 '7':13 '940':19	45	-248	0	1001	9115	0
9115	1998	28175	0	608	26955	-455	938	0	9	6137	2019-07-09	24615	13080	17520	0	'-07':2 '-09':3 '-256':18 '-455':17 '0':10,12,15,20,21 '1001':16 '13080':11 '1998':14 '2019':1 '24615':7 '26955':5 '28175':6 '46':4 '608':8 '6137':9 '9':13 '938':19	46	-256	0	1001	9116	0
9116	1808	26123	0	594	25032	-386	828	0	11	6137	2019-07-09	22837	13080	17520	0	'-07':2 '-09':3 '-194':18 '-386':17 '0':10,12,15,20,21 '11':13 '13080':11 '1808':14 '2019':1 '22837':7 '25032':5 '26123':6 '47':4 '594':8 '6137':9 '828':19 '907':16	47	-194	0	907	9117	0
9117	1801	24496	0	580	23630	-304	824	0	17	6137	2019-07-09	21494	13080	17520	0	'-07':2 '-09':3 '-304':17 '-45':18 '0':10,12,15,20,21 '13080':11 '17':13 '1801':14 '2019':1 '21494':7 '23630':5 '24496':6 '48':4 '580':8 '6137':9 '824':19 '903':16	48	-45	0	903	9118	0
9118	1703	23641	0	577	22414	-303	824	0	424	6137	2019-07-10	20329	13080	17520	0	'-07':2 '-10':3 '-303':17 '0':10,12,15,18,20,21 '1':4 '13080':11 '1703':14 '2019':1 '20329':7 '22414':5 '23641':6 '424':13 '577':8 '6137':9 '824':19 '856':16	1	0	0	856	9119	0
9119	1700	22899	0	574	21687	-296	824	0	416	6137	2019-07-10	19674	13080	17520	0	'-07':2 '-10':3 '-296':17 '0':10,12,15,18,20,21 '13080':11 '1700':14 '19674':7 '2':4 '2019':1 '21687':5 '22899':6 '416':13 '574':8 '6137':9 '824':19 '854':16	2	0	0	854	9120	0
9120	1701	22692	0	575	21261	-218	786	0	713	6137	2019-07-10	19293	13080	17520	0	'-07':2 '-10':3 '-218':17 '0':10,12,15,20,21 '13080':11 '1701':14 '19293':7 '2019':1 '21261':5 '22692':6 '3':4 '39':18 '575':8 '6137':9 '713':13 '786':19 '854':16	3	39	0	854	9121	0
