	IFA_FLOW	TSD	IFA2_FLOW	EMBEDDED_WIND_GENERATION	ND	MOYLE_FLOW	NEMO_FLOW	ELECLINK_FLOW	PUMP_STORAGE_PUMPING	EMBEDDED_WIND_CAPACITY	SETTLEMENT_DATE	ENGLAND_WALES_DEMAND	EMBEDDED_SOLAR_CAPACITY	_count	NON_BM_STOR	_full_text	SETTLEMENT_PERIOD	EAST_WEST_FLOW	NSL_FLOW	BRITNED_FLOW	_id	EMBEDDED_SOLAR_GENERATION
8686	390	19864	0	2624	19275	117	14	0	89	6137	2019-07-01	18065	13080	17520	0	'-01':3 '-07':2 '0':10,12,15,20,21 '1':4 '117':17 '13080':11 '14':19 '18065':7 '19275':5 '19864':6 '2019':1 '2624':8 '298':16 '390':14 '408':18 '6137':9 '89':13	1	408	0	298	8687	0
8687	369	19662	0	2609	18787	117	0	0	375	6137	2019-07-01	17625	13080	17520	0	'-01':3 '-07':2 '0':10,12,15,19,20,21 '117':17 '13080':11 '17625':7 '18787':5 '19662':6 '2':4 '2019':1 '2609':8 '298':16 '333':18 '369':14 '375':13 '6137':9	2	333	0	298	8688	0
8688	-72	19383	0	2638	18248	117	0	0	379	6137	2019-07-01	17158	13080	17520	0	'-01':3 '-07':2 '-184':16 '-72':14 '0':10,12,15,19,20,21 '117':17 '13080':11 '17158':7 '18248':5 '19383':6 '2019':1 '2638':8 '3':4 '379':13 '451':18 '6137':9	3	451	0	-184	8689	0
8689	-95	19451	0	2666	18012	117	-10	0	632	6137	2019-07-01	16986	13080	17520	0	'-01':3 '-07':2 '-10':19 '-202':16 '-95':14 '0':10,12,15,20,21 '117':17 '13080':11 '16986':7 '18012':5 '19451':6 '2019':1 '2666':8 '4':4 '441':18 '6137':9 '632':13	4	441	0	-202	8690	0
8690	590	20213	0	2686	17687	117	-652	0	832	6137	2019-07-01	16666	13080	17520	0	'-01':3 '-07':2 '-542':16 '-652':19 '0':10,12,15,20,21 '117':17 '13080':11 '16666':7 '17687':5 '2019':1 '20213':6 '2686':8 '470':18 '5':4 '590':14 '6137':9 '832':13	5	470	0	-542	8691	0
8691	609	20001	0	2706	17441	117	-684	0	817	6137	2019-07-01	16462	13080	17520	0	'-01':3 '-07':2 '-559':16 '-684':19 '0':12,15,20,21 '1':10 '117':17 '13080':11 '16462':7 '17441':5 '20001':6 '2019':1 '2706':8 '438':18 '6':4 '609':14 '6137':9 '817':13	6	438	0	-559	8692	1
8692	546	19862	0	2729	17143	117	-685	0	904	6137	2019-07-01	16229	13080	17520	0	'-01':3 '-07':2 '-630':16 '-685':19 '0':10,12,15,20,21 '117':17 '13080':11 '16229':7 '17143':5 '19862':6 '2019':1 '2729':8 '392':18 '546':14 '6137':9 '7':4 '904':13	7	392	0	-630	8693	0
8693	546	19924	0	2752	17157	117	-685	0	949	6137	2019-07-01	16157	13080	17520	0	'-01':3 '-07':2 '-633':16 '-685':19 '0':12,15,20,21 '1':10 '117':17 '13080':11 '16157':7 '17157':5 '19924':6 '2019':1 '2752':8 '419':18 '546':14 '6137':9 '8':4 '949':13	8	419	0	-633	8694	1
8694	418	20279	0	2726	17087	117	-685	0	1325	6137	2019-07-01	16113	13080	17520	0	'-01':3 '-07':2 '-682':16 '-685':19 '0':10,12,15,20,21 '117':17 '13080':11 '1325':13 '16113':7 '17087':5 '2019':1 '20279':6 '2726':8 '370':18 '418':14 '6137':9 '9':4	9	370	0	-682	8695	0
8695	426	20162	0	2701	16889	117	-685	0	1404	6137	2019-07-01	15934	13080	17520	0	'-01':3 '-07':2 '-684':16 '-685':19 '0':12,15,20,21 '10':4 '117':17 '13080':11 '1404':13 '15934':7 '16889':5 '20162':6 '2019':1 '2701':8 '3':10 '348':18 '426':14 '6137':9	10	348	0	-684	8696	3
8696	-212	19683	0	2742	17140	108	-685	0	439	6137	2019-07-01	16124	13080	17520	0	'-01':3 '-07':2 '-212':14 '-685':19 '-707':16 '0':12,15,20,21 '108':17 '11':4 '13080':11 '16124':7 '17140':5 '19683':6 '2019':1 '2742':8 '412':18 '439':13 '52':10 '6137':9	11	412	0	-707	8697	52
8697	-227	20642	0	2782	18568	116	-624	0	15	6137	2019-07-01	17420	13080	17520	0	'-01':3 '-07':2 '-227':14 '-624':19 '-708':16 '0':12,15,20,21 '116':17 '12':4 '13080':11 '15':13 '17420':7 '18568':5 '2019':1 '20642':6 '217':10 '2782':8 '459':18 '6137':9	12	459	0	-708	8698	217
8698	-269	22457	0	2914	20971	117	625	0	10	6137	2019-07-01	19688	13080	17520	0	'-01':3 '-07':2 '-269':14 '-707':16 '0':12,15,20,21 '10':13 '117':17 '13':4 '13080':11 '19688':7 '2019':1 '20971':5 '22457':6 '2914':8 '488':10 '504':18 '6137':9 '625':19	13	504	0	-707	8699	488
8699	-279	24492	0	3045	22990	117	735	0	15	6137	2019-07-01	21563	13080	17520	0	'-01':3 '-07':2 '-279':14 '-708':16 '0':12,15,20,21 '117':17 '13080':11 '14':4 '15':13 '2019':1 '21563':7 '22990':5 '24492':6 '3045':8 '504':18 '6137':9 '735':19 '869':10	14	504	0	-708	8700	869
8700	1469	26677	0	3214	25454	117	811	0	16	6137	2019-07-01	23819	13080	17520	0	'-01':3 '-07':2 '-707':16 '0':12,15,20,21 '117':17 '13080':11 '1320':10 '1469':14 '15':4 '16':13 '2019':1 '23819':7 '25454':5 '26677':6 '3214':8 '504':18 '6137':9 '811':19	15	504	0	-707	8701	1320
8701	1557	27852	0	3383	26682	117	814	0	17	6137	2019-07-01	24958	13080	17520	0	'-01':3 '-07':2 '-653':16 '0':12,15,20,21 '117':17 '13080':11 '1557':14 '16':4 '17':13 '1820':10 '2019':1 '24958':7 '26682':5 '27852':6 '3383':8 '504':18 '6137':9 '814':19	16	504	0	-653	8702	1820
8702	1599	28029	0	3457	27507	117	943	0	22	6137	2019-07-01	25626	13080	17520	0	'-01':3 '-07':2 '0':12,15,20,21 '117':17 '13080':11 '1599':14 '17':4 '2019':1 '2180':10 '22':13 '25626':7 '27507':5 '280':16 '28029':6 '3457':8 '504':18 '6137':9 '943':19	17	504	0	280	8703	2180
8703	1603	27936	0	3531	27414	117	0	0	22	6137	2019-07-01	25506	13080	17520	0	'-01':3 '-07':2 '0':12,15,19,20,21 '117':17 '13080':11 '1603':14 '18':4 '2019':1 '22':13 '25506':7 '2590':10 '27414':5 '27936':6 '312':16 '3531':8 '504':18 '6137':9	18	504	0	312	8704	2590
8704	1604	28163	0	3580	27643	117	0	0	20	6137	2019-07-01	25702	13080	17520	0	'-01':3 '-07':2 '0':12,15,19,20,21 '117':17 '13080':11 '1604':14 '19':4 '20':13 '2019':1 '255':16 '25702':7 '27643':5 '28163':6 '3310':10 '3580':8 '417':18 '6137':9	19	417	0	255	8705	3310
8705	1605	27905	0	3628	27387	111	0	0	18	6137	2019-07-01	25415	13080	17520	0	'-01':3 '-07':2 '0':12,15,19,20,21 '111':17 '13080':11 '1605':14 '18':13 '20':4 '2019':1 '253':16 '25415':7 '266':18 '27387':5 '27905':6 '3490':10 '3628':8 '6137':9	20	266	0	253	8706	3490
8706	1424	27475	0	3620	26957	25	0	0	18	6137	2019-07-01	24955	13080	17520	0	'-01':3 '-07':2 '0':12,15,19,20,21 '114':18 '13080':11 '1424':14 '18':13 '2019':1 '21':4 '24955':7 '25':17 '26957':5 '27475':6 '330':16 '3620':8 '4000':10 '6137':9	21	114	0	330	8707	4000
8707	1417	27197	0	3612	26611	-71	0	0	15	6137	2019-07-01	24608	13080	17520	0	'-01':3 '-07':2 '-71':17 '0':12,15,19,20,21 '13080':11 '1417':14 '15':13 '2019':1 '22':4 '24608':7 '26611':5 '27197':6 '336':16 '3612':8 '4':18 '4570':10 '6137':9	22	4	0	336	8708	4570
8708	1598	27141	0	3581	26402	-228	0	0	11	6137	2019-07-01	24344	13080	17520	0	'-01':3 '-07':2 '-228':17 '0':12,15,18,19,20,21 '11':13 '13080':11 '1598':14 '2019':1 '23':4 '24344':7 '26402':5 '27141':6 '3581':8 '5140':10 '6137':9 '783':16	23	0	0	783	8709	5140
8709	1604	26938	0	3550	26146	-282	0	0	10	6137	2019-07-01	24089	13080	17520	0	'-01':3 '-07':2 '-282':17 '0':12,15,18,19,20,21 '10':13 '13080':11 '1604':14 '2019':1 '24':4 '24089':7 '26146':5 '26938':6 '3550':8 '5680':10 '6137':9 '807':16	24	0	0	807	8710	5680
8710	1605	26805	0	3530	26148	-148	0	0	9	6137	2019-07-01	24022	13080	17520	0	'-01':3 '-07':2 '-148':17 '0':12,15,18,19,20,21 '13080':11 '1605':14 '2019':1 '24022':7 '25':4 '26148':5 '26805':6 '3530':8 '6020':10 '6137':9 '806':16 '9':13	25	0	0	806	8711	6020
8711	1602	26431	0	3509	25729	-193	0	0	9	6137	2019-07-01	23681	13080	17520	0	'-01':3 '-07':2 '-193':17 '0':12,15,18,19,20,21 '13080':11 '1602':14 '2019':1 '23681':7 '25729':5 '26':4 '26431':6 '3509':8 '6137':9 '6310':10 '805':16 '9':13	26	0	0	805	8712	6310
8712	1795	26598	0	3503	25747	-341	0	0	10	6137	2019-07-01	23676	13080	17520	0	'-01':3 '-07':2 '-341':17 '0':12,15,18,19,20,21 '10':13 '13080':11 '1795':14 '2019':1 '23676':7 '25747':5 '26598':6 '27':4 '3503':8 '6137':9 '6350':10 '806':16	27	0	0	806	8713	6350
8713	1801	26631	0	3497	25724	-397	0	0	10	6137	2019-07-01	23676	13080	17520	0	'-01':3 '-07':2 '-397':17 '0':12,15,18,19,20,21 '10':13 '13080':11 '1801':14 '2019':1 '23676':7 '25724':5 '26631':6 '28':4 '3497':8 '6137':9 '6220':10 '805':16	28	0	0	805	8714	6220
8714	1800	26891	0	3444	25927	-414	0	0	7	6137	2019-07-01	23929	13080	17520	0	'-01':3 '-07':2 '-414':17 '-43':18 '0':12,15,19,20,21 '13080':11 '1800':14 '2019':1 '23929':7 '25927':5 '26891':6 '29':4 '3444':8 '5900':10 '6137':9 '7':13 '806':16	29	-43	0	806	8715	5900
8715	1801	27315	0	3390	26291	-395	0	0	7	6137	2019-07-01	24272	13080	17520	0	'-01':3 '-07':2 '-122':18 '-395':17 '0':12,15,19,20,21 '13080':11 '1801':14 '2019':1 '24272':7 '26291':5 '27315':6 '30':4 '3390':8 '5620':10 '6137':9 '7':13 '806':16	30	-122	0	806	8716	5620
8716	1801	27555	0	3325	26391	-380	0	0	10	6137	2019-07-01	24284	13080	17520	0	'-01':3 '-07':2 '-274':18 '-380':17 '0':12,15,19,20,21 '10':13 '13080':11 '1801':14 '2019':1 '24284':7 '26391':5 '27555':6 '31':4 '3325':8 '5410':10 '6137':9 '899':16	31	-274	0	899	8717	5410
8717	1799	28029	0	3260	26825	-405	0	0	10	6137	2019-07-01	24753	13080	17520	0	'-01':3 '-07':2 '-289':18 '-405':17 '0':12,15,19,20,21 '10':13 '13080':11 '1799':14 '2019':1 '24753':7 '26825':5 '28029':6 '32':4 '3260':8 '5080':10 '6137':9 '903':16	32	-289	0	903	8718	5080
8718	1897	28682	0	3172	27684	-349	0	0	12	6137	2019-07-01	25607	13080	17520	0	'-01':3 '-07':2 '-137':18 '-349':17 '0':12,15,19,20,21 '12':13 '13080':11 '1897':14 '2019':1 '25607':7 '27684':5 '28682':6 '3172':8 '33':4 '4450':10 '6137':9 '949':16	33	-137	0	949	8719	4450
8719	1897	29483	0	3083	28598	-341	0	0	10	6137	2019-07-01	26479	13080	17520	0	'-01':3 '-07':2 '-34':18 '-341':17 '0':12,15,19,20,21 '10':13 '13080':11 '1897':14 '2019':1 '26479':7 '28598':5 '29483':6 '3083':8 '34':4 '3900':10 '6137':9 '952':16	34	-34	0	952	8720	3900
8720	1997	30474	0	2973	29442	-371	0	0	10	6137	2019-07-01	27224	13080	17520	0	'-01':3 '-07':2 '-151':18 '-371':17 '0':12,15,19,20,21 '10':13 '13080':11 '1997':14 '2019':1 '27224':7 '29442':5 '2973':8 '30474':6 '3480':10 '35':4 '6137':9 '999':16	35	-151	0	999	8721	3480
8721	2000	30566	0	2863	29546	-347	0	0	13	6137	2019-07-01	27244	13080	17520	0	'-01':3 '-07':2 '-160':18 '-347':17 '0':12,15,19,20,21 '1001':16 '13':13 '13080':11 '2000':14 '2019':1 '27244':7 '2863':8 '29546':5 '3040':10 '30566':6 '36':4 '6137':9	36	-160	0	1001	8722	3040
8722	1999	30358	0	2677	29446	-362	0	0	11	6137	2019-07-01	27187	13080	17520	0	'-01':3 '-07':2 '-362':17 '-39':18 '0':12,15,19,20,21 '1001':16 '11':13 '13080':11 '1999':14 '2019':1 '2450':10 '2677':8 '27187':7 '29446':5 '30358':6 '37':4 '6137':9	37	-39	0	1001	8723	2450
8723	2000	30326	0	2491	29426	-349	0	0	12	6137	2019-07-01	27180	13080	17520	0	'-01':3 '-07':2 '-349':17 '-39':18 '0':12,15,19,20,21 '1001':16 '12':13 '13080':11 '2000':14 '2019':1 '2040':10 '2491':8 '27180':7 '29426':5 '30326':6 '38':4 '6137':9	38	-39	0	1001	8724	2040
8724	2000	30183	0	2258	29474	-200	0	0	9	6137	2019-07-01	27211	13080	17520	0	'-01':3 '-07':2 '-200':17 '0':12,15,18,19,20,21 '1056':16 '13080':11 '1530':10 '2000':14 '2019':1 '2258':8 '27211':7 '29474':5 '30183':6 '39':4 '6137':9 '9':13	39	0	0	1056	8725	1530
8725	2000	29936	0	2025	29266	-161	0	0	9	6137	2019-07-01	26938	13080	17520	0	'-01':3 '-07':2 '-161':17 '0':12,15,18,19,20,21 '1050':10 '1059':16 '13080':11 '2000':14 '2019':1 '2025':8 '26938':7 '29266':5 '29936':6 '40':4 '6137':9 '9':13	40	0	0	1059	8726	1050
8726	1999	29510	0	1796	28867	-134	0	0	9	6137	2019-07-01	26517	13080	17520	0	'-01':3 '-07':2 '-134':17 '0':12,15,18,19,20,21 '1059':16 '13080':11 '1796':8 '1999':14 '2019':1 '26517':7 '28867':5 '29510':6 '41':4 '613':10 '6137':9 '9':13	41	0	0	1059	8727	613
8727	2000	29128	0	1567	28519	-99	0	0	10	6137	2019-07-01	26206	13080	17520	0	'-01':3 '-07':2 '-99':17 '0':12,15,18,19,20,21 '10':13 '1060':16 '13080':11 '1567':8 '2000':14 '2019':1 '254':10 '26206':7 '28519':5 '29128':6 '42':4 '6137':9	42	0	0	1060	8728	254
8728	2000	28925	0	1454	28416	27	0	0	9	6137	2019-07-01	26094	13080	17520	0	'-01':3 '-07':2 '0':12,15,18,19,20,21 '1059':16 '13080':11 '1454':8 '2000':14 '2019':1 '26094':7 '27':17 '28416':5 '28925':6 '43':4 '48':10 '6137':9 '9':13	43	0	0	1059	8729	48
8729	1999	28548	0	1341	28037	14	0	0	11	6137	2019-07-01	25770	13080	17520	0	'-01':3 '-07':2 '0':12,15,18,19,20,21 '1059':16 '11':13 '13080':11 '1341':8 '14':17 '1999':14 '2019':1 '25770':7 '28037':5 '28548':6 '4':10 '44':4 '6137':9	44	0	0	1059	8730	4
8730	1999	27984	0	1301	27451	-17	0	0	16	6137	2019-07-01	25190	13080	17520	0	'-01':3 '-07':2 '-17':17 '0':12,15,18,19,20,21 '1004':16 '1301':8 '13080':11 '16':13 '1999':14 '2':10 '2019':1 '25190':7 '27451':5 '27984':6 '45':4 '6137':9	45	0	0	1004	8731	2
8731	1999	26847	0	1261	26330	12	0	0	17	6137	2019-07-01	24036	13080	17520	0	'-01':3 '-07':2 '0':12,15,18,19,20,21 '1001':16 '12':17 '1261':8 '13080':11 '17':13 '1999':14 '2':10 '2019':1 '24036':7 '26330':5 '26847':6 '46':4 '6137':9	46	0	0	1001	8732	2
8732	1808	25100	0	1246	24584	84	0	0	16	6137	2019-07-01	22439	13080	17520	0	'-01':3 '-07':2 '0':12,15,18,19,20,21 '1':10 '1246':8 '13080':11 '16':13 '1808':14 '2019':1 '22439':7 '24584':5 '25100':6 '47':4 '6137':9 '84':17 '908':16	47	0	0	908	8733	1
8733	1802	23539	0	1230	23026	236	0	0	13	6137	2019-07-01	20949	13080	17520	0	'-01':3 '-07':2 '0':12,15,18,19,20,21 '1230':8 '13':13 '13080':11 '1802':14 '2':10 '2019':1 '20949':7 '23026':5 '23539':6 '236':17 '48':4 '6137':9 '904':16	48	0	0	904	8734	2
8734	1609	22594	0	1174	22083	288	0	0	11	6137	2019-07-02	20090	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,19,20,21 '1':4 '11':13 '1174':8 '13080':11 '1609':14 '20090':7 '2019':1 '22083':5 '22594':6 '288':17 '6137':9 '7':18 '807':16	1	7	0	807	8735	0
8735	1604	22095	0	1118	21516	288	0	0	79	6137	2019-07-02	19577	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,19,20,21 '1118':8 '13080':11 '1604':14 '19577':7 '2':4 '2019':1 '21516':5 '22095':6 '288':17 '6137':9 '7':18 '79':13 '802':16	2	7	0	802	8736	0
8736	1604	21819	0	1116	21033	288	0	0	286	6137	2019-07-02	19171	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1116':8 '13080':11 '1604':14 '19171':7 '2019':1 '21033':5 '21819':6 '286':13 '288':17 '3':4 '6137':9 '802':16	3	0	0	802	8737	0
8737	1604	21516	0	1114	20728	288	0	0	288	6137	2019-07-02	18917	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1114':8 '13080':11 '1604':14 '18917':7 '2019':1 '20728':5 '21516':6 '288':13,17 '4':4 '6137':9 '802':16	4	0	0	802	8738	0
8738	1604	21193	0	1103	20408	288	0	0	285	6137	2019-07-02	18610	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1103':8 '13080':11 '1604':14 '18610':7 '2019':1 '20408':5 '21193':6 '285':13 '288':17 '5':4 '6137':9 '801':16	5	0	0	801	8739	0
8739	1604	21296	0	1092	20071	264	0	0	725	6137	2019-07-02	18291	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1092':8 '13080':11 '1604':14 '18291':7 '20071':5 '2019':1 '21296':6 '264':17 '6':4 '6137':9 '725':13 '802':16	6	0	0	802	8740	0
8740	1604	21150	0	1074	19824	250	0	0	826	6137	2019-07-02	18078	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1074':8 '13080':11 '1604':14 '18078':7 '19824':5 '2019':1 '21150':6 '250':17 '6137':9 '7':4 '802':16 '826':13	7	0	0	802	8741	0
8741	1604	21083	0	1055	19764	246	0	0	819	6137	2019-07-02	17967	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1055':8 '13080':11 '1604':14 '17967':7 '19764':5 '2019':1 '21083':6 '246':17 '6137':9 '8':4 '802':16 '819':13	8	0	0	802	8742	0
8742	1604	21191	0	1046	19723	228	0	0	968	6137	2019-07-02	17950	13080	17520	0	'-02':3 '-07':2 '0':10,12,15,18,19,20,21 '1046':8 '13080':11 '1604':14 '17950':7 '19723':5 '2019':1 '21191':6 '228':17 '6137':9 '802':16 '9':4 '968':13	9	0	0	802	8743	0
8743	1603	21008	0	1037	19518	221	0	0	990	6137	2019-07-02	17767	13080	17520	0	'-02':3 '-07':2 '0':12,15,18,19,20,21 '1':10 '10':4 '1037':8 '13080':11 '1603':14 '17767':7 '19518':5 '2019':1 '21008':6 '221':17 '6137':9 '802':16 '990':13	10	0	0	802	8744	1
8744	1604	20856	0	1046	20069	178	0	0	287	6137	2019-07-02	18261	13080	17520	0	'-02':3 '-07':2 '0':12,15,18,19,20,21 '1046':8 '11':4 '13080':11 '1604':14 '178':17 '18261':7 '20069':5 '2019':1 '20856':6 '287':13 '6137':9 '66':10 '801':16	11	0	0	801	8745	66
8745	1600	21861	0	1056	21047	188	0	0	314	6137	2019-07-02	19153	13080	17520	0	'-02':3 '-07':2 '0':12,15,18,19,20,21 '1056':8 '12':4 '13080':11 '1600':14 '188':17 '19153':7 '2019':1 '21047':5 '21861':6 '314':13 '352':10 '6137':9 '801':16	12	0	0	801	8746	352
8746	1892	23998	0	1098	23396	220	0	0	102	6137	2019-07-02	21329	13080	17520	0	'-02':3 '-07':2 '0':12,15,18,19,20,21 '102':13 '1098':8 '13':4 '13080':11 '1892':14 '2019':1 '21329':7 '220':17 '23396':5 '23998':6 '6137':9 '782':10 '944':16	13	0	0	944	8747	782
8747	1898	26076	0	1140	25562	98	0	0	14	6137	2019-07-02	23315	13080	17520	0	'-02':3 '-07':2 '0':12,15,18,19,20,21 '1140':8 '1220':10 '13080':11 '14':4,13 '1898':14 '2019':1 '23315':7 '25562':5 '26076':6 '6137':9 '952':16 '98':17	14	0	0	952	8748	1220
8748	1998	28509	0	1197	27848	-83	0	0	13	6137	2019-07-02	25411	13080	17520	0	'-02':3 '-07':2 '-65':18 '-83':17 '0':12,15,19,20,21 '1197':8 '13':13 '13080':11 '15':4 '1850':10 '1998':14 '2019':1 '25411':7 '27848':5 '28509':6 '6137':9 '998':16	15	-65	0	998	8749	1850
8749	2000	29536	0	1254	28569	-239	0	0	10	6137	2019-07-02	26040	13080	17520	0	'-02':3 '-07':2 '-218':18 '-239':17 '0':12,15,19,20,21 '10':13 '1000':16 '1254':8 '13080':11 '16':4 '2000':14 '2019':1 '26040':7 '2630':10 '28569':5 '29536':6 '6137':9	16	-218	0	1000	8750	2630
8750	2000	30245	0	1308	28976	-391	0	0	8	6137	2019-07-02	26392	13080	17520	0	'-02':3 '-07':2 '-370':18 '-391':17 '0':12,15,19,20,21 '1057':16 '1308':8 '13080':11 '17':4 '2000':14 '2019':1 '26392':7 '28976':5 '30245':6 '3420':10 '6137':9 '8':13	17	-370	0	1057	8751	3420
8751	2000	30165	0	1361	28693	-454	0	0	9	6137	2019-07-02	26077	13080	17520	0	'-02':3 '-07':2 '-454':17 '-509':18 '0':12,15,19,20,21 '1059':16 '13080':11 '1361':8 '18':4 '2000':14 '2019':1 '26077':7 '28693':5 '30165':6 '4050':10 '6137':9 '9':13	18	-509	0	1059	8752	4050
8752	2000	30026	0	1404	28531	-454	0	0	6	6137	2019-07-02	25875	13080	17520	0	'-02':3 '-07':2 '-454':17 '-535':18 '0':12,15,19,20,21 '1059':16 '13080':11 '1404':8 '19':4 '2000':14 '2019':1 '25875':7 '28531':5 '30026':6 '4810':10 '6':13 '6137':9	19	-535	0	1059	8753	4810
8753	2001	29641	0	1446	28145	-454	0	0	6	6137	2019-07-02	25486	13080	17520	0	'-02':3 '-07':2 '-454':17 '-536':18 '0':12,15,19,20,21 '1060':16 '13080':11 '1446':8 '20':4 '2001':14 '2019':1 '25486':7 '28145':5 '29641':6 '5500':10 '6':13 '6137':9	20	-536	0	1060	8754	5500
8754	2000	29607	0	1448	28110	-454	0	0	8	6137	2019-07-02	25522	13080	17520	0	'-02':3 '-07':2 '-454':17 '-535':18 '0':12,15,19,20,21 '1058':16 '13080':11 '1448':8 '2000':14 '2019':1 '21':4 '25522':7 '28110':5 '29607':6 '5890':10 '6137':9 '8':13	21	-535	0	1058	8755	5890
8755	2000	29863	0	1450	28118	-454	0	0	255	6137	2019-07-02	25580	13080	17520	0	'-02':3 '-07':2 '-454':17 '-536':18 '0':12,15,19,20,21 '1058':16 '13080':11 '1450':8 '2000':14 '2019':1 '22':4 '255':13 '25580':7 '28118':5 '29863':6 '5970':10 '6137':9	22	-536	0	1058	8756	5970
8756	2000	29770	0	1458	28261	-454	0	0	20	6137	2019-07-02	25727	13080	17520	0	'-02':3 '-07':2 '-454':17 '-535':18 '0':12,15,19,20,21 '1004':16 '13080':11 '1458':8 '20':13 '2000':14 '2019':1 '23':4 '25727':7 '28261':5 '29770':6 '5850':10 '6137':9	23	-535	0	1004	8757	5850
8757	2000	29577	0	1466	28081	-454	0	0	6	6137	2019-07-02	25576	13080	17520	0	'-02':3 '-07':2 '-454':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1466':8 '2000':14 '2019':1 '24':4 '25576':7 '28081':5 '29577':6 '6':13 '6040':10 '6137':9	24	-536	0	1001	8758	6040
8758	2000	29657	0	1488	28159	-456	0	0	6	6137	2019-07-02	25681	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '1000':16 '13080':11 '1488':8 '2000':14 '2019':1 '25':4 '25681':7 '28159':5 '29657':6 '6':13 '6010':10 '6137':9	25	-536	0	1000	8759	6010
8759	2000	29570	0	1511	28072	-456	0	0	6	6137	2019-07-02	25624	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1511':8 '2000':14 '2019':1 '25624':7 '26':4 '28072':5 '29570':6 '5950':10 '6':13 '6137':9	26	-536	0	1001	8760	5950
8760	2000	29422	0	1536	27925	-456	0	0	6	6137	2019-07-02	25537	13080	17520	0	'-02':3 '-07':2 '-456':17 '-535':18 '0':12,15,19,20,21 '13080':11 '1536':8 '2000':14 '2019':1 '25537':7 '27':4 '27925':5 '29422':6 '5980':10 '6':13 '6137':9 '867':16	27	-535	0	867	8761	5980
8761	2000	29147	0	1562	27650	-456	0	0	6	6137	2019-07-02	25256	13080	17520	0	'-02':3 '-07':2 '-456':17 '-535':18 '0':12,15,19,20,21 '13080':11 '1562':8 '2000':14 '2019':1 '25256':7 '27650':5 '28':4 '29147':6 '5870':10 '6':13 '6137':9 '860':16	28	-535	0	860	8762	5870
8762	2000	29323	0	1626	27825	-456	0	0	6	6137	2019-07-02	25496	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '13080':11 '1626':8 '2000':14 '2019':1 '25496':7 '27825':5 '29':4 '29323':6 '5810':10 '6':13 '6137':9 '996':16	29	-536	0	996	8763	5810
8763	2000	29374	0	1690	27877	-456	0	0	6	6137	2019-07-02	25585	13080	17520	0	'-02':3 '-07':2 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1690':8 '2000':14 '2019':1 '25585':7 '27877':5 '29374':6 '30':4 '5680':10 '6':13 '6137':9	30	-535	0	1001	8764	5680
8764	2000	29284	0	1694	27786	-456	0	0	6	6137	2019-07-02	25494	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1694':8 '2000':14 '2019':1 '25494':7 '27786':5 '29284':6 '31':4 '5320':10 '6':13 '6137':9	31	-536	0	1001	8765	5320
8765	2000	29747	0	1697	28249	-456	0	0	6	6137	2019-07-02	25948	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1697':8 '2000':14 '2019':1 '25948':7 '28249':5 '29747':6 '32':4 '5400':10 '6':13 '6137':9	32	-536	0	1001	8766	5400
8766	2000	30431	0	1710	28934	-456	0	0	6	6137	2019-07-02	26597	13080	17520	0	'-02':3 '-07':2 '-456':17 '-535':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1710':8 '2000':14 '2019':1 '26597':7 '28934':5 '30431':6 '33':4 '4670':10 '6':13 '6137':9	33	-535	0	1001	8767	4670
8767	2000	31249	0	1724	29751	-456	0	0	6	6137	2019-07-02	27358	13080	17520	0	'-02':3 '-07':2 '-456':17 '-536':18 '0':12,15,19,20,21 '1001':16 '13080':11 '1724':8 '2000':14 '2019':1 '27358':7 '29751':5 '31249':6 '34':4 '4270':10 '6':13 '6137':9	34	-536	0	1001	8768	4270
8768	2000	32006	0	1674	30507	-456	0	0	8	6137	2019-07-02	28012	13080	17520	0	'-02':3 '-07':2 '-456':17 '-535':18 '0':12,15,19,20,21 '1000':16 '13080':11 '1674':8 '2000':14 '2019':1 '28012':7 '30507':5 '32006':6 '35':4 '3750':10 '6137':9 '8':13	35	-535	0	1000	8769	3750
