,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
5758,955,-222,0,13080,0,6122,302,21677,0,1442,-414,24174,879,0,0,462,2019-05-01,1,25772,17520,"'-01':3 '-05':2 '-222':18 '-414':17 '0':10,12,15,20,21 '1':4 '13080':11 '1442':14 '2019':1 '21677':7 '24174':5 '25772':6 '302':8 '462':13 '6122':9 '879':19 '955':16",5759
5759,952,-241,0,13080,0,6122,289,21089,0,1439,-414,23540,879,0,0,579,2019-05-01,2,25274,17520,"'-01':3 '-05':2 '-241':18 '-414':17 '0':10,12,15,20,21 '13080':11 '1439':14 '2':4 '2019':1 '21089':7 '23540':5 '25274':6 '289':8 '579':13 '6122':9 '879':19 '952':16",5760
5760,952,-90,0,13080,0,6122,280,20956,0,1439,-414,23347,847,0,0,668,2019-05-01,3,25019,17520,"'-01':3 '-05':2 '-414':17 '-90':18 '0':10,12,15,20,21 '13080':11 '1439':14 '2019':1 '20956':7 '23347':5 '25019':6 '280':8 '3':4 '6122':9 '668':13 '847':19 '952':16",5761
5761,951,-39,0,13080,0,6122,272,21311,0,1440,-414,23645,845,0,0,660,2019-05-01,4,25258,17520,"'-01':3 '-05':2 '-39':18 '-414':17 '0':10,12,15,20,21 '13080':11 '1440':14 '2019':1 '21311':7 '23645':5 '25258':6 '272':8 '4':4 '6122':9 '660':13 '845':19 '951':16",5762
5762,951,0,0,13080,0,6122,266,21025,0,1439,-378,23303,845,0,0,838,2019-05-01,5,25019,17520,"'-01':3 '-05':2 '-378':17 '0':10,12,15,18,20,21 '13080':11 '1439':14 '2019':1 '21025':7 '23303':5 '25019':6 '266':8 '5':4 '6122':9 '838':13 '845':19 '951':16",5763
5763,951,0,0,13080,1,6122,259,20739,0,1440,-394,23016,845,0,0,847,2019-05-01,6,24757,17520,"'-01':3 '-05':2 '-394':17 '0':12,15,18,20,21 '1':10 '13080':11 '1440':14 '2019':1 '20739':7 '23016':5 '24757':6 '259':8 '6':4 '6122':9 '845':19 '847':13 '951':16",5764
5764,951,0,0,13080,0,6122,252,20528,0,1439,-414,22815,845,0,0,774,2019-05-01,7,24503,17520,"'-01':3 '-05':2 '-414':17 '0':10,12,15,18,20,21 '13080':11 '1439':14 '2019':1 '20528':7 '22815':5 '24503':6 '252':8 '6122':9 '7':4 '774':13 '845':19 '951':16",5765
5765,950,0,0,13080,0,6122,246,20441,0,1439,-414,22751,845,0,0,842,2019-05-01,8,24507,17520,"'-01':3 '-05':2 '-414':17 '0':10,12,15,18,20,21 '13080':11 '1439':14 '2019':1 '20441':7 '22751':5 '24507':6 '246':8 '6122':9 '8':4 '842':13 '845':19 '950':16",5766
5766,951,0,0,13080,1,6122,242,20452,0,1439,-414,22773,845,0,0,842,2019-05-01,9,24529,17520,"'-01':3 '-05':2 '-414':17 '0':12,15,18,20,21 '1':10 '13080':11 '1439':14 '2019':1 '20452':7 '22773':5 '242':8 '24529':6 '6122':9 '842':13 '845':19 '9':4 '951':16",5767
5767,951,0,0,13080,0,6122,238,20558,0,1439,-404,22935,845,0,0,835,2019-05-01,10,24674,17520,"'-01':3 '-05':2 '-404':17 '0':10,12,15,18,20,21 '10':4 '13080':11 '1439':14 '2019':1 '20558':7 '22935':5 '238':8 '24674':6 '6122':9 '835':13 '845':19 '951':16",5768
5768,951,0,0,13080,1,6122,230,21223,0,1439,-289,23615,845,0,0,593,2019-05-01,11,24997,17520,"'-01':3 '-05':2 '-289':17 '0':12,15,18,20,21 '1':10 '11':4 '13080':11 '1439':14 '2019':1 '21223':7 '230':8 '23615':5 '24997':6 '593':13 '6122':9 '845':19 '951':16",5769
5769,950,0,0,13080,20,6122,221,21956,0,1438,-238,24380,845,0,0,648,2019-05-01,12,25766,17520,"'-01':3 '-05':2 '-238':17 '0':12,15,18,20,21 '12':4 '13080':11 '1438':14 '20':10 '2019':1 '21956':7 '221':8 '24380':5 '25766':6 '6122':9 '648':13 '845':19 '950':16",5770
5770,996,0,0,13080,169,6122,215,24254,0,1486,-92,26909,925,0,0,25,2019-05-01,13,27526,17520,"'-01':3 '-05':2 '-92':17 '0':12,15,18,20,21 '13':4 '13080':11 '1486':14 '169':10 '2019':1 '215':8 '24254':7 '25':13 '26909':5 '27526':6 '6122':9 '925':19 '996':16",5771
5771,999,-42,0,13080,465,6122,209,26663,0,1489,-60,29556,931,0,0,10,2019-05-01,14,30168,17520,"'-01':3 '-05':2 '-42':18 '-60':17 '0':12,15,20,21 '10':13 '13080':11 '14':4 '1489':14 '2019':1 '209':8 '26663':7 '29556':5 '30168':6 '465':10 '6122':9 '931':19 '999':16",5772
5772,1000,-189,0,13080,869,6122,200,29004,0,1489,-209,32182,995,0,0,16,2019-05-01,15,33096,17520,"'-01':3 '-05':2 '-189':18 '-209':17 '0':12,15,20,21 '1000':16 '13080':11 '1489':14 '15':4 '16':13 '200':8 '2019':1 '29004':7 '32182':5 '33096':6 '6122':9 '869':10 '995':19",5773
5773,1000,-261,0,13080,1350,6122,192,30077,0,1489,-257,33398,999,0,0,10,2019-05-01,16,34426,17520,"'-01':3 '-05':2 '-257':17 '-261':18 '0':12,15,20,21 '10':13 '1000':16 '13080':11 '1350':10 '1489':14 '16':4 '192':8 '2019':1 '30077':7 '33398':5 '34426':6 '6122':9 '999':19",5774
