,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
2832,976,-4,0,13080,0,6192,714,23990,0,1947,-238,26971,938,0,0,205,2019-03-01,1,28018,17520,"'-01':3 '-03':2 '-238':17 '-4':18 '0':10,12,15,20,21 '1':4 '13080':11 '1947':14 '2019':1 '205':13 '23990':7 '26971':5 '28018':6 '6192':9 '714':8 '938':19 '976':16",2833
2833,974,0,0,13080,0,6192,716,24350,0,1944,-161,27238,938,0,0,297,2019-03-01,2,28296,17520,"'-01':3 '-03':2 '-161':17 '0':10,12,15,18,20,21 '13080':11 '1944':14 '2':4 '2019':1 '24350':7 '27238':5 '28296':6 '297':13 '6192':9 '716':8 '938':19 '974':16",2834
2834,976,0,0,13080,0,6192,686,23936,0,1945,-38,26781,876,0,0,788,2019-03-01,3,28207,17520,"'-01':3 '-03':2 '-38':17 '0':10,12,15,18,20,21 '13080':11 '1945':14 '2019':1 '23936':7 '26781':5 '28207':6 '3':4 '6192':9 '686':8 '788':13 '876':19 '976':16",2835
2835,974,0,0,13080,0,6192,656,23435,0,1945,-20,26224,874,0,0,931,2019-03-01,4,27775,17520,"'-01':3 '-03':2 '-20':17 '0':10,12,15,18,20,21 '13080':11 '1945':14 '2019':1 '23435':7 '26224':5 '27775':6 '4':4 '6192':9 '656':8 '874':19 '931':13 '974':16",2836
2836,977,0,0,13080,0,6192,644,22865,0,1945,12,25595,874,0,0,1291,2019-03-01,5,27486,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '12':17 '1291':13 '13080':11 '1945':14 '2019':1 '22865':7 '25595':5 '27486':6 '5':4 '6192':9 '644':8 '874':19 '977':16",2837
2837,976,0,0,13080,0,6192,631,22567,0,1945,14,25305,874,0,0,1375,2019-03-01,6,27280,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '13080':11 '1375':13 '14':17 '1945':14 '2019':1 '22567':7 '25305':5 '27280':6 '6':4 '6192':9 '631':8 '874':19 '976':16",2838
2838,974,0,0,13080,0,6192,588,22116,0,1945,14,24870,867,0,0,1563,2019-03-01,7,27033,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '13080':11 '14':17 '1563':13 '1945':14 '2019':1 '22116':7 '24870':5 '27033':6 '588':8 '6192':9 '7':4 '867':19 '974':16",2839
2839,976,0,0,13080,0,6192,546,21933,0,1945,14,24662,867,0,0,1532,2019-03-01,8,26794,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '13080':11 '14':17 '1532':13 '1945':14 '2019':1 '21933':7 '24662':5 '26794':6 '546':8 '6192':9 '8':4 '867':19 '976':16",2840
2840,974,0,0,13080,0,6192,524,21825,0,1945,28,24489,873,0,0,1460,2019-03-01,9,26549,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '13080':11 '1460':13 '1945':14 '2019':1 '21825':7 '24489':5 '26549':6 '28':17 '524':8 '6192':9 '873':19 '9':4 '974':16",2841
2841,975,0,0,13080,0,6192,503,22109,0,1946,28,24765,874,0,0,1397,2019-03-01,10,26762,17520,"'-01':3 '-03':2 '0':10,12,15,18,20,21 '10':4 '13080':11 '1397':13 '1946':14 '2019':1 '22109':7 '24765':5 '26762':6 '28':17 '503':8 '6192':9 '874':19 '975':16",2842
2842,973,66,0,13080,0,6192,477,22977,0,1896,139,25708,874,0,0,1365,2019-03-01,11,27673,17520,"'-01':3 '-03':2 '0':10,12,15,20,21 '11':4 '13080':11 '1365':13 '139':17 '1896':14 '2019':1 '22977':7 '25708':5 '27673':6 '477':8 '6192':9 '66':18 '874':19 '973':16",2843
2843,973,179,0,13080,0,6192,451,24171,0,1893,159,27024,874,0,0,1048,2019-03-01,12,28672,17520,"'-01':3 '-03':2 '0':10,12,15,20,21 '1048':13 '12':4 '13080':11 '159':17 '179':18 '1893':14 '2019':1 '24171':7 '27024':5 '28672':6 '451':8 '6192':9 '874':19 '973':16",2844
2844,999,212,0,13080,0,6192,430,27134,0,1943,159,30253,874,0,0,119,2019-03-01,13,30972,17520,"'-01':3 '-03':2 '0':10,12,15,20,21 '119':13 '13':4 '13080':11 '159':17 '1943':14 '2019':1 '212':18 '27134':7 '30253':5 '30972':6 '430':8 '6192':9 '874':19 '999':16",2845
2845,999,217,0,13080,0,6192,408,29713,0,1945,97,33060,874,0,0,11,2019-03-01,14,33671,17520,"'-01':3 '-03':2 '0':10,12,15,20,21 '11':13 '13080':11 '14':4 '1945':14 '2019':1 '217':18 '29713':7 '33060':5 '33671':6 '408':8 '6192':9 '874':19 '97':17 '999':16",2846
2846,1000,66,0,13080,20,6192,386,32610,0,1994,-16,36246,995,0,0,9,2019-03-01,15,36871,17520,"'-01':3 '-03':2 '-16':17 '0':12,15,20,21 '1000':16 '13080':11 '15':4 '1994':14 '20':10 '2019':1 '32610':7 '36246':5 '36871':6 '386':8 '6192':9 '66':18 '9':13 '995':19",2847
2847,999,0,0,13080,168,6192,363,34003,0,1996,-60,37753,999,0,0,9,2019-03-01,16,38422,17520,"'-01':3 '-03':2 '-60':17 '0':12,15,18,20,21 '13080':11 '16':4 '168':10 '1996':14 '2019':1 '34003':7 '363':8 '37753':5 '38422':6 '6192':9 '9':13 '999':16,19",2848
2848,1055,0,0,13080,350,6192,358,34649,0,1996,-204,38487,999,0,0,8,2019-03-01,17,39299,17520,"'-01':3 '-03':2 '-204':17 '0':12,15,18,20,21 '1055':16 '13080':11 '17':4 '1996':14 '2019':1 '34649':7 '350':10 '358':8 '38487':5 '39299':6 '6192':9 '8':13 '999':19",2849
2849,1057,0,0,13080,613,6192,354,34395,0,1996,-319,38227,999,0,0,10,2019-03-01,18,39156,17520,"'-01':3 '-03':2 '-319':17 '0':12,15,18,20,21 '10':13 '1057':16 '13080':11 '18':4 '1996':14 '2019':1 '34395':7 '354':8 '38227':5 '39156':6 '613':10 '6192':9 '999':19",2850
2850,1058,0,0,13080,948,6192,372,34933,0,1996,-411,38831,999,0,0,11,2019-03-01,19,39853,17520,"'-01':3 '-03':2 '-411':17 '0':12,15,18,20,21 '1058':16 '11':13 '13080':11 '19':4 '1996':14 '2019':1 '34933':7 '372':8 '38831':5 '39853':6 '6192':9 '948':10 '999':19",2851
2851,1059,-26,0,13080,1220,6192,391,35008,0,1996,-454,38914,1000,0,0,11,2019-03-01,20,40005,17520,"'-01':3 '-03':2 '-26':18 '-454':17 '0':12,15,20,21 '1000':19 '1059':16 '11':13 '1220':10 '13080':11 '1996':14 '20':4 '2019':1 '35008':7 '38914':5 '391':8 '40005':6 '6192':9",2852
2852,1059,-23,0,13080,1420,6192,416,34815,0,1996,-454,38700,999,0,0,11,2019-03-01,21,39788,17520,"'-01':3 '-03':2 '-23':18 '-454':17 '0':12,15,20,21 '1059':16 '11':13 '13080':11 '1420':10 '1996':14 '2019':1 '21':4 '34815':7 '38700':5 '39788':6 '416':8 '6192':9 '999':19",2853
