,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
16032,1000,0,0,13080,0,6439,952,25149,0,1997,-119,28308,1000,0,0,45,2019-12-01,1,29071,17520,"'-01':3 '-119':17 '-12':2 '0':10,12,15,18,20,21 '1':4 '1000':16,19 '13080':11 '1997':14 '2019':1 '25149':7 '28308':5 '29071':6 '45':13 '6439':9 '952':8",16033
16033,1000,0,0,13080,0,6439,954,25248,0,1998,-101,28283,1000,0,0,36,2019-12-01,2,29019,17520,"'-01':3 '-101':17 '-12':2 '0':10,12,15,18,20,21 '1000':16,19 '13080':11 '1998':14 '2':4 '2019':1 '25248':7 '28283':5 '29019':6 '36':13 '6439':9 '954':8",16034
16034,1000,0,0,13080,0,6439,950,25010,0,1998,-94,27962,1000,0,0,12,2019-12-01,3,28667,17520,"'-01':3 '-12':2 '-94':17 '0':10,12,15,18,20,21 '1000':16,19 '12':13 '13080':11 '1998':14 '2019':1 '25010':7 '27962':5 '28667':6 '3':4 '6439':9 '950':8",16035
16035,1000,0,0,13080,0,6439,947,24290,0,1997,-107,27160,1000,0,0,12,2019-12-01,4,27878,17520,"'-01':3 '-107':17 '-12':2 '0':10,12,15,18,20,21 '1000':16,19 '12':13 '13080':11 '1997':14 '2019':1 '24290':7 '27160':5 '27878':6 '4':4 '6439':9 '947':8",16036
16036,975,0,0,13080,0,6439,951,23820,0,1951,-239,26617,976,0,0,345,2019-12-01,5,27800,17520,"'-01':3 '-12':2 '-239':17 '0':10,12,15,18,20,21 '13080':11 '1951':14 '2019':1 '23820':7 '26617':5 '27800':6 '345':13 '5':4 '6439':9 '951':8 '975':16 '976':19",16037
16037,975,0,0,13080,0,6439,955,23409,0,1949,-200,26151,975,0,0,671,2019-12-01,6,27621,17520,"'-01':3 '-12':2 '-200':17 '0':10,12,15,18,20,21 '13080':11 '1949':14 '2019':1 '23409':7 '26151':5 '27621':6 '6':4 '6439':9 '671':13 '955':8 '975':16,19",16038
16038,975,0,0,13080,0,6439,976,22951,0,1949,-308,25775,975,0,0,861,2019-12-01,7,27544,17520,"'-01':3 '-12':2 '-308':17 '0':10,12,15,18,20,21 '13080':11 '1949':14 '2019':1 '22951':7 '25775':5 '27544':6 '6439':9 '7':4 '861':13 '975':16,19 '976':8",16039
16039,974,0,0,13080,0,6439,996,22522,0,1950,-298,25364,975,0,0,1089,2019-12-01,8,27351,17520,"'-01':3 '-12':2 '-298':17 '0':10,12,15,18,20,21 '1089':13 '13080':11 '1950':14 '2019':1 '22522':7 '25364':5 '27351':6 '6439':9 '8':4 '974':16 '975':19 '996':8",16040
16040,952,0,0,13080,0,6439,1034,22102,0,1900,-304,24866,952,0,0,1127,2019-12-01,9,26897,17520,"'-01':3 '-12':2 '-304':17 '0':10,12,15,18,20,21 '1034':8 '1127':13 '13080':11 '1900':14 '2019':1 '22102':7 '24866':5 '26897':6 '6439':9 '9':4 '952':16,19",16041
16041,951,0,0,13080,0,6439,1072,22019,0,1898,-293,24733,951,0,0,1133,2019-12-01,10,26759,17520,"'-01':3 '-12':2 '-293':17 '0':10,12,15,18,20,21 '10':4 '1072':8 '1133':13 '13080':11 '1898':14 '2019':1 '22019':7 '24733':5 '26759':6 '6439':9 '951':16,19",16042
