,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
11684,625,0,0,13080,6500,6182,2149,19263,0,1271,-261,21234,668,0,0,17,2019-09-01,23,22012,17520,"'-01':3 '-09':2 '-261':17 '0':12,15,18,20,21 '1271':14 '13080':11 '17':13 '19263':7 '2019':1 '21234':5 '2149':8 '22012':6 '23':4 '6182':9 '625':16 '6500':10 '668':19",11685
11685,614,0,0,13080,6360,6182,2203,19467,0,1270,-325,21490,668,0,0,19,2019-09-01,24,22334,17520,"'-01':3 '-09':2 '-325':17 '0':12,15,18,20,21 '1270':14 '13080':11 '19':13 '19467':7 '2019':1 '21490':5 '2203':8 '22334':6 '24':4 '614':16 '6182':9 '6360':10 '668':19",11686
11686,389,0,0,13080,6710,6182,2244,19519,0,741,-372,21542,668,0,0,18,2019-09-01,25,22432,17520,"'-01':3 '-09':2 '-372':17 '0':12,15,18,20,21 '13080':11 '18':13 '19519':7 '2019':1 '21542':5 '22432':6 '2244':8 '25':4 '389':16 '6182':9 '668':19 '6710':10 '741':14",11687
11687,371,0,0,13080,6760,6182,2286,19460,0,758,-394,21468,668,0,0,20,2019-09-01,26,22382,17520,"'-01':3 '-09':2 '-394':17 '0':12,15,18,20,21 '13080':11 '19460':7 '20':13 '2019':1 '21468':5 '22382':6 '2286':8 '26':4 '371':16 '6182':9 '668':19 '6760':10 '758':14",11688
11688,371,-43,0,13080,6280,6182,2340,19217,0,-718,-454,21219,668,0,0,15,2019-09-01,27,22949,17520,"'-01':3 '-09':2 '-43':18 '-454':17 '-718':14 '0':12,15,20,21 '13080':11 '15':13 '19217':7 '2019':1 '21219':5 '22949':6 '2340':8 '27':4 '371':16 '6182':9 '6280':10 '668':19",11689
11689,371,-125,0,13080,6640,6182,2395,19041,0,-790,-455,20995,668,0,0,13,2019-09-01,28,22878,17520,"'-01':3 '-09':2 '-125':18 '-455':17 '-790':14 '0':12,15,20,21 '13':13 '13080':11 '19041':7 '2019':1 '20995':5 '22878':6 '2395':8 '28':4 '371':16 '6182':9 '6640':10 '668':19",11690
11690,355,-276,0,13080,6350,6182,2386,18797,0,-784,-455,20760,668,0,0,10,2019-09-01,29,22785,17520,"'-01':3 '-09':2 '-276':18 '-455':17 '-784':14 '0':12,15,20,21 '10':13 '13080':11 '18797':7 '2019':1 '20760':5 '22785':6 '2386':8 '29':4 '355':16 '6182':9 '6350':10 '668':19",11691
11691,354,-334,0,13080,6080,6182,2377,18557,0,-798,-455,20484,668,0,0,10,2019-09-01,30,22581,17520,"'-01':3 '-09':2 '-334':18 '-455':17 '-798':14 '0':12,15,20,21 '10':13 '13080':11 '18557':7 '2019':1 '20484':5 '22581':6 '2377':8 '30':4 '354':16 '6080':10 '6182':9 '668':19",11692
11692,585,-431,0,13080,5850,6182,2400,18759,0,-209,-456,20723,472,0,0,10,2019-09-01,31,22329,17520,"'-01':3 '-09':2 '-209':14 '-431':18 '-456':17 '0':12,15,20,21 '10':13 '13080':11 '18759':7 '2019':1 '20723':5 '22329':6 '2400':8 '31':4 '472':19 '585':16 '5850':10 '6182':9",11693
11693,603,-328,0,13080,5410,6182,2424,18999,0,-216,-456,21001,457,0,0,15,2019-09-01,32,22516,17520,"'-01':3 '-09':2 '-216':14 '-328':18 '-456':17 '0':12,15,20,21 '13080':11 '15':13 '18999':7 '2019':1 '21001':5 '22516':6 '2424':8 '32':4 '457':19 '5410':10 '603':16 '6182':9",11694
11694,191,-177,0,13080,4560,6182,2317,19894,0,1023,-456,22006,654,0,0,14,2019-09-01,33,23153,17520,"'-01':3 '-09':2 '-177':18 '-456':17 '0':12,15,20,21 '1023':14 '13080':11 '14':13 '191':16 '19894':7 '2019':1 '22006':5 '23153':6 '2317':8 '33':4 '4560':10 '6182':9 '654':19",11695
11695,160,-75,0,13080,3800,6182,2210,20750,0,1068,-444,23020,668,0,0,14,2019-09-01,34,24053,17520,"'-01':3 '-09':2 '-444':17 '-75':18 '0':12,15,20,21 '1068':14 '13080':11 '14':13 '160':16 '2019':1 '20750':7 '2210':8 '23020':5 '24053':6 '34':4 '3800':10 '6182':9 '668':19",11696
11696,820,-92,0,13080,3330,6182,2032,21818,0,1747,-442,24202,733,0,0,15,2019-09-01,35,25251,17520,"'-01':3 '-09':2 '-442':17 '-92':18 '0':12,15,20,21 '13080':11 '15':13 '1747':14 '2019':1 '2032':8 '21818':7 '24202':5 '25251':6 '3330':10 '35':4 '6182':9 '733':19 '820':16",11697
11697,884,-139,0,13080,2450,6182,1854,22856,0,1782,-344,25318,738,0,0,14,2019-09-01,36,26315,17520,"'-01':3 '-09':2 '-139':18 '-344':17 '0':12,15,20,21 '13080':11 '14':13 '1782':14 '1854':8 '2019':1 '22856':7 '2450':10 '25318':5 '26315':6 '36':4 '6182':9 '738':19 '884':16",11698
11698,893,-20,0,13080,1690,6182,1590,23538,0,1800,-429,26082,794,0,0,15,2019-09-01,37,27046,17520,"'-01':3 '-09':2 '-20':18 '-429':17 '0':12,15,20,21 '13080':11 '15':13 '1590':8 '1690':10 '1800':14 '2019':1 '23538':7 '26082':5 '27046':6 '37':4 '6182':9 '794':19 '893':16",11699
11699,894,-23,0,13080,912,6182,1327,24382,0,1802,-448,26964,798,0,0,14,2019-09-01,38,27949,17520,"'-01':3 '-09':2 '-23':18 '-448':17 '0':12,15,20,21 '13080':11 '1327':8 '14':13 '1802':14 '2019':1 '24382':7 '26964':5 '27949':6 '38':4 '6182':9 '798':19 '894':16 '912':10",11700
11700,885,0,0,13080,338,6182,1235,24647,0,1781,-335,27235,798,0,0,14,2019-09-01,39,28084,17520,"'-01':3 '-09':2 '-335':17 '0':12,15,18,20,21 '1235':8 '13080':11 '14':13 '1781':14 '2019':1 '24647':7 '27235':5 '28084':6 '338':10 '39':4 '6182':9 '798':19 '885':16",11701
11701,884,0,0,13080,29,6182,1143,24884,0,1780,-222,27477,798,0,0,16,2019-09-01,40,28215,17520,"'-01':3 '-09':2 '-222':17 '0':12,15,18,20,21 '1143':8 '13080':11 '16':13 '1780':14 '2019':1 '24884':7 '27477':5 '28215':6 '29':10 '40':4 '6182':9 '798':19 '884':16",11702
11702,885,0,0,13080,1,6182,1092,25261,0,1780,-317,27906,798,0,0,13,2019-09-01,41,28736,17520,"'-01':3 '-09':2 '-317':17 '0':12,15,18,20,21 '1':10 '1092':8 '13':13 '13080':11 '1780':14 '2019':1 '25261':7 '27906':5 '28736':6 '41':4 '6182':9 '798':19 '885':16",11703
11703,885,0,0,13080,0,6182,1041,25077,0,1782,-390,27731,799,0,0,12,2019-09-01,42,28633,17520,"'-01':3 '-09':2 '-390':17 '0':10,12,15,18,20,21 '1041':8 '12':13 '13080':11 '1782':14 '2019':1 '25077':7 '27731':5 '28633':6 '42':4 '6182':9 '799':19 '885':16",11704
11704,797,-61,0,13080,0,6182,1017,24489,0,1595,-311,27012,790,0,0,15,2019-09-01,43,27899,17520,"'-01':3 '-09':2 '-311':17 '-61':18 '0':10,12,15,20,21 '1017':8 '13080':11 '15':13 '1595':14 '2019':1 '24489':7 '27012':5 '27899':6 '43':4 '6182':9 '790':19 '797':16",11705
11705,789,-156,0,13080,0,6182,993,23714,0,1584,-391,26127,790,0,0,17,2019-09-01,44,27191,17520,"'-01':3 '-09':2 '-156':18 '-391':17 '0':10,12,15,20,21 '13080':11 '1584':14 '17':13 '2019':1 '23714':7 '26127':5 '27191':6 '44':4 '6182':9 '789':16 '790':19 '993':8",11706
11706,761,-55,0,13080,0,6182,972,22909,0,1509,-333,25201,727,0,0,16,2019-09-01,45,26105,17520,"'-01':3 '-09':2 '-333':17 '-55':18 '0':10,12,15,20,21 '13080':11 '1509':14 '16':13 '2019':1 '22909':7 '25201':5 '26105':6 '45':4 '6182':9 '727':19 '761':16 '972':8",11707
11707,759,-141,0,13080,0,6182,951,21528,0,1505,-426,23836,723,0,0,19,2019-09-01,46,24922,17520,"'-01':3 '-09':2 '-141':18 '-426':17 '0':10,12,15,20,21 '13080':11 '1505':14 '19':13 '2019':1 '21528':7 '23836':5 '24922':6 '46':4 '6182':9 '723':19 '759':16 '951':8",11708
11708,713,-138,0,13080,0,6182,949,20071,0,1412,-391,22173,672,0,0,19,2019-09-01,47,23221,17520,"'-01':3 '-09':2 '-138':18 '-391':17 '0':10,12,15,20,21 '13080':11 '1412':14 '19':13 '20071':7 '2019':1 '22173':5 '23221':6 '47':4 '6182':9 '672':19 '713':16 '949':8",11709
11709,709,-12,0,13080,0,6182,947,18999,0,1408,-260,20974,668,0,0,15,2019-09-01,48,21761,17520,"'-01':3 '-09':2 '-12':18 '-260':17 '0':10,12,15,20,21 '13080':11 '1408':14 '15':13 '18999':7 '2019':1 '20974':5 '21761':6 '48':4 '6182':9 '668':19 '709':16 '947':8",11710
11710,692,0,0,13080,0,6182,906,18115,0,1368,-345,20014,668,0,0,63,2019-09-02,1,20922,17520,"'-02':3 '-09':2 '-345':17 '0':10,12,15,18,20,21 '1':4 '13080':11 '1368':14 '18115':7 '20014':5 '2019':1 '20922':6 '6182':9 '63':13 '668':19 '692':16 '906':8",11711
11711,691,0,0,13080,0,6182,866,17506,0,1367,-447,19363,668,0,0,50,2019-09-02,2,20360,17520,"'-02':3 '-09':2 '-447':17 '0':10,12,15,18,20,21 '13080':11 '1367':14 '17506':7 '19363':5 '2':4 '2019':1 '20360':6 '50':13 '6182':9 '668':19 '691':16 '866':8",11712
11712,691,0,0,13080,0,6182,881,17284,0,1367,-353,19061,668,0,0,468,2019-09-02,3,20382,17520,"'-02':3 '-09':2 '-353':17 '0':10,12,15,18,20,21 '13080':11 '1367':14 '17284':7 '19061':5 '2019':1 '20382':6 '3':4 '468':13 '6182':9 '668':19 '691':16 '881':8",11713
11713,691,0,0,13080,0,6182,896,17197,0,1367,-292,18928,668,0,0,785,2019-09-02,4,20505,17520,"'-02':3 '-09':2 '-292':17 '0':10,12,15,18,20,21 '13080':11 '1367':14 '17197':7 '18928':5 '2019':1 '20505':6 '4':4 '6182':9 '668':19 '691':16 '785':13 '896':8",11714
11714,691,0,0,13080,0,6182,916,16951,0,1367,-424,18547,668,0,0,943,2019-09-02,5,20414,17520,"'-02':3 '-09':2 '-424':17 '0':10,12,15,18,20,21 '13080':11 '1367':14 '16951':7 '18547':5 '2019':1 '20414':6 '5':4 '6182':9 '668':19 '691':16 '916':8 '943':13",11715
11715,691,0,0,13080,0,6182,936,16806,0,1374,-437,18346,668,0,0,1175,2019-09-02,6,20458,17520,"'-02':3 '-09':2 '-437':17 '0':10,12,15,18,20,21 '1175':13 '13080':11 '1374':14 '16806':7 '18346':5 '2019':1 '20458':6 '6':4 '6182':9 '668':19 '691':16 '936':8",11716
11716,682,0,0,13080,0,6182,954,16602,0,993,-365,18134,669,0,0,1274,2019-09-02,7,20273,17520,"'-02':3 '-09':2 '-365':17 '0':10,12,15,18,20,21 '1274':13 '13080':11 '16602':7 '18134':5 '2019':1 '20273':6 '6182':9 '669':19 '682':16 '7':4 '954':8 '993':14",11717
11717,681,0,0,13080,0,6182,971,16576,0,972,-324,18112,668,0,0,1268,2019-09-02,8,20204,17520,"'-02':3 '-09':2 '-324':17 '0':10,12,15,18,20,21 '1268':13 '13080':11 '16576':7 '18112':5 '2019':1 '20204':6 '6182':9 '668':19 '681':16 '8':4 '971':8 '972':14",11718
11718,680,-28,0,13080,0,6182,981,16685,0,972,-176,18222,668,0,0,1071,2019-09-02,9,19997,17520,"'-02':3 '-09':2 '-176':17 '-28':18 '0':10,12,15,20,21 '1071':13 '13080':11 '16685':7 '18222':5 '19997':6 '2019':1 '6182':9 '668':19 '680':16 '9':4 '972':14 '981':8",11719
11719,646,-35,0,13080,0,6182,991,16904,0,965,-98,18443,668,0,0,946,2019-09-02,10,20022,17520,"'-02':3 '-09':2 '-35':18 '-98':17 '0':10,12,15,20,21 '10':4 '13080':11 '16904':7 '18443':5 '20022':6 '2019':1 '6182':9 '646':16 '668':19 '946':13 '965':14 '991':8",11720
11720,9,11,0,13080,0,6182,1005,17635,0,1384,75,19243,668,0,0,41,2019-09-02,11,19784,17520,"'-02':3 '-09':2 '0':10,12,15,20,21 '1005':8 '11':4,18 '13080':11 '1384':14 '17635':7 '19243':5 '19784':6 '2019':1 '41':13 '6182':9 '668':19 '75':17 '9':16",11721
11721,0,7,0,13080,0,6182,1019,18643,0,1404,139,20338,668,0,0,8,2019-09-02,12,20846,17520,"'-02':3 '-09':2 '0':10,12,15,16,20,21 '1019':8 '12':4 '13080':11 '139':17 '1404':14 '18643':7 '2019':1 '20338':5 '20846':6 '6182':9 '668':19 '7':18 '8':13",11722
11722,465,96,0,13080,4,6182,1035,20561,0,1637,163,22433,700,0,0,13,2019-09-02,13,22946,17520,"'-02':3 '-09':2 '0':12,15,20,21 '1035':8 '13':4,13 '13080':11 '163':17 '1637':14 '2019':1 '20561':7 '22433':5 '22946':6 '4':10 '465':16 '6182':9 '700':19 '96':18",11723
11723,561,168,0,13080,171,6182,1051,22348,0,1648,186,24390,703,0,0,14,2019-09-02,14,24904,17520,"'-02':3 '-09':2 '0':12,15,20,21 '1051':8 '13080':11 '14':4,13 '1648':14 '168':18 '171':10 '186':17 '2019':1 '22348':7 '24390':5 '24904':6 '561':16 '6182':9 '703':19",11724
11724,966,36,0,13080,716,6182,1108,24511,0,1907,55,26803,858,0,0,14,2019-09-02,15,27317,17520,"'-02':3 '-09':2 '0':12,15,20,21 '1108':8 '13080':11 '14':13 '15':4 '1907':14 '2019':1 '24511':7 '26803':5 '27317':6 '36':18 '55':17 '6182':9 '716':10 '858':19 '966':16",11725
11725,1001,0,0,13080,1510,6182,1165,25377,0,1922,-73,27830,869,0,0,14,2019-09-02,16,28417,17520,"'-02':3 '-09':2 '-73':17 '0':12,15,18,20,21 '1001':16 '1165':8 '13080':11 '14':13 '1510':10 '16':4 '1922':14 '2019':1 '25377':7 '27830':5 '28417':6 '6182':9 '869':19",11726
11726,1054,-61,0,13080,2320,6182,1285,25998,0,1995,-231,28505,968,0,0,9,2019-09-02,17,29306,17520,"'-02':3 '-09':2 '-231':17 '-61':18 '0':12,15,20,21 '1054':16 '1285':8 '13080':11 '17':4 '1995':14 '2019':1 '2320':10 '25998':7 '28505':5 '29306':6 '6182':9 '9':13 '968':19",11727
11727,1058,-81,0,13080,3220,6182,1405,26252,0,1998,-343,28728,975,0,0,9,2019-09-02,18,29661,17520,"'-02':3 '-09':2 '-343':17 '-81':18 '0':12,15,20,21 '1058':16 '13080':11 '1405':8 '18':4 '1998':14 '2019':1 '26252':7 '28728':5 '29661':6 '3220':10 '6182':9 '9':13 '975':19",11728
11728,1059,0,0,13080,4250,6182,1574,26142,0,1999,-366,28580,974,0,0,11,2019-09-02,19,29457,17520,"'-02':3 '-09':2 '-366':17 '0':12,15,18,20,21 '1059':16 '11':13 '13080':11 '1574':8 '19':4 '1999':14 '2019':1 '26142':7 '28580':5 '29457':6 '4250':10 '6182':9 '974':19",11729
11729,1058,0,0,13080,4930,6182,1744,25372,0,1999,-402,27773,973,0,0,10,2019-09-02,20,28685,17520,"'-02':3 '-09':2 '-402':17 '0':12,15,18,20,21 '10':13 '1058':16 '13080':11 '1744':8 '1999':14 '20':4 '2019':1 '25372':7 '27773':5 '28685':6 '4930':10 '6182':9 '973':19",11730
11730,397,35,0,13080,5420,6182,1932,24904,0,1998,-259,27190,925,0,0,10,2019-09-02,21,27959,17520,"'-02':3 '-09':2 '-259':17 '0':12,15,20,21 '10':13 '13080':11 '1932':8 '1998':14 '2019':1 '21':4 '24904':7 '27190':5 '27959':6 '35':18 '397':16 '5420':10 '6182':9 '925':19",11731
11731,322,-36,0,13080,5840,6182,2121,24514,0,1969,-224,26701,922,0,0,12,2019-09-02,22,27473,17520,"'-02':3 '-09':2 '-224':17 '-36':18 '0':12,15,20,21 '12':13 '13080':11 '1969':14 '2019':1 '2121':8 '22':4 '24514':7 '26701':5 '27473':6 '322':16 '5840':10 '6182':9 '922':19",11732
11732,661,51,0,13080,5930,6182,2294,24465,0,642,-94,26554,876,0,0,15,2019-09-02,23,27163,17520,"'-02':3 '-09':2 '-94':17 '0':12,15,20,21 '13080':11 '15':13 '2019':1 '2294':8 '23':4 '24465':7 '26554':5 '27163':6 '51':18 '5930':10 '6182':9 '642':14 '661':16 '876':19",11733
11733,690,12,0,13080,5580,6182,2466,24747,0,546,31,26765,873,0,0,13,2019-09-02,24,27278,17520,"'-02':3 '-09':2 '0':12,15,20,21 '12':18 '13':13 '13080':11 '2019':1 '24':4 '2466':8 '24747':7 '26765':5 '27278':6 '31':17 '546':14 '5580':10 '6182':9 '690':16 '873':19",11734
11734,294,0,0,13080,5570,6182,2588,25131,0,864,91,27144,645,0,0,13,2019-09-02,25,27657,17520,"'-02':3 '-09':2 '0':12,15,18,20,21 '13':13 '13080':11 '2019':1 '25':4 '25131':7 '2588':8 '27144':5 '27657':6 '294':16 '5570':10 '6182':9 '645':19 '864':14 '91':17",11735
11735,260,0,0,13080,5590,6182,2710,25225,0,901,-24,27171,629,0,0,17,2019-09-02,26,27712,17520,"'-02':3 '-09':2 '-24':17 '0':12,15,18,20,21 '13080':11 '17':13 '2019':1 '25225':7 '26':4 '260':16 '2710':8 '27171':5 '27712':6 '5590':10 '6182':9 '629':19 '901':14",11736
11736,607,0,0,13080,5570,6182,2821,25195,0,77,46,27151,508,0,0,14,2019-09-02,27,27665,17520,"'-02':3 '-09':2 '0':12,15,18,20,21 '13080':11 '14':13 '2019':1 '25195':7 '27':4 '27151':5 '27665':6 '2821':8 '46':17 '508':19 '5570':10 '607':16 '6182':9 '77':14",11737
11737,756,0,0,13080,5070,6182,2932,25278,0,32,-49,27209,499,0,0,13,2019-09-02,28,27771,17520,"'-02':3 '-09':2 '-49':17 '0':12,15,18,20,21 '13':13 '13080':11 '2019':1 '25278':7 '27209':5 '27771':6 '28':4 '2932':8 '32':14 '499':19 '5070':10 '6182':9 '756':16",11738
11738,756,0,0,13080,4470,6182,2968,25555,0,138,72,27438,35,0,0,12,2019-09-02,29,27950,17520,"'-02':3 '-09':2 '0':12,15,18,20,21 '12':13 '13080':11 '138':14 '2019':1 '25555':7 '27438':5 '27950':6 '29':4 '2968':8 '35':19 '4470':10 '6182':9 '72':17 '756':16",11739
11739,756,0,0,13080,3720,6182,3005,25865,0,129,62,27694,0,0,0,11,2019-09-02,30,28205,17520,"'-02':3 '-09':2 '0':12,15,18,19,20,21 '11':13 '129':14 '13080':11 '2019':1 '25865':7 '27694':5 '28205':6 '30':4 '3005':8 '3720':10 '6182':9 '62':17 '756':16",11740
11740,293,0,0,13080,3070,6182,3068,26248,0,703,114,28067,0,0,0,13,2019-09-02,31,28580,17520,"'-02':3 '-09':2 '0':12,15,18,19,20,21 '114':17 '13':13 '13080':11 '2019':1 '26248':7 '28067':5 '28580':6 '293':16 '3068':8 '3070':10 '31':4 '6182':9 '703':14",11741
11741,253,24,0,13080,2720,6182,3130,26775,0,701,103,28574,0,0,0,13,2019-09-02,32,29087,17520,"'-02':3 '-09':2 '0':12,15,19,20,21 '103':17 '13':13 '13080':11 '2019':1 '24':18 '253':16 '26775':7 '2720':10 '28574':5 '29087':6 '3130':8 '32':4 '6182':9 '701':14",11742
11742,593,12,0,13080,2260,6182,3110,27329,0,1789,-19,29306,0,0,0,13,2019-09-02,33,29838,17520,"'-02':3 '-09':2 '-19':17 '0':12,15,19,20,21 '12':18 '13':13 '13080':11 '1789':14 '2019':1 '2260':10 '27329':7 '29306':5 '29838':6 '3110':8 '33':4 '593':16 '6182':9",11743
