,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
1488,1056,305,0,13052,0,6192,1775,27095,0,1993,274,30106,994,0,0,828,2019-02-01,1,31534,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1':4 '1056':16 '13052':11 '1775':8 '1993':14 '2019':1 '27095':7 '274':17 '30106':5 '305':18 '31534':6 '6192':9 '828':13 '994':19",1489
1489,1057,364,0,13052,0,6192,1782,27629,0,1993,284,30624,1000,0,0,389,2019-02-01,2,31613,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1057':16 '13052':11 '1782':8 '1993':14 '2':4 '2019':1 '27629':7 '284':17 '30624':5 '31613':6 '364':18 '389':13 '6192':9",1490
1490,1058,480,0,13052,0,6192,1800,27371,0,1993,282,30331,1000,0,0,1244,2019-02-01,3,32175,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1058':16 '1244':13 '13052':11 '1800':8 '1993':14 '2019':1 '27371':7 '282':17 '3':4 '30331':5 '32175':6 '480':18 '6192':9",1491
1491,1057,488,0,13052,0,6192,1817,26736,0,1994,293,29633,1000,0,0,1547,2019-02-01,4,31780,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1057':16 '13052':11 '1547':13 '1817':8 '1994':14 '2019':1 '26736':7 '293':17 '29633':5 '31780':6 '4':4 '488':18 '6192':9",1492
1492,1058,467,0,13052,0,6192,1812,26317,0,1994,289,29144,1000,0,0,1431,2019-02-01,5,31175,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1058':16 '13052':11 '1431':13 '1812':8 '1994':14 '2019':1 '26317':7 '289':17 '29144':5 '31175':6 '467':18 '5':4 '6192':9",1493
1493,1058,469,0,13052,0,6192,1806,26228,0,1993,288,29085,1000,0,0,1415,2019-02-01,6,31100,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1058':16 '13052':11 '1415':13 '1806':8 '1993':14 '2019':1 '26228':7 '288':17 '29085':5 '31100':6 '469':18 '6':4 '6192':9",1494
1494,1058,403,0,13052,0,6192,1838,25918,0,1994,266,28796,1000,0,0,1682,2019-02-01,7,31078,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1058':16 '13052':11 '1682':13 '1838':8 '1994':14 '2019':1 '25918':7 '266':17 '28796':5 '31078':6 '403':18 '6192':9 '7':4",1495
1495,1058,403,0,13052,0,6192,1869,25392,0,1994,271,28256,1000,0,0,1774,2019-02-01,8,30630,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1058':16 '13052':11 '1774':13 '1869':8 '1994':14 '2019':1 '25392':7 '271':17 '28256':5 '30630':6 '403':18 '6192':9 '8':4",1496
1496,1002,362,0,13052,0,6192,1874,25321,0,1994,288,28142,1000,0,0,1674,2019-02-01,9,30416,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '1000':19 '1002':16 '13052':11 '1674':13 '1874':8 '1994':14 '2019':1 '25321':7 '28142':5 '288':17 '30416':6 '362':18 '6192':9 '9':4",1497
1497,999,366,0,13052,0,6192,1880,25432,0,1994,284,28271,974,0,0,1684,2019-02-01,10,30555,17520,"'-01':3 '-02':2 '0':10,12,15,20,21 '10':4 '13052':11 '1684':13 '1880':8 '1994':14 '2019':1 '25432':7 '28271':5 '284':17 '30555':6 '366':18 '6192':9 '974':19 '999':16",1498
