,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
4318,785,-461,0,13080,0,6122,1504,20790,0,1602,-401,23359,770,0,0,362,2019-04-01,1,25083,17520,"'-01':3 '-04':2 '-401':17 '-461':18 '0':10,12,15,20,21 '1':4 '13080':11 '1504':8 '1602':14 '2019':1 '20790':7 '23359':5 '25083':6 '362':13 '6122':9 '770':19 '785':16",4319
4319,783,-459,0,13080,0,6122,1543,20333,0,1600,-414,22788,770,0,0,368,2019-04-01,2,24529,17520,"'-01':3 '-04':2 '-414':17 '-459':18 '0':10,12,15,20,21 '13080':11 '1543':8 '1600':14 '2':4 '2019':1 '20333':7 '22788':5 '24529':6 '368':13 '6122':9 '770':19 '783':16",4320
4320,805,-307,0,13080,0,6122,1538,20562,0,1600,-414,22917,741,0,0,363,2019-04-01,3,24501,17520,"'-01':3 '-04':2 '-307':18 '-414':17 '0':10,12,15,20,21 '13080':11 '1538':8 '1600':14 '2019':1 '20562':7 '22917':5 '24501':6 '3':4 '363':13 '6122':9 '741':19 '805':16",4321
4321,806,-200,0,13080,0,6122,1534,21254,0,1599,-403,23646,740,0,0,107,2019-04-01,4,24856,17520,"'-01':3 '-04':2 '-200':18 '-403':17 '0':10,12,15,20,21 '107':13 '13080':11 '1534':8 '1599':14 '2019':1 '21254':7 '23646':5 '24856':6 '4':4 '6122':9 '740':19 '806':16",4322
4322,832,-56,0,13080,0,6122,1527,21321,0,1657,-389,23673,740,0,0,780,2019-04-01,5,25398,17520,"'-01':3 '-04':2 '-389':17 '-56':18 '0':10,12,15,20,21 '13080':11 '1527':8 '1657':14 '2019':1 '21321':7 '23673':5 '25398':6 '5':4 '6122':9 '740':19 '780':13 '832':16",4323
4323,833,0,0,13080,0,6122,1520,21067,0,1659,-394,23403,740,0,0,1140,2019-04-01,6,25437,17520,"'-01':3 '-04':2 '-394':17 '0':10,12,15,18,20,21 '1140':13 '13080':11 '1520':8 '1659':14 '2019':1 '21067':7 '23403':5 '25437':6 '6':4 '6122':9 '740':19 '833':16",4324
4324,834,0,0,13080,0,6122,1503,20765,0,1657,-365,23127,740,0,0,1130,2019-04-01,7,25122,17520,"'-01':3 '-04':2 '-365':17 '0':10,12,15,18,20,21 '1130':13 '13080':11 '1503':8 '1657':14 '2019':1 '20765':7 '23127':5 '25122':6 '6122':9 '7':4 '740':19 '834':16",4325
4325,834,0,0,13080,0,6122,1486,20562,0,1657,-360,22890,740,0,0,1042,2019-04-01,8,24792,17520,"'-01':3 '-04':2 '-360':17 '0':10,12,15,18,20,21 '1042':13 '13080':11 '1486':8 '1657':14 '2019':1 '20562':7 '22890':5 '24792':6 '6122':9 '740':19 '8':4 '834':16",4326
4326,786,0,0,13080,0,6122,1512,20612,0,1695,-299,22917,740,0,0,1125,2019-04-01,9,24841,17520,"'-01':3 '-04':2 '-299':17 '0':10,12,15,18,20,21 '1125':13 '13080':11 '1512':8 '1695':14 '2019':1 '20612':7 '22917':5 '24841':6 '6122':9 '740':19 '786':16 '9':4",4327
4327,783,0,0,13080,0,6122,1538,20862,0,1711,-296,23193,740,0,0,1118,2019-04-01,10,25107,17520,"'-01':3 '-04':2 '-296':17 '0':10,12,15,18,20,21 '10':4 '1118':13 '13080':11 '1538':8 '1711':14 '2019':1 '20862':7 '23193':5 '25107':6 '6122':9 '740':19 '783':16",4328
