,BRITNED_FLOW,EAST_WEST_FLOW,ELECLINK_FLOW,EMBEDDED_SOLAR_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_WIND_GENERATION,ENGLAND_WALES_DEMAND,IFA2_FLOW,IFA_FLOW,MOYLE_FLOW,ND,NEMO_FLOW,NON_BM_STOR,NSL_FLOW,PUMP_STORAGE_PUMPING,SETTLEMENT_DATE,SETTLEMENT_PERIOD,TSD,_count,_full_text,_id
11662,-1071,0,-1023,13080,0,6545,1240,18558,-1029,-1030,7,20589,-1010,0,-1134,355,2022-09-01,1,27741,14592,"'-01':3 '-09':2 '-1010':19 '-1023':21 '-1029':15 '-1030':14 '-1071':16 '-1134':20 '0':10,12,18 '1':4 '1240':8 '13080':11 '18558':7 '2022':1 '20589':5 '27741':6 '355':13 '6545':9 '7':17",11663
11663,-1075,0,-1023,13080,0,6545,1210,18118,-1029,-1030,-18,20092,-1020,0,-1134,543,2022-09-01,2,27464,14592,"'-01':3 '-09':2 '-1020':19 '-1023':21 '-1029':15 '-1030':14 '-1075':16 '-1134':20 '-18':17 '0':10,12,18 '1210':8 '13080':11 '18118':7 '2':4 '20092':5 '2022':1 '27464':6 '543':13 '6545':9",11664
11664,-1076,0,-1023,13080,0,6545,1173,17730,-1029,-1030,-50,19664,-1020,0,-1134,595,2022-09-01,3,27121,14592,"'-01':3 '-09':2 '-1020':19 '-1023':21 '-1029':15 '-1030':14 '-1076':16 '-1134':20 '-50':17 '0':10,12,18 '1173':8 '13080':11 '17730':7 '19664':5 '2022':1 '27121':6 '3':4 '595':13 '6545':9",11665
11665,-1075,0,-1023,13080,0,6545,1136,17571,-1029,-1030,13,19479,-1021,0,-1134,595,2022-09-01,4,26886,14592,"'-01':3 '-09':2 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1075':16 '-1134':20 '0':10,12,18 '1136':8 '13':17 '13080':11 '17571':7 '19479':5 '2022':1 '26886':6 '4':4 '595':13 '6545':9",11666
11666,-1016,0,-1023,13080,0,6545,1109,17256,-1029,-1030,48,19146,-1021,0,-1134,596,2022-09-01,5,26495,14592,"'-01':3 '-09':2 '-1016':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '1109':8 '13080':11 '17256':7 '19146':5 '2022':1 '26495':6 '48':17 '5':4 '596':13 '6545':9",11667
11667,-1014,0,-1023,13080,0,6545,1082,16853,-1029,-1030,16,18716,-1021,0,-1134,589,2022-09-01,6,26056,14592,"'-01':3 '-09':2 '-1014':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '1082':8 '13080':11 '16':17 '16853':7 '18716':5 '2022':1 '26056':6 '589':13 '6':4 '6545':9",11668
11668,-1015,0,-1023,13080,0,6545,1060,16686,-1029,-1030,15,18544,-1021,0,-1134,583,2022-09-01,7,25879,14592,"'-01':3 '-09':2 '-1015':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '1060':8 '13080':11 '15':17 '16686':7 '18544':5 '2022':1 '25879':6 '583':13 '6545':9 '7':4",11669
11669,-1014,0,-1023,13080,0,6545,1038,16606,-1029,-1030,21,18504,-1021,0,-1134,584,2022-09-01,8,25839,14592,"'-01':3 '-09':2 '-1014':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '1038':8 '13080':11 '16606':7 '18504':5 '2022':1 '21':17 '25839':6 '584':13 '6545':9 '8':4",11670
11670,-1015,0,-1023,13080,0,6545,1046,16665,-1029,-1030,124,18574,-1021,0,-1134,587,2022-09-01,9,25913,14592,"'-01':3 '-09':2 '-1015':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '1046':8 '124':17 '13080':11 '16665':7 '18574':5 '2022':1 '25913':6 '587':13 '6545':9 '9':4",11671
11671,-1008,0,-1023,13080,0,6545,1053,16563,-1029,-1030,149,18477,-1021,0,-1134,768,2022-09-01,10,25990,14592,"'-01':3 '-09':2 '-1008':16 '-1021':19 '-1023':21 '-1029':15 '-1030':14 '-1134':20 '0':10,12,18 '10':4 '1053':8 '13080':11 '149':17 '16563':7 '18477':5 '2022':1 '25990':6 '6545':9 '768':13",11672
