	_count	Total	England/Wales Wind Output	Sett_Period	_full_text	Sett_Date	_id	Scottish Wind Output
14690	17568	11073.838	8137.286	1	'-01':3 '-02':2 '00':5,6 '1':7 '11073.838':10 '2020':1 '2936.552':8 '8137.286':9 't00':4	2020-02-01	14691	2936.552
14691	17568	10773.262	8091.81	2	'-01':3 '-02':2 '00':5,6 '10773.262':10 '2':7 '2020':1 '2681.452':8 '8091.81':9 't00':4	2020-02-01	14692	2681.452
14692	17568	10587.378	8042.488	3	'-01':3 '-02':2 '00':5,6 '10587.378':10 '2020':1 '2544.89':8 '3':7 '8042.488':9 't00':4	2020-02-01	14693	2544.89
14693	17568	10431.018	7980.83	4	'-01':3 '-02':2 '00':5,6 '10431.018':10 '2020':1 '2450.188':8 '4':7 '7980.83':9 't00':4	2020-02-01	14694	2450.188
14694	17568	10387.076	7942.752	5	'-01':3 '-02':2 '00':5,6 '10387.076':10 '2020':1 '2444.324':8 '5':7 '7942.752':9 't00':4	2020-02-01	14695	2444.324
14695	17568	10294.582	7915.034	6	'-01':3 '-02':2 '00':5,6 '10294.582':10 '2020':1 '2379.548':8 '6':7 '7915.034':9 't00':4	2020-02-01	14696	2379.548
14696	17568	10401.128	7983.618	7	'-01':3 '-02':2 '00':5,6 '10401.128':10 '2020':1 '2417.51':8 '7':7 '7983.618':9 't00':4	2020-02-01	14697	2417.51
14697	17568	10081.882	7829.95	8	'-01':3 '-02':2 '00':5,6 '10081.882':10 '2020':1 '2251.932':8 '7829.95':9 '8':7 't00':4	2020-02-01	14698	2251.932
14698	17568	9887.86	7868.102	9	'-01':3 '-02':2 '00':5,6 '2019.758':8 '2020':1 '7868.102':9 '9':7 '9887.86':10 't00':4	2020-02-01	14699	2019.758
14699	17568	9986.68	7959.798	10	'-01':3 '-02':2 '00':5,6 '10':7 '2020':1 '2026.882':8 '7959.798':9 '9986.68':10 't00':4	2020-02-01	14700	2026.882
14700	17568	10303.072	8014.846	11	'-01':3 '-02':2 '00':5,6 '10303.072':10 '11':7 '2020':1 '2288.226':8 '8014.846':9 't00':4	2020-02-01	14701	2288.226
14701	17568	10297.372	7997.988	12	'-01':3 '-02':2 '00':5,6 '10297.372':10 '12':7 '2020':1 '2299.384':8 '7997.988':9 't00':4	2020-02-01	14702	2299.384
14702	17568	10483.376	8017.412	13	'-01':3 '-02':2 '00':5,6 '10483.376':10 '13':7 '2020':1 '2465.964':8 '8017.412':9 't00':4	2020-02-01	14703	2465.964
14703	17568	10750.854	8044.752	14	'-01':3 '-02':2 '00':5,6 '10750.854':10 '14':7 '2020':1 '2706.102':8 '8044.752':9 't00':4	2020-02-01	14704	2706.102
14704	17568	10679.368	8030.124	15	'-01':3 '-02':2 '00':5,6 '10679.368':10 '15':7 '2020':1 '2649.244':8 '8030.124':9 't00':4	2020-02-01	14705	2649.244
14705	17568	10666.788	8034.548	16	'-01':3 '-02':2 '00':5,6 '10666.788':10 '16':7 '2020':1 '2632.24':8 '8034.548':9 't00':4	2020-02-01	14706	2632.24
14706	17568	10781.208	8108.982	17	'-01':3 '-02':2 '00':5,6 '10781.208':10 '17':7 '2020':1 '2672.226':8 '8108.982':9 't00':4	2020-02-01	14707	2672.226
14707	17568	10952.898	8058.938	18	'-01':3 '-02':2 '00':5,6 '10952.898':10 '18':7 '2020':1 '2893.96':8 '8058.938':9 't00':4	2020-02-01	14708	2893.96
14708	17568	11147.658	8082.322	19	'-01':3 '-02':2 '00':5,6 '11147.658':10 '19':7 '2020':1 '3065.336':8 '8082.322':9 't00':4	2020-02-01	14709	3065.336
