,England/Wales Wind Output,Scottish Wind Output,Sett_Date,Sett_Period,Total,_count,_full_text,_id
1440,8163.572,3079.288,2021-12-01,1,11242.86,7246,'-01':3 '-12':2 '1':4 '11242.86':7 '2021':1 '3079.288':5 '8163.572':6,11715
1441,8307.148,3303.098,2021-12-01,2,11610.246,7246,'-01':3 '-12':2 '11610.246':7 '2':4 '2021':1 '3303.098':5 '8307.148':6,11716
1442,8372.296,3475.128,2021-12-01,3,11847.424,7246,'-01':3 '-12':2 '11847.424':7 '2021':1 '3':4 '3475.128':5 '8372.296':6,11717
1443,8422.024,3377.754,2021-12-01,4,11799.778,7246,'-01':3 '-12':2 '11799.778':7 '2021':1 '3377.754':5 '4':4 '8422.024':6,11718
1444,8426,3502.652,2021-12-01,5,11928.652,7246,'-01':3 '-12':2 '11928.652':7 '2021':1 '3502.652':5 '5':4 '8426':6,11719
1445,8404.47,3535.596,2021-12-01,6,11940.066,7246,'-01':3 '-12':2 '11940.066':7 '2021':1 '3535.596':5 '6':4 '8404.47':6,11720
1446,8438.914,3599.544,2021-12-01,7,12038.458,7246,'-01':3 '-12':2 '12038.458':7 '2021':1 '3599.544':5 '7':4 '8438.914':6,11721
1447,8411.46,3589.206,2021-12-01,8,12000.666,7246,'-01':3 '-12':2 '12000.666':7 '2021':1 '3589.206':5 '8':4 '8411.46':6,11722
1448,8406.062,3487.016,2021-12-01,9,11893.078,7246,'-01':3 '-12':2 '11893.078':7 '2021':1 '3487.016':5 '8406.062':6 '9':4,11723
1449,8402.42,3242.146,2021-12-01,10,11644.566,7246,'-01':3 '-12':2 '10':4 '11644.566':7 '2021':1 '3242.146':5 '8402.42':6,11724
1450,8457.508,3352.692,2021-12-01,11,11810.2,7246,'-01':3 '-12':2 '11':4 '11810.2':7 '2021':1 '3352.692':5 '8457.508':6,11725
1451,8471.43,3415.278,2021-12-01,12,11886.708,7246,'-01':3 '-12':2 '11886.708':7 '12':4 '2021':1 '3415.278':5 '8471.43':6,11726
1452,8451.956,3487.924,2021-12-01,13,11939.88,7246,'-01':3 '-12':2 '11939.88':7 '13':4 '2021':1 '3487.924':5 '8451.956':6,11727
1453,8444.158,3464.638,2021-12-01,14,11908.796,7246,'-01':3 '-12':2 '11908.796':7 '14':4 '2021':1 '3464.638':5 '8444.158':6,11728
1454,8473.476,3586.928,2021-12-01,15,12060.404,7246,'-01':3 '-12':2 '12060.404':7 '15':4 '2021':1 '3586.928':5 '8473.476':6,11729
1455,8473.858,3471.89,2021-12-01,16,11945.748,7246,'-01':3 '-12':2 '11945.748':7 '16':4 '2021':1 '3471.89':5 '8473.858':6,11730
1456,8441.692,3366.644,2021-12-01,17,11808.336,7246,'-01':3 '-12':2 '11808.336':7 '17':4 '2021':1 '3366.644':5 '8441.692':6,11731
1457,8442.584,3523.32,2021-12-01,18,11965.904,7246,'-01':3 '-12':2 '11965.904':7 '18':4 '2021':1 '3523.32':5 '8442.584':6,11732
1458,8447.22,3882.404,2021-12-01,19,12329.624,7246,'-01':3 '-12':2 '12329.624':7 '19':4 '2021':1 '3882.404':5 '8447.22':6,11733
1459,8481.84,3713.188,2021-12-01,20,12195.028,7246,'-01':3 '-12':2 '12195.028':7 '20':4 '2021':1 '3713.188':5 '8481.84':6,11734
1460,8479.718,3736.122,2021-12-01,21,12215.84,7246,'-01':3 '-12':2 '12215.84':7 '2021':1 '21':4 '3736.122':5 '8479.718':6,11735
1461,8537.486,3740.276,2021-12-01,22,12277.762,7246,'-01':3 '-12':2 '12277.762':7 '2021':1 '22':4 '3740.276':5 '8537.486':6,11736
1462,8499.848,3585.282,2021-12-01,23,12085.13,7246,'-01':3 '-12':2 '12085.13':7 '2021':1 '23':4 '3585.282':5 '8499.848':6,11737
1463,8486.98,3480.838,2021-12-01,24,11967.818,7246,'-01':3 '-12':2 '11967.818':7 '2021':1 '24':4 '3480.838':5 '8486.98':6,11738
1464,8396.726,3492.764,2021-12-01,25,11889.49,7246,'-01':3 '-12':2 '11889.49':7 '2021':1 '25':4 '3492.764':5 '8396.726':6,11739
1465,8246.528,3617.638,2021-12-01,26,11864.166,7246,'-01':3 '-12':2 '11864.166':7 '2021':1 '26':4 '3617.638':5 '8246.528':6,11740
1466,7978.884,3832.576,2021-12-01,27,11811.46,7246,'-01':3 '-12':2 '11811.46':7 '2021':1 '27':4 '3832.576':5 '7978.884':6,11741
1467,8347.99,3774.472,2021-12-01,28,12122.462,7246,'-01':3 '-12':2 '12122.462':7 '2021':1 '28':4 '3774.472':5 '8347.99':6,11742
1468,8311.226,3658.198,2021-12-01,29,11969.424,7246,'-01':3 '-12':2 '11969.424':7 '2021':1 '29':4 '3658.198':5 '8311.226':6,11743
1469,8252.548,3428.62,2021-12-01,30,11681.168,7246,'-01':3 '-12':2 '11681.168':7 '2021':1 '30':4 '3428.62':5 '8252.548':6,11744
1470,8248.382,3308.812,2021-12-01,31,11557.194,7246,'-01':3 '-12':2 '11557.194':7 '2021':1 '31':4 '3308.812':5 '8248.382':6,11745
1471,8289.76,3272.674,2021-12-01,32,11562.434,7246,'-01':3 '-12':2 '11562.434':7 '2021':1 '32':4 '3272.674':5 '8289.76':6,11746
1472,7985.464,3230.494,2021-12-01,33,11215.958,7246,'-01':3 '-12':2 '11215.958':7 '2021':1 '3230.494':5 '33':4 '7985.464':6,11747
1473,7658.798,2961.692,2021-12-01,34,10620.49,7246,'-01':3 '-12':2 '10620.49':7 '2021':1 '2961.692':5 '34':4 '7658.798':6,11748
1474,7584.132,2820.74,2021-12-01,35,10404.872,7246,'-01':3 '-12':2 '10404.872':7 '2021':1 '2820.74':5 '35':4 '7584.132':6,11749
1475,7662.746,2826.842,2021-12-01,36,10489.588,7246,'-01':3 '-12':2 '10489.588':7 '2021':1 '2826.842':5 '36':4 '7662.746':6,11750
1476,7511.646,2839.81,2021-12-01,37,10351.456,7246,'-01':3 '-12':2 '10351.456':7 '2021':1 '2839.81':5 '37':4 '7511.646':6,11751
1477,7493.506,2663.388,2021-12-01,38,10156.894,7246,'-01':3 '-12':2 '10156.894':7 '2021':1 '2663.388':5 '38':4 '7493.506':6,11752
1478,7498.174,2661.668,2021-12-01,39,10159.842,7246,'-01':3 '-12':2 '10159.842':7 '2021':1 '2661.668':5 '39':4 '7498.174':6,11753
1479,7762.958,2698.376,2021-12-01,40,10461.334,7246,'-01':3 '-12':2 '10461.334':7 '2021':1 '2698.376':5 '40':4 '7762.958':6,11754
1480,7682.5,2754.876,2021-12-01,41,10437.376,7246,'-01':3 '-12':2 '10437.376':7 '2021':1 '2754.876':5 '41':4 '7682.5':6,11755
1481,7637.928,2876.912,2021-12-01,42,10514.84,7246,'-01':3 '-12':2 '10514.84':7 '2021':1 '2876.912':5 '42':4 '7637.928':6,11756
1482,7610.418,2829.064,2021-12-01,43,10439.482,7246,'-01':3 '-12':2 '10439.482':7 '2021':1 '2829.064':5 '43':4 '7610.418':6,11757
1483,7529.098,2900.274,2021-12-01,44,10429.372,7246,'-01':3 '-12':2 '10429.372':7 '2021':1 '2900.274':5 '44':4 '7529.098':6,11758
1484,7424.526,3015.212,2021-12-01,45,10439.738,7246,'-01':3 '-12':2 '10439.738':7 '2021':1 '3015.212':5 '45':4 '7424.526':6,11759
1485,7258.528,2975.272,2021-12-01,46,10233.8,7246,'-01':3 '-12':2 '10233.8':7 '2021':1 '2975.272':5 '46':4 '7258.528':6,11760
1486,7245.38,3091.812,2021-12-01,47,10337.192,7246,'-01':3 '-12':2 '10337.192':7 '2021':1 '3091.812':5 '47':4 '7245.38':6,11761
1487,7246.214,3160.596,2021-12-01,48,10406.81,7246,'-01':3 '-12':2 '10406.81':7 '2021':1 '3160.596':5 '48':4 '7246.214':6,11762
1488,7200.432,3373.122,2021-12-02,1,10573.554,7246,'-02':3 '-12':2 '1':4 '10573.554':7 '2021':1 '3373.122':5 '7200.432':6,11763
1489,7602.124,3431.376,2021-12-02,2,11033.5,7246,'-02':3 '-12':2 '11033.5':7 '2':4 '2021':1 '3431.376':5 '7602.124':6,11764
1490,7713.506,3329.99,2021-12-02,3,11043.496,7246,'-02':3 '-12':2 '11043.496':7 '2021':1 '3':4 '3329.99':5 '7713.506':6,11765
1491,7937.418,3185.16,2021-12-02,4,11122.578,7246,'-02':3 '-12':2 '11122.578':7 '2021':1 '3185.16':5 '4':4 '7937.418':6,11766
1492,8275.408,3059.98,2021-12-02,5,11335.388,7246,'-02':3 '-12':2 '11335.388':7 '2021':1 '3059.98':5 '5':4 '8275.408':6,11767
1493,8305.54,2764.696,2021-12-02,6,11070.236,7246,'-02':3 '-12':2 '11070.236':7 '2021':1 '2764.696':5 '6':4 '8305.54':6,11768
1494,8253.796,2999.86,2021-12-02,7,11253.656,7246,'-02':3 '-12':2 '11253.656':7 '2021':1 '2999.86':5 '7':4 '8253.796':6,11769
1495,8235.468,3139.004,2021-12-02,8,11374.472,7246,'-02':3 '-12':2 '11374.472':7 '2021':1 '3139.004':5 '8':4 '8235.468':6,11770
1496,8191.962,3080.094,2021-12-02,9,11272.056,7246,'-02':3 '-12':2 '11272.056':7 '2021':1 '3080.094':5 '8191.962':6 '9':4,11771
1497,8109.17,2878.172,2021-12-02,10,10987.342,7246,'-02':3 '-12':2 '10':4 '10987.342':7 '2021':1 '2878.172':5 '8109.17':6,11772
1498,8073.502,2744.222,2021-12-02,11,10817.724,7246,'-02':3 '-12':2 '10817.724':7 '11':4 '2021':1 '2744.222':5 '8073.502':6,11773
1499,8053.784,2852.67,2021-12-02,12,10906.454,7246,'-02':3 '-12':2 '10906.454':7 '12':4 '2021':1 '2852.67':5 '8053.784':6,11774
1500,7977.396,2851.838,2021-12-02,13,10829.234,7246,'-02':3 '-12':2 '10829.234':7 '13':4 '2021':1 '2851.838':5 '7977.396':6,11775
1501,7986.384,2793.72,2021-12-02,14,10780.104,7246,'-02':3 '-12':2 '10780.104':7 '14':4 '2021':1 '2793.72':5 '7986.384':6,11776
1502,8023.458,2749.11,2021-12-02,15,10772.568,7246,'-02':3 '-12':2 '10772.568':7 '15':4 '2021':1 '2749.11':5 '8023.458':6,11777
1503,7993.456,2493.088,2021-12-02,16,10486.544,7246,'-02':3 '-12':2 '10486.544':7 '16':4 '2021':1 '2493.088':5 '7993.456':6,11778
1504,7787.196,2053.714,2021-12-02,17,9840.91,7246,'-02':3 '-12':2 '17':4 '2021':1 '2053.714':5 '7787.196':6 '9840.91':7,11779
1505,7755.872,2069.802,2021-12-02,18,9825.674,7246,'-02':3 '-12':2 '18':4 '2021':1 '2069.802':5 '7755.872':6 '9825.674':7,11780
1506,7432.012,1823.972,2021-12-02,19,9255.984,7246,'-02':3 '-12':2 '1823.972':5 '19':4 '2021':1 '7432.012':6 '9255.984':7,11781
1507,7240.79,1551.818,2021-12-02,20,8792.608,7246,'-02':3 '-12':2 '1551.818':5 '20':4 '2021':1 '7240.79':6 '8792.608':7,11782
1508,7137.276,1499.826,2021-12-02,21,8637.102,7246,'-02':3 '-12':2 '1499.826':5 '2021':1 '21':4 '7137.276':6 '8637.102':7,11783
1509,6882.45,1306.87,2021-12-02,22,8189.32,7246,'-02':3 '-12':2 '1306.87':5 '2021':1 '22':4 '6882.45':6 '8189.32':7,11784
1510,6422.24,1146.468,2021-12-02,23,7568.708,7246,'-02':3 '-12':2 '1146.468':5 '2021':1 '23':4 '6422.24':6 '7568.708':7,11785
1511,5718.184,1100.342,2021-12-02,24,6818.526,7246,'-02':3 '-12':2 '1100.342':5 '2021':1 '24':4 '5718.184':6 '6818.526':7,11786
1512,5825.504,973.042,2021-12-02,25,6798.546,7246,'-02':3 '-12':2 '2021':1 '25':4 '5825.504':6 '6798.546':7 '973.042':5,11787
1513,5989.224,965.246,2021-12-02,26,6954.47,7246,'-02':3 '-12':2 '2021':1 '26':4 '5989.224':6 '6954.47':7 '965.246':5,11788
1514,5744.31,877.392,2021-12-02,27,6621.702,7246,'-02':3 '-12':2 '2021':1 '27':4 '5744.31':6 '6621.702':7 '877.392':5,11789
1515,5761.886,793.202,2021-12-02,28,6555.088,7246,'-02':3 '-12':2 '2021':1 '28':4 '5761.886':6 '6555.088':7 '793.202':5,11790
1516,5847.71,679.176,2021-12-02,29,6526.886,7246,'-02':3 '-12':2 '2021':1 '29':4 '5847.71':6 '6526.886':7 '679.176':5,11791
1517,5643.522,643.916,2021-12-02,30,6287.438,7246,'-02':3 '-12':2 '2021':1 '30':4 '5643.522':6 '6287.438':7 '643.916':5,11792
1518,5538.024,641.688,2021-12-02,31,6179.712,7246,'-02':3 '-12':2 '2021':1 '31':4 '5538.024':6 '6179.712':7 '641.688':5,11793
1519,5646.33,704.61,2021-12-02,32,6350.94,7246,'-02':3 '-12':2 '2021':1 '32':4 '5646.33':6 '6350.94':7 '704.61':5,11794
1520,5409.652,802.142,2021-12-02,33,6211.794,7246,'-02':3 '-12':2 '2021':1 '33':4 '5409.652':6 '6211.794':7 '802.142':5,11795
1521,5136.312,911.716,2021-12-02,34,6048.028,7246,'-02':3 '-12':2 '2021':1 '34':4 '5136.312':6 '6048.028':7 '911.716':5,11796
1522,4825.048,945.866,2021-12-02,35,5770.914,7246,'-02':3 '-12':2 '2021':1 '35':4 '4825.048':6 '5770.914':7 '945.866':5,11797
1523,4845.808,952.886,2021-12-02,36,5798.694,7246,'-02':3 '-12':2 '2021':1 '36':4 '4845.808':6 '5798.694':7 '952.886':5,11798
1524,4777.898,1060.86,2021-12-02,37,5838.758,7246,'-02':3 '-12':2 '1060.86':5 '2021':1 '37':4 '4777.898':6 '5838.758':7,11799
1525,4614.456,1221.946,2021-12-02,38,5836.402,7246,'-02':3 '-12':2 '1221.946':5 '2021':1 '38':4 '4614.456':6 '5836.402':7,11800
1526,4514.764,1299.168,2021-12-02,39,5813.932,7246,'-02':3 '-12':2 '1299.168':5 '2021':1 '39':4 '4514.764':6 '5813.932':7,11801
1527,4417.748,1500.516,2021-12-02,40,5918.264,7246,'-02':3 '-12':2 '1500.516':5 '2021':1 '40':4 '4417.748':6 '5918.264':7,11802
1528,4201.876,1789.472,2021-12-02,41,5991.348,7246,'-02':3 '-12':2 '1789.472':5 '2021':1 '41':4 '4201.876':6 '5991.348':7,11803
1529,3597.464,2174.088,2021-12-02,42,5771.552,7246,'-02':3 '-12':2 '2021':1 '2174.088':5 '3597.464':6 '42':4 '5771.552':7,11804
1530,3303.206,2436.24,2021-12-02,43,5739.446,7246,'-02':3 '-12':2 '2021':1 '2436.24':5 '3303.206':6 '43':4 '5739.446':7,11805
1531,3360.958,2619.942,2021-12-02,44,5980.9,7246,'-02':3 '-12':2 '2021':1 '2619.942':5 '3360.958':6 '44':4 '5980.9':7,11806
1532,3631.634,2787.836,2021-12-02,45,6419.47,7246,'-02':3 '-12':2 '2021':1 '2787.836':5 '3631.634':6 '45':4 '6419.47':7,11807
1533,3589.612,3032.754,2021-12-02,46,6622.366,7246,'-02':3 '-12':2 '2021':1 '3032.754':5 '3589.612':6 '46':4 '6622.366':7,11808
1534,3691.256,3050.162,2021-12-02,47,6741.418,7246,'-02':3 '-12':2 '2021':1 '3050.162':5 '3691.256':6 '47':4 '6741.418':7,11809
1535,3659.448,2933.114,2021-12-02,48,6592.562,7246,'-02':3 '-12':2 '2021':1 '2933.114':5 '3659.448':6 '48':4 '6592.562':7,11810
1536,3943.578,3009,2021-12-03,1,6952.578,7246,'-03':3 '-12':2 '1':4 '2021':1 '3009':5 '3943.578':6 '6952.578':7,11811
1537,4079.082,3013.914,2021-12-03,2,7092.996,7246,'-03':3 '-12':2 '2':4 '2021':1 '3013.914':5 '4079.082':6 '7092.996':7,11812
1538,4521.388,3051.168,2021-12-03,3,7572.556,7246,'-03':3 '-12':2 '2021':1 '3':4 '3051.168':5 '4521.388':6 '7572.556':7,11813
1539,5135.472,3036.526,2021-12-03,4,8171.998,7246,'-03':3 '-12':2 '2021':1 '3036.526':5 '4':4 '5135.472':6 '8171.998':7,11814
1540,5691.338,3076.074,2021-12-03,5,8767.412,7246,'-03':3 '-12':2 '2021':1 '3076.074':5 '5':4 '5691.338':6 '8767.412':7,11815
1541,5871.956,3331.2,2021-12-03,6,9203.156,7246,'-03':3 '-12':2 '2021':1 '3331.2':5 '5871.956':6 '6':4 '9203.156':7,11816
1542,6572.65,3699.896,2021-12-03,7,10272.546,7246,'-03':3 '-12':2 '10272.546':7 '2021':1 '3699.896':5 '6572.65':6 '7':4,11817
1543,6817.85,3690.032,2021-12-03,8,10507.882,7246,'-03':3 '-12':2 '10507.882':7 '2021':1 '3690.032':5 '6817.85':6 '8':4,11818
1544,7407.452,3727.736,2021-12-03,9,11135.188,7246,'-03':3 '-12':2 '11135.188':7 '2021':1 '3727.736':5 '7407.452':6 '9':4,11819
1545,7773.492,3769.05,2021-12-03,10,11542.542,7246,'-03':3 '-12':2 '10':4 '11542.542':7 '2021':1 '3769.05':5 '7773.492':6,11820
1546,7781.828,3785.34,2021-12-03,11,11567.168,7246,'-03':3 '-12':2 '11':4 '11567.168':7 '2021':1 '3785.34':5 '7781.828':6,11821
1547,7763.498,3807.974,2021-12-03,12,11571.472,7246,'-03':3 '-12':2 '11571.472':7 '12':4 '2021':1 '3807.974':5 '7763.498':6,11822
1548,7710.826,3784.15,2021-12-03,13,11494.976,7246,'-03':3 '-12':2 '11494.976':7 '13':4 '2021':1 '3784.15':5 '7710.826':6,11823
1549,7760.172,3585.658,2021-12-03,14,11345.83,7246,'-03':3 '-12':2 '11345.83':7 '14':4 '2021':1 '3585.658':5 '7760.172':6,11824
1550,7879.724,3316.904,2021-12-03,15,11196.628,7246,'-03':3 '-12':2 '11196.628':7 '15':4 '2021':1 '3316.904':5 '7879.724':6,11825
1551,7580.394,3182.002,2021-12-03,16,10762.396,7246,'-03':3 '-12':2 '10762.396':7 '16':4 '2021':1 '3182.002':5 '7580.394':6,11826
1552,7445.206,3075.932,2021-12-03,17,10521.138,7246,'-03':3 '-12':2 '10521.138':7 '17':4 '2021':1 '3075.932':5 '7445.206':6,11827
1553,7435.542,3156.696,2021-12-03,18,10592.238,7246,'-03':3 '-12':2 '10592.238':7 '18':4 '2021':1 '3156.696':5 '7435.542':6,11828
1554,7366.348,3219.896,2021-12-03,19,10586.244,7246,'-03':3 '-12':2 '10586.244':7 '19':4 '2021':1 '3219.896':5 '7366.348':6,11829
1555,7516.94,3246.944,2021-12-03,20,10763.884,7246,'-03':3 '-12':2 '10763.884':7 '20':4 '2021':1 '3246.944':5 '7516.94':6,11830
1556,7367.13,2897.188,2021-12-03,21,10264.318,7246,'-03':3 '-12':2 '10264.318':7 '2021':1 '21':4 '2897.188':5 '7367.13':6,11831
1557,7213.49,2851.628,2021-12-03,22,10065.118,7246,'-03':3 '-12':2 '10065.118':7 '2021':1 '22':4 '2851.628':5 '7213.49':6,11832
1558,6884.812,2777.11,2021-12-03,23,9661.922,7246,'-03':3 '-12':2 '2021':1 '23':4 '2777.11':5 '6884.812':6 '9661.922':7,11833
1559,6557.516,2827.852,2021-12-03,24,9385.368,7246,'-03':3 '-12':2 '2021':1 '24':4 '2827.852':5 '6557.516':6 '9385.368':7,11834
1560,6352.252,2748.188,2021-12-03,25,9100.44,7246,'-03':3 '-12':2 '2021':1 '25':4 '2748.188':5 '6352.252':6 '9100.44':7,11835
1561,5823.514,2673.738,2021-12-03,26,8497.252,7246,'-03':3 '-12':2 '2021':1 '26':4 '2673.738':5 '5823.514':6 '8497.252':7,11836
1562,4979.614,2468.488,2021-12-03,27,7448.102,7246,'-03':3 '-12':2 '2021':1 '2468.488':5 '27':4 '4979.614':6 '7448.102':7,11837
1563,4115.59,2321.41,2021-12-03,28,6437,7246,'-03':3 '-12':2 '2021':1 '2321.41':5 '28':4 '4115.59':6 '6437':7,11838
1564,3465.35,2058.084,2021-12-03,29,5523.434,7246,'-03':3 '-12':2 '2021':1 '2058.084':5 '29':4 '3465.35':6 '5523.434':7,11839
1565,2893.82,1799.826,2021-12-03,30,4693.646,7246,'-03':3 '-12':2 '1799.826':5 '2021':1 '2893.82':6 '30':4 '4693.646':7,11840
1566,2402.082,1709.61,2021-12-03,31,4111.692,7246,'-03':3 '-12':2 '1709.61':5 '2021':1 '2402.082':6 '31':4 '4111.692':7,11841
1567,1965.684,1611.428,2021-12-03,32,3577.112,7246,'-03':3 '-12':2 '1611.428':5 '1965.684':6 '2021':1 '32':4 '3577.112':7,11842
1568,1619.758,1550.376,2021-12-03,33,3170.134,7246,'-03':3 '-12':2 '1550.376':5 '1619.758':6 '2021':1 '3170.134':7 '33':4,11843
1569,1440.426,1577.11,2021-12-03,34,3017.536,7246,'-03':3 '-12':2 '1440.426':6 '1577.11':5 '2021':1 '3017.536':7 '34':4,11844
1570,1322.81,1761.698,2021-12-03,35,3084.508,7246,'-03':3 '-12':2 '1322.81':6 '1761.698':5 '2021':1 '3084.508':7 '35':4,11845
1571,1379.07,1831.824,2021-12-03,36,3210.894,7246,'-03':3 '-12':2 '1379.07':6 '1831.824':5 '2021':1 '3210.894':7 '36':4,11846
1572,1470.446,1748.47,2021-12-03,37,3218.916,7246,'-03':3 '-12':2 '1470.446':6 '1748.47':5 '2021':1 '3218.916':7 '37':4,11847
1573,1523.036,1882.938,2021-12-03,38,3405.974,7246,'-03':3 '-12':2 '1523.036':6 '1882.938':5 '2021':1 '3405.974':7 '38':4,11848
1574,1442.338,2085.844,2021-12-03,39,3528.182,7246,'-03':3 '-12':2 '1442.338':6 '2021':1 '2085.844':5 '3528.182':7 '39':4,11849
1575,1333.702,2283.196,2021-12-03,40,3616.898,7246,'-03':3 '-12':2 '1333.702':6 '2021':1 '2283.196':5 '3616.898':7 '40':4,11850
1576,1330.56,2493.78,2021-12-03,41,3824.34,7246,'-03':3 '-12':2 '1330.56':6 '2021':1 '2493.78':5 '3824.34':7 '41':4,11851
1577,1473.6,2571.758,2021-12-03,42,4045.358,7246,'-03':3 '-12':2 '1473.6':6 '2021':1 '2571.758':5 '4045.358':7 '42':4,11852
1578,1495.514,2678.08,2021-12-03,43,4173.594,7246,'-03':3 '-12':2 '1495.514':6 '2021':1 '2678.08':5 '4173.594':7 '43':4,11853
1579,1368.076,2694.716,2021-12-03,44,4062.792,7246,'-03':3 '-12':2 '1368.076':6 '2021':1 '2694.716':5 '4062.792':7 '44':4,11854
1580,1454.756,2629.844,2021-12-03,45,4084.6,7246,'-03':3 '-12':2 '1454.756':6 '2021':1 '2629.844':5 '4084.6':7 '45':4,11855
1581,2014.446,2569.716,2021-12-03,46,4584.162,7246,'-03':3 '-12':2 '2014.446':6 '2021':1 '2569.716':5 '4584.162':7 '46':4,11856
1582,2116.916,2592.012,2021-12-03,47,4708.928,7246,'-03':3 '-12':2 '2021':1 '2116.916':6 '2592.012':5 '47':4 '4708.928':7,11857
1583,2095.284,2617.888,2021-12-03,48,4713.172,7246,'-03':3 '-12':2 '2021':1 '2095.284':6 '2617.888':5 '4713.172':7 '48':4,11858
1584,2232.134,2626.41,2021-12-04,1,4858.544,7246,'-04':3 '-12':2 '1':4 '2021':1 '2232.134':6 '2626.41':5 '4858.544':7,11859
1585,2277.586,2416.072,2021-12-04,2,4693.658,7246,'-04':3 '-12':2 '2':4 '2021':1 '2277.586':6 '2416.072':5 '4693.658':7,11860
1586,2795.966,2577.148,2021-12-04,3,5373.114,7246,'-04':3 '-12':2 '2021':1 '2577.148':5 '2795.966':6 '3':4 '5373.114':7,11861
