,England/Wales Wind Output,Scottish Wind Output,Sett_Date,Sett_Period,Total,_count,_full_text,_id
0,7287.572,1729.668,2022-04-01,1,9017.24,10274,'-01':3 '-04':2 '1':4 '1729.668':5 '2022':1 '7287.572':6 '9017.24':7,1
1,7311.47,1648.556,2022-04-01,2,8960.026,10274,'-01':3 '-04':2 '1648.556':5 '2':4 '2022':1 '7311.47':6 '8960.026':7,2
2,7422.064,1446.042,2022-04-01,3,8868.106,10274,'-01':3 '-04':2 '1446.042':5 '2022':1 '3':4 '7422.064':6 '8868.106':7,3
3,7502.7,1415.344,2022-04-01,4,8918.044,10274,'-01':3 '-04':2 '1415.344':5 '2022':1 '4':4 '7502.7':6 '8918.044':7,4
4,7507.934,1356.952,2022-04-01,5,8864.886,10274,'-01':3 '-04':2 '1356.952':5 '2022':1 '5':4 '7507.934':6 '8864.886':7,5
5,7517.038,1418.668,2022-04-01,6,8935.706,10274,'-01':3 '-04':2 '1418.668':5 '2022':1 '6':4 '7517.038':6 '8935.706':7,6
6,7582.202,1316.596,2022-04-01,7,8898.798,10274,'-01':3 '-04':2 '1316.596':5 '2022':1 '7':4 '7582.202':6 '8898.798':7,7
7,7443.024,1170.086,2022-04-01,8,8613.11,10274,'-01':3 '-04':2 '1170.086':5 '2022':1 '7443.024':6 '8':4 '8613.11':7,8
8,7455.596,1078.0,2022-04-01,9,8533.596,10274,'-01':3 '-04':2 '1078.0':5 '2022':1 '7455.596':6 '8533.596':7 '9':4,9
9,7568.964,965.11,2022-04-01,10,8534.074,10274,'-01':3 '-04':2 '10':4 '2022':1 '7568.964':6 '8534.074':7 '965.11':5,10
10,7553.522,871.784,2022-04-01,11,8425.306,10274,'-01':3 '-04':2 '11':4 '2022':1 '7553.522':6 '8425.306':7 '871.784':5,11
11,7484.442,758.506,2022-04-01,12,8242.948,10274,'-01':3 '-04':2 '12':4 '2022':1 '7484.442':6 '758.506':5 '8242.948':7,12
12,7314.924,691.466,2022-04-01,13,8006.39,10274,'-01':3 '-04':2 '13':4 '2022':1 '691.466':5 '7314.924':6 '8006.39':7,13
13,7177.878,634.036,2022-04-01,14,7811.914,10274,'-01':3 '-04':2 '14':4 '2022':1 '634.036':5 '7177.878':6 '7811.914':7,14
14,7082.526,546.546,2022-04-01,15,7629.072,10274,'-01':3 '-04':2 '15':4 '2022':1 '546.546':5 '7082.526':6 '7629.072':7,15
15,6899.218,452.962,2022-04-01,16,7352.18,10274,'-01':3 '-04':2 '16':4 '2022':1 '452.962':5 '6899.218':6 '7352.18':7,16
16,6598.452,342.93,2022-04-01,17,6941.382,10274,'-01':3 '-04':2 '17':4 '2022':1 '342.93':5 '6598.452':6 '6941.382':7,17
17,6622.648,275.498,2022-04-01,18,6898.146,10274,'-01':3 '-04':2 '18':4 '2022':1 '275.498':5 '6622.648':6 '6898.146':7,18
18,6615.982,244.706,2022-04-01,19,6860.688,10274,'-01':3 '-04':2 '19':4 '2022':1 '244.706':5 '6615.982':6 '6860.688':7,19
19,6403.936,210.638,2022-04-01,20,6614.574,10274,'-01':3 '-04':2 '20':4 '2022':1 '210.638':5 '6403.936':6 '6614.574':7,20
20,6287.56,196.618,2022-04-01,21,6484.178,10274,'-01':3 '-04':2 '196.618':5 '2022':1 '21':4 '6287.56':6 '6484.178':7,21
21,6122.356,170.43,2022-04-01,22,6292.786,10274,'-01':3 '-04':2 '170.43':5 '2022':1 '22':4 '6122.356':6 '6292.786':7,22
22,5772.872,180.274,2022-04-01,23,5953.146,10274,'-01':3 '-04':2 '180.274':5 '2022':1 '23':4 '5772.872':6 '5953.146':7,23
23,5662.778,196.146,2022-04-01,24,5858.924,10274,'-01':3 '-04':2 '196.146':5 '2022':1 '24':4 '5662.778':6 '5858.924':7,24
