,England/Wales Wind Output,Scottish Wind Output,Sett_Date,Sett_Period,Total,_count,_full_text,_id
8784,5472.836,2460.132,2019-10-01,1,7932.968,17568,"'-01':3 '-10':2 '00':5,6 '1':7 '2019':1 '2460.132':8 '5472.836':9 '7932.968':10 't00':4",8785
8785,5567.28,2657.388,2019-10-01,2,8224.668,17568,"'-01':3 '-10':2 '00':5,6 '2':7 '2019':1 '2657.388':8 '5567.28':9 '8224.668':10 't00':4",8786
8786,5328.454,2665.938,2019-10-01,3,7994.392,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2665.938':8 '3':7 '5328.454':9 '7994.392':10 't00':4",8787
8787,5249.29,2708.39,2019-10-01,4,7957.68,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2708.39':8 '4':7 '5249.29':9 '7957.68':10 't00':4",8788
8788,4922.472,2770.016,2019-10-01,5,7692.488,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2770.016':8 '4922.472':9 '5':7 '7692.488':10 't00':4",8789
8789,4676.758,2705.062,2019-10-01,6,7381.82,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2705.062':8 '4676.758':9 '6':7 '7381.82':10 't00':4",8790
8790,4550.828,2659.476,2019-10-01,7,7210.304,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2659.476':8 '4550.828':9 '7':7 '7210.304':10 't00':4",8791
8791,4483.44,2740.702,2019-10-01,8,7224.142,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2740.702':8 '4483.44':9 '7224.142':10 '8':7 't00':4",8792
8792,4516.142,2891.766,2019-10-01,9,7407.908,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '2891.766':8 '4516.142':9 '7407.908':10 '9':7 't00':4",8793
8793,4278.224,2783.508,2019-10-01,10,7061.732,17568,"'-01':3 '-10':2 '00':5,6 '10':7 '2019':1 '2783.508':8 '4278.224':9 '7061.732':10 't00':4",8794
8794,4533.774,2582.54,2019-10-01,11,7116.314,17568,"'-01':3 '-10':2 '00':5,6 '11':7 '2019':1 '2582.54':8 '4533.774':9 '7116.314':10 't00':4",8795
8795,4584.096,2442.926,2019-10-01,12,7027.022,17568,"'-01':3 '-10':2 '00':5,6 '12':7 '2019':1 '2442.926':8 '4584.096':9 '7027.022':10 't00':4",8796
8796,4657.93,2194.762,2019-10-01,13,6852.692,17568,"'-01':3 '-10':2 '00':5,6 '13':7 '2019':1 '2194.762':8 '4657.93':9 '6852.692':10 't00':4",8797
8797,4582.774,2296.988,2019-10-01,14,6879.762,17568,"'-01':3 '-10':2 '00':5,6 '14':7 '2019':1 '2296.988':8 '4582.774':9 '6879.762':10 't00':4",8798
8798,4483.302,2405.604,2019-10-01,15,6888.906,17568,"'-01':3 '-10':2 '00':5,6 '15':7 '2019':1 '2405.604':8 '4483.302':9 '6888.906':10 't00':4",8799
8799,4491.642,2519.628,2019-10-01,16,7011.27,17568,"'-01':3 '-10':2 '00':5,6 '16':7 '2019':1 '2519.628':8 '4491.642':9 '7011.27':10 't00':4",8800
8800,4402.646,2537.172,2019-10-01,17,6939.818,17568,"'-01':3 '-10':2 '00':5,6 '17':7 '2019':1 '2537.172':8 '4402.646':9 '6939.818':10 't00':4",8801
8801,4452.4,2459.19,2019-10-01,18,6911.59,17568,"'-01':3 '-10':2 '00':5,6 '18':7 '2019':1 '2459.19':8 '4452.4':9 '6911.59':10 't00':4",8802
8802,4783.914,2338.472,2019-10-01,19,7122.386,17568,"'-01':3 '-10':2 '00':5,6 '19':7 '2019':1 '2338.472':8 '4783.914':9 '7122.386':10 't00':4",8803
8803,4949.328,2334.586,2019-10-01,20,7283.914,17568,"'-01':3 '-10':2 '00':5,6 '20':7 '2019':1 '2334.586':8 '4949.328':9 '7283.914':10 't00':4",8804
8804,5123.268,2334.88,2019-10-01,21,7458.148,17568,"'-01':3 '-10':2 '00':5,6 '2019':1 '21':7 '2334.88':8 '5123.268':9 '7458.148':10 't00':4",8805
