,England/Wales Wind Output,Scottish Wind Output,Sett_Date,Sett_Period,Total,_count,_full_text,_id
1440,163.148,307.374,2019-05-01,1,470.522,17568,"'-01':3 '-05':2 '00':5,6 '1':7 '163.148':9 '2019':1 '307.374':8 '470.522':10 't00':4",1441
1441,175.048,271.65,2019-05-01,2,446.698,17568,"'-01':3 '-05':2 '00':5,6 '175.048':9 '2':7 '2019':1 '271.65':8 '446.698':10 't00':4",1442
1442,196.87,234.864,2019-05-01,3,431.734,17568,"'-01':3 '-05':2 '00':5,6 '196.87':9 '2019':1 '234.864':8 '3':7 '431.734':10 't00':4",1443
1443,208.654,224.628,2019-05-01,4,433.282,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '208.654':9 '224.628':8 '4':7 '433.282':10 't00':4",1444
1444,211.984,216.58,2019-05-01,5,428.564,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '211.984':9 '216.58':8 '428.564':10 '5':7 't00':4",1445
1445,204.628,206.986,2019-05-01,6,411.614,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '204.628':9 '206.986':8 '411.614':10 '6':7 't00':4",1446
1446,202.972,222.038,2019-05-01,7,425.01,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '202.972':9 '222.038':8 '425.01':10 '7':7 't00':4",1447
1447,188.062,213.164,2019-05-01,8,401.226,17568,"'-01':3 '-05':2 '00':5,6 '188.062':9 '2019':1 '213.164':8 '401.226':10 '8':7 't00':4",1448
1448,165.852,219.698,2019-05-01,9,385.55,17568,"'-01':3 '-05':2 '00':5,6 '165.852':9 '2019':1 '219.698':8 '385.55':10 '9':7 't00':4",1449
1449,121.848,212.358,2019-05-01,10,334.206,17568,"'-01':3 '-05':2 '00':5,6 '10':7 '121.848':9 '2019':1 '212.358':8 '334.206':10 't00':4",1450
1450,106.054,218.214,2019-05-01,11,324.268,17568,"'-01':3 '-05':2 '00':5,6 '106.054':9 '11':7 '2019':1 '218.214':8 '324.268':10 't00':4",1451
1451,95.92,206.574,2019-05-01,12,302.494,17568,"'-01':3 '-05':2 '00':5,6 '12':7 '2019':1 '206.574':8 '302.494':10 '95.92':9 't00':4",1452
1452,81.572,181.308,2019-05-01,13,262.88,17568,"'-01':3 '-05':2 '00':5,6 '13':7 '181.308':8 '2019':1 '262.88':10 '81.572':9 't00':4",1453
1453,64.464,155.522,2019-05-01,14,219.986,17568,"'-01':3 '-05':2 '00':5,6 '14':7 '155.522':8 '2019':1 '219.986':10 '64.464':9 't00':4",1454
1454,52.26,147.502,2019-05-01,15,199.762,17568,"'-01':3 '-05':2 '00':5,6 '147.502':8 '15':7 '199.762':10 '2019':1 '52.26':9 't00':4",1455
1455,38.998,135.74,2019-05-01,16,174.738,17568,"'-01':3 '-05':2 '00':5,6 '135.74':8 '16':7 '174.738':10 '2019':1 '38.998':9 't00':4",1456
1456,37.66,136.094,2019-05-01,17,173.754,17568,"'-01':3 '-05':2 '00':5,6 '136.094':8 '17':7 '173.754':10 '2019':1 '37.66':9 't00':4",1457
1457,47.056,132.09,2019-05-01,18,179.146,17568,"'-01':3 '-05':2 '00':5,6 '132.09':8 '179.146':10 '18':7 '2019':1 '47.056':9 't00':4",1458
1458,23.262,129.03,2019-05-01,19,152.292,17568,"'-01':3 '-05':2 '00':5,6 '129.03':8 '152.292':10 '19':7 '2019':1 '23.262':9 't00':4",1459
1459,15.696,127.814,2019-05-01,20,143.51,17568,"'-01':3 '-05':2 '00':5,6 '127.814':8 '143.51':10 '15.696':9 '20':7 '2019':1 't00':4",1460
1460,34.052,124.618,2019-05-01,21,158.67,17568,"'-01':3 '-05':2 '00':5,6 '124.618':8 '158.67':10 '2019':1 '21':7 '34.052':9 't00':4",1461
1461,49.842,124.234,2019-05-01,22,174.076,17568,"'-01':3 '-05':2 '00':5,6 '124.234':8 '174.076':10 '2019':1 '22':7 '49.842':9 't00':4",1462
1462,72.09,122.97,2019-05-01,23,195.06,17568,"'-01':3 '-05':2 '00':5,6 '122.97':8 '195.06':10 '2019':1 '23':7 '72.09':9 't00':4",1463
1463,110.006,124.098,2019-05-01,24,234.104,17568,"'-01':3 '-05':2 '00':5,6 '110.006':9 '124.098':8 '2019':1 '234.104':10 '24':7 't00':4",1464
1464,147.094,126.738,2019-05-01,25,273.832,17568,"'-01':3 '-05':2 '00':5,6 '126.738':8 '147.094':9 '2019':1 '25':7 '273.832':10 't00':4",1465
1465,175.312,132.63,2019-05-01,26,307.942,17568,"'-01':3 '-05':2 '00':5,6 '132.63':8 '175.312':9 '2019':1 '26':7 '307.942':10 't00':4",1466
1466,190.72,141.204,2019-05-01,27,331.924,17568,"'-01':3 '-05':2 '00':5,6 '141.204':8 '190.72':9 '2019':1 '27':7 '331.924':10 't00':4",1467
1467,153.468,142.242,2019-05-01,28,295.71,17568,"'-01':3 '-05':2 '00':5,6 '142.242':8 '153.468':9 '2019':1 '28':7 '295.71':10 't00':4",1468
1468,146.486,147.764,2019-05-01,29,294.25,17568,"'-01':3 '-05':2 '00':5,6 '146.486':9 '147.764':8 '2019':1 '29':7 '294.25':10 't00':4",1469
1469,150.14,154.26,2019-05-01,30,304.4,17568,"'-01':3 '-05':2 '00':5,6 '150.14':9 '154.26':8 '2019':1 '30':7 '304.4':10 't00':4",1470
1470,111.092,159.488,2019-05-01,31,270.58,17568,"'-01':3 '-05':2 '00':5,6 '111.092':9 '159.488':8 '2019':1 '270.58':10 '31':7 't00':4",1471
1471,84.934,194.276,2019-05-01,32,279.21,17568,"'-01':3 '-05':2 '00':5,6 '194.276':8 '2019':1 '279.21':10 '32':7 '84.934':9 't00':4",1472
1472,107.236,186.702,2019-05-01,33,293.938,17568,"'-01':3 '-05':2 '00':5,6 '107.236':9 '186.702':8 '2019':1 '293.938':10 '33':7 't00':4",1473
1473,221.714,214.468,2019-05-01,34,436.182,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '214.468':8 '221.714':9 '34':7 '436.182':10 't00':4",1474
1474,244.784,266.944,2019-05-01,35,511.728,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '244.784':9 '266.944':8 '35':7 '511.728':10 't00':4",1475
1475,288.67,355.116,2019-05-01,36,643.786,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '288.67':9 '355.116':8 '36':7 '643.786':10 't00':4",1476
1476,339.634,443.51,2019-05-01,37,783.144,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '339.634':9 '37':7 '443.51':8 '783.144':10 't00':4",1477
1477,278.578,452.088,2019-05-01,38,730.666,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '278.578':9 '38':7 '452.088':8 '730.666':10 't00':4",1478
1478,238.15,459.282,2019-05-01,39,697.432,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '238.15':9 '39':7 '459.282':8 '697.432':10 't00':4",1479
1479,295.82,461.806,2019-05-01,40,757.626,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '295.82':9 '40':7 '461.806':8 '757.626':10 't00':4",1480
1480,337.78,456.992,2019-05-01,41,794.772,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '337.78':9 '41':7 '456.992':8 '794.772':10 't00':4",1481
1481,387.674,478.152,2019-05-01,42,865.826,17568,"'-01':3 '-05':2 '00':5,6 '2019':1 '387.674':9 '42':7 '478.152':8 '865.826':10 't00':4",1482
1482,637.552,491.79,2019-05-01,43,1129.342,17568,"'-01':3 '-05':2 '00':5,6 '1129.342':10 '2019':1 '43':7 '491.79':8 '637.552':9 't00':4",1483
1483,723.082,545.122,2019-05-01,44,1268.204,17568,"'-01':3 '-05':2 '00':5,6 '1268.204':10 '2019':1 '44':7 '545.122':8 '723.082':9 't00':4",1484
1484,794.158,566.658,2019-05-01,45,1360.816,17568,"'-01':3 '-05':2 '00':5,6 '1360.816':10 '2019':1 '45':7 '566.658':8 '794.158':9 't00':4",1485
1485,849.226,611.088,2019-05-01,46,1460.314,17568,"'-01':3 '-05':2 '00':5,6 '1460.314':10 '2019':1 '46':7 '611.088':8 '849.226':9 't00':4",1486
1486,973.958,668.298,2019-05-01,47,1642.256,17568,"'-01':3 '-05':2 '00':5,6 '1642.256':10 '2019':1 '47':7 '668.298':8 '973.958':9 't00':4",1487
1487,1050.302,656.344,2019-05-01,48,1706.646,17568,"'-01':3 '-05':2 '00':5,6 '1050.302':9 '1706.646':10 '2019':1 '48':7 '656.344':8 't00':4",1488
1488,1183.576,658.836,2019-05-02,1,1842.412,17568,"'-02':3 '-05':2 '00':5,6 '1':7 '1183.576':9 '1842.412':10 '2019':1 '658.836':8 't00':4",1489
1489,1143.432,695.686,2019-05-02,2,1839.118,17568,"'-02':3 '-05':2 '00':5,6 '1143.432':9 '1839.118':10 '2':7 '2019':1 '695.686':8 't00':4",1490
1490,1048.43,688.09,2019-05-02,3,1736.52,17568,"'-02':3 '-05':2 '00':5,6 '1048.43':9 '1736.52':10 '2019':1 '3':7 '688.09':8 't00':4",1491
