,England/Wales Wind Output,Scottish Wind Output,Sett_Date,Sett_Period,Total,_count,_full_text,_id
7344,4807.364,2027.902,2019-09-01,1,6835.266,17568,"'-01':3 '-09':2 '00':5,6 '1':7 '2019':1 '2027.902':8 '4807.364':9 '6835.266':10 't00':4",7345
7345,4630.298,1945.858,2019-09-01,2,6576.156,17568,"'-01':3 '-09':2 '00':5,6 '1945.858':8 '2':7 '2019':1 '4630.298':9 '6576.156':10 't00':4",7346
7346,4320,1925.6,2019-09-01,3,6245.6,17568,"'-01':3 '-09':2 '00':5,6 '1925.6':8 '2019':1 '3':7 '4320':9 '6245.6':10 't00':4",7347
7347,4158.232,1866,2019-09-01,4,6024.232,17568,"'-01':3 '-09':2 '00':5,6 '1866':8 '2019':1 '4':7 '4158.232':9 '6024.232':10 't00':4",7348
7348,4030.818,1801.158,2019-09-01,5,5831.976,17568,"'-01':3 '-09':2 '00':5,6 '1801.158':8 '2019':1 '4030.818':9 '5':7 '5831.976':10 't00':4",7349
7349,3817.616,1853.602,2019-09-01,6,5671.218,17568,"'-01':3 '-09':2 '00':5,6 '1853.602':8 '2019':1 '3817.616':9 '5671.218':10 '6':7 't00':4",7350
7350,3733.552,1937.734,2019-09-01,7,5671.286,17568,"'-01':3 '-09':2 '00':5,6 '1937.734':8 '2019':1 '3733.552':9 '5671.286':10 '7':7 't00':4",7351
7351,3835.212,1990.658,2019-09-01,8,5825.87,17568,"'-01':3 '-09':2 '00':5,6 '1990.658':8 '2019':1 '3835.212':9 '5825.87':10 '8':7 't00':4",7352
7352,3897.388,2147.426,2019-09-01,9,6044.814,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2147.426':8 '3897.388':9 '6044.814':10 '9':7 't00':4",7353
7353,3798.578,2112.192,2019-09-01,10,5910.77,17568,"'-01':3 '-09':2 '00':5,6 '10':7 '2019':1 '2112.192':8 '3798.578':9 '5910.77':10 't00':4",7354
7354,3738.386,2078.404,2019-09-01,11,5816.79,17568,"'-01':3 '-09':2 '00':5,6 '11':7 '2019':1 '2078.404':8 '3738.386':9 '5816.79':10 't00':4",7355
7355,3726.058,2100.068,2019-09-01,12,5826.126,17568,"'-01':3 '-09':2 '00':5,6 '12':7 '2019':1 '2100.068':8 '3726.058':9 '5826.126':10 't00':4",7356
7356,3616.822,2040.466,2019-09-01,13,5657.288,17568,"'-01':3 '-09':2 '00':5,6 '13':7 '2019':1 '2040.466':8 '3616.822':9 '5657.288':10 't00':4",7357
7357,3475.802,1952.08,2019-09-01,14,5427.882,17568,"'-01':3 '-09':2 '00':5,6 '14':7 '1952.08':8 '2019':1 '3475.802':9 '5427.882':10 't00':4",7358
7358,3528.656,1914.328,2019-09-01,15,5442.984,17568,"'-01':3 '-09':2 '00':5,6 '15':7 '1914.328':8 '2019':1 '3528.656':9 '5442.984':10 't00':4",7359
7359,3892.682,1914.492,2019-09-01,16,5807.174,17568,"'-01':3 '-09':2 '00':5,6 '16':7 '1914.492':8 '2019':1 '3892.682':9 '5807.174':10 't00':4",7360
7360,4138.54,1884.062,2019-09-01,17,6022.602,17568,"'-01':3 '-09':2 '00':5,6 '17':7 '1884.062':8 '2019':1 '4138.54':9 '6022.602':10 't00':4",7361
7361,4052.626,1823.478,2019-09-01,18,5876.104,17568,"'-01':3 '-09':2 '00':5,6 '18':7 '1823.478':8 '2019':1 '4052.626':9 '5876.104':10 't00':4",7362
7362,3956.954,1713.946,2019-09-01,19,5670.9,17568,"'-01':3 '-09':2 '00':5,6 '1713.946':8 '19':7 '2019':1 '3956.954':9 '5670.9':10 't00':4",7363
7363,3816.406,1877.492,2019-09-01,20,5693.898,17568,"'-01':3 '-09':2 '00':5,6 '1877.492':8 '20':7 '2019':1 '3816.406':9 '5693.898':10 't00':4",7364
7364,3713.172,1946.174,2019-09-01,21,5659.346,17568,"'-01':3 '-09':2 '00':5,6 '1946.174':8 '2019':1 '21':7 '3713.172':9 '5659.346':10 't00':4",7365
7365,3630.924,1924.604,2019-09-01,22,5555.528,17568,"'-01':3 '-09':2 '00':5,6 '1924.604':8 '2019':1 '22':7 '3630.924':9 '5555.528':10 't00':4",7366
7366,3538.044,1893.588,2019-09-01,23,5431.632,17568,"'-01':3 '-09':2 '00':5,6 '1893.588':8 '2019':1 '23':7 '3538.044':9 '5431.632':10 't00':4",7367
7367,3380.676,2080.87,2019-09-01,24,5461.546,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2080.87':8 '24':7 '3380.676':9 '5461.546':10 't00':4",7368
7368,3350.432,2126.126,2019-09-01,25,5476.558,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2126.126':8 '25':7 '3350.432':9 '5476.558':10 't00':4",7369
7369,3356.996,1955.61,2019-09-01,26,5312.606,17568,"'-01':3 '-09':2 '00':5,6 '1955.61':8 '2019':1 '26':7 '3356.996':9 '5312.606':10 't00':4",7370
7370,3514.732,2142.012,2019-09-01,27,5656.744,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2142.012':8 '27':7 '3514.732':9 '5656.744':10 't00':4",7371
7371,3808.22,2213.662,2019-09-01,28,6021.882,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2213.662':8 '28':7 '3808.22':9 '6021.882':10 't00':4",7372
7372,3622.478,2271.088,2019-09-01,29,5893.566,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2271.088':8 '29':7 '3622.478':9 '5893.566':10 't00':4",7373
7373,3380.242,2231.48,2019-09-01,30,5611.722,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2231.48':8 '30':7 '3380.242':9 '5611.722':10 't00':4",7374
7374,3003.036,2228.31,2019-09-01,31,5231.346,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2228.31':8 '3003.036':9 '31':7 '5231.346':10 't00':4",7375
7375,3041.916,2246.126,2019-09-01,32,5288.042,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '2246.126':8 '3041.916':9 '32':7 '5288.042':10 't00':4",7376
7376,3318.226,1928.682,2019-09-01,33,5246.908,17568,"'-01':3 '-09':2 '00':5,6 '1928.682':8 '2019':1 '33':7 '3318.226':9 '5246.908':10 't00':4",7377
7377,3126.436,1837.942,2019-09-01,34,4964.378,17568,"'-01':3 '-09':2 '00':5,6 '1837.942':8 '2019':1 '3126.436':9 '34':7 '4964.378':10 't00':4",7378
7378,3051.704,1591.13,2019-09-01,35,4642.834,17568,"'-01':3 '-09':2 '00':5,6 '1591.13':8 '2019':1 '3051.704':9 '35':7 '4642.834':10 't00':4",7379
7379,3083.776,1299.584,2019-09-01,36,4383.36,17568,"'-01':3 '-09':2 '00':5,6 '1299.584':8 '2019':1 '3083.776':9 '36':7 '4383.36':10 't00':4",7380
7380,3240.292,873.306,2019-09-01,37,4113.598,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '3240.292':9 '37':7 '4113.598':10 '873.306':8 't00':4",7381
7381,3322.906,722.564,2019-09-01,38,4045.47,17568,"'-01':3 '-09':2 '00':5,6 '2019':1 '3322.906':9 '38':7 '4045.47':10 '722.564':8 't00':4",7382
