Datetime,_count,Total,England/Wales Wind Output,_full_text,_id,Scottish Wind Output
2021-11-01 00:00:00,7246,10212.158,8312.896,'-01':3 '-11':2 '1':4 '10212.158':7 '1899.262':5 '2021':1 '8312.896':6,10275,1899.262
2021-11-01 00:30:00,7246,10267.074,8361.78,'-01':3 '-11':2 '10267.074':7 '1905.294':5 '2':4 '2021':1 '8361.78':6,10276,1905.294
2021-11-01 01:00:00,7246,10317.332,8349.204,'-01':3 '-11':2 '10317.332':7 '1968.128':5 '2021':1 '3':4 '8349.204':6,10277,1968.128
2021-11-01 01:30:00,7246,10091.954,8211.052,'-01':3 '-11':2 '10091.954':7 '1880.902':5 '2021':1 '4':4 '8211.052':6,10278,1880.902
2021-11-01 02:00:00,7246,10187.366,8365.104,'-01':3 '-11':2 '10187.366':7 '1822.262':5 '2021':1 '5':4 '8365.104':6,10279,1822.262
2021-11-01 02:30:00,7246,10128.426,8315.2,'-01':3 '-11':2 '10128.426':7 '1813.226':5 '2021':1 '6':4 '8315.2':6,10280,1813.226
2021-11-01 03:00:00,7246,10484.526,8610.414,'-01':3 '-11':2 '10484.526':7 '1874.112':5 '2021':1 '7':4 '8610.414':6,10281,1874.112
2021-11-01 03:30:00,7246,10595.012,8661.748,'-01':3 '-11':2 '10595.012':7 '1933.264':5 '2021':1 '8':4 '8661.748':6,10282,1933.264
2021-11-01 04:00:00,7246,10712.104,8666.984,'-01':3 '-11':2 '10712.104':7 '2021':1 '2045.12':5 '8666.984':6 '9':4,10283,2045.12
2021-11-01 04:30:00,7246,10902.478,8618.286,'-01':3 '-11':2 '10':4 '10902.478':7 '2021':1 '2284.192':5 '8618.286':6,10284,2284.192
2021-11-01 05:00:00,7246,11181.492,8540.52,'-01':3 '-11':2 '11':4 '11181.492':7 '2021':1 '2640.972':5 '8540.52':6,10285,2640.972
2021-11-01 05:30:00,7246,11580.642,8607.338,'-01':3 '-11':2 '11580.642':7 '12':4 '2021':1 '2973.304':5 '8607.338':6,10286,2973.304
2021-11-01 06:00:00,7246,11338.056,8200.794,'-01':3 '-11':2 '11338.056':7 '13':4 '2021':1 '3137.262':5 '8200.794':6,10287,3137.262
2021-11-01 06:30:00,7246,11841.488,8702.65,'-01':3 '-11':2 '11841.488':7 '14':4 '2021':1 '3138.838':5 '8702.65':6,10288,3138.838
2021-11-01 07:00:00,7246,11929.53,8636.002,'-01':3 '-11':2 '11929.53':7 '15':4 '2021':1 '3293.528':5 '8636.002':6,10289,3293.528
2021-11-01 07:30:00,7246,11797.978,8635.894,'-01':3 '-11':2 '11797.978':7 '16':4 '2021':1 '3162.084':5 '8635.894':6,10290,3162.084
2021-11-01 08:00:00,7246,11834.192,8634.09,'-01':3 '-11':2 '11834.192':7 '17':4 '2021':1 '3200.102':5 '8634.09':6,10291,3200.102
2021-11-01 08:30:00,7246,11681.532,8614.06,'-01':3 '-11':2 '11681.532':7 '18':4 '2021':1 '3067.472':5 '8614.06':6,10292,3067.472
2021-11-01 09:00:00,7246,11819.404,8536.318,'-01':3 '-11':2 '11819.404':7 '19':4 '2021':1 '3283.086':5 '8536.318':6,10293,3283.086
2021-11-01 09:30:00,7246,11843.426,8516.892,'-01':3 '-11':2 '11843.426':7 '20':4 '2021':1 '3326.534':5 '8516.892':6,10294,3326.534
2021-11-01 10:00:00,7246,11692.812,8477.236,'-01':3 '-11':2 '11692.812':7 '2021':1 '21':4 '3215.576':5 '8477.236':6,10295,3215.576
2021-11-01 10:30:00,7246,12017.398,8476.95,'-01':3 '-11':2 '12017.398':7 '2021':1 '22':4 '3540.448':5 '8476.95':6,10296,3540.448
2021-11-01 11:00:00,7246,12108.086,8431.822,'-01':3 '-11':2 '12108.086':7 '2021':1 '23':4 '3676.264':5 '8431.822':6,10297,3676.264
2021-11-01 11:30:00,7246,12224.098,8441.332,'-01':3 '-11':2 '12224.098':7 '2021':1 '24':4 '3782.766':5 '8441.332':6,10298,3782.766
2021-11-01 12:00:00,7246,12090.782,8403.666,'-01':3 '-11':2 '12090.782':7 '2021':1 '25':4 '3687.116':5 '8403.666':6,10299,3687.116
2021-11-01 12:30:00,7246,11964.08,8382.296,'-01':3 '-11':2 '11964.08':7 '2021':1 '26':4 '3581.784':5 '8382.296':6,10300,3581.784
2021-11-01 13:00:00,7246,11599.586,8280.338,'-01':3 '-11':2 '11599.586':7 '2021':1 '27':4 '3319.248':5 '8280.338':6,10301,3319.248
2021-11-01 13:30:00,7246,11255.352,8052.402,'-01':3 '-11':2 '11255.352':7 '2021':1 '28':4 '3202.95':5 '8052.402':6,10302,3202.95
2021-11-01 14:00:00,7246,11306.496,8116.78,'-01':3 '-11':2 '11306.496':7 '2021':1 '29':4 '3189.716':5 '8116.78':6,10303,3189.716
2021-11-01 14:30:00,7246,11274.252,8033.162,'-01':3 '-11':2 '11274.252':7 '2021':1 '30':4 '3241.09':5 '8033.162':6,10304,3241.09
2021-11-01 15:00:00,7246,11097.63,7964.022,'-01':3 '-11':2 '11097.63':7 '2021':1 '31':4 '3133.608':5 '7964.022':6,10305,3133.608
2021-11-01 15:30:00,7246,11094.676,7733.498,'-01':3 '-11':2 '11094.676':7 '2021':1 '32':4 '3361.178':5 '7733.498':6,10306,3361.178
2021-11-01 16:00:00,7246,10691.656,7459.886,'-01':3 '-11':2 '10691.656':7 '2021':1 '3231.77':5 '33':4 '7459.886':6,10307,3231.77
2021-11-01 16:30:00,7246,10453.494,7169.306,'-01':3 '-11':2 '10453.494':7 '2021':1 '3284.188':5 '34':4 '7169.306':6,10308,3284.188
2021-11-01 17:00:00,7246,10079.628,6878.172,'-01':3 '-11':2 '10079.628':7 '2021':1 '3201.456':5 '35':4 '6878.172':6,10309,3201.456
2021-11-01 17:30:00,7246,9789.726,6639.828,'-01':3 '-11':2 '2021':1 '3149.898':5 '36':4 '6639.828':6 '9789.726':7,10310,3149.898
2021-11-01 18:00:00,7246,9510.886,6505.588,'-01':3 '-11':2 '2021':1 '3005.298':5 '37':4 '6505.588':6 '9510.886':7,10311,3005.298
2021-11-01 18:30:00,7246,9247.89,6375.234,'-01':3 '-11':2 '2021':1 '2872.656':5 '38':4 '6375.234':6 '9247.89':7,10312,2872.656
2021-11-01 19:00:00,7246,8807.304,5992.86,'-01':3 '-11':2 '2021':1 '2814.444':5 '39':4 '5992.86':6 '8807.304':7,10313,2814.444
2021-11-01 19:30:00,7246,8386.464,5778.688,'-01':3 '-11':2 '2021':1 '2607.776':5 '40':4 '5778.688':6 '8386.464':7,10314,2607.776
2021-11-01 20:00:00,7246,7841.652,5400.244,'-01':3 '-11':2 '2021':1 '2441.408':5 '41':4 '5400.244':6 '7841.652':7,10315,2441.408
2021-11-01 20:30:00,7246,7122.41,4882.21,'-01':3 '-11':2 '2021':1 '2240.2':5 '42':4 '4882.21':6 '7122.41':7,10316,2240.2
2021-11-01 21:00:00,7246,6688.512,4501.288,'-01':3 '-11':2 '2021':1 '2187.224':5 '43':4 '4501.288':6 '6688.512':7,10317,2187.224
2021-11-01 21:30:00,7246,6635.022,4171.41,'-01':3 '-11':2 '2021':1 '2463.612':5 '4171.41':6 '44':4 '6635.022':7,10318,2463.612
2021-11-01 22:00:00,7246,6418.76,3874.072,'-01':3 '-11':2 '2021':1 '2544.688':5 '3874.072':6 '45':4 '6418.76':7,10319,2544.688
2021-11-01 22:30:00,7246,5852.308,3390.388,'-01':3 '-11':2 '2021':1 '2461.92':5 '3390.388':6 '46':4 '5852.308':7,10320,2461.92
2021-11-01 23:00:00,7246,5189.4,2822.536,'-01':3 '-11':2 '2021':1 '2366.864':5 '2822.536':6 '47':4 '5189.4':7,10321,2366.864
2021-11-01 23:30:00,7246,4794.736,2591.5,'-01':3 '-11':2 '2021':1 '2203.236':5 '2591.5':6 '4794.736':7 '48':4,10322,2203.236
2021-11-02 00:00:00,7246,4518.484,2428.996,'-02':3 '-11':2 '1':4 '2021':1 '2089.488':5 '2428.996':6 '4518.484':7,10323,2089.488
2021-11-02 00:30:00,7246,4260.39,2147.524,'-02':3 '-11':2 '2':4 '2021':1 '2112.866':5 '2147.524':6 '4260.39':7,10324,2112.866
2021-11-02 01:00:00,7246,3956.564,1834.54,'-02':3 '-11':2 '1834.54':6 '2021':1 '2122.024':5 '3':4 '3956.564':7,10325,2122.024
2021-11-02 01:30:00,7246,3641.034,1770.638,'-02':3 '-11':2 '1770.638':6 '1870.396':5 '2021':1 '3641.034':7 '4':4,10326,1870.396
2021-11-02 02:00:00,7246,3633.956,1761.916,'-02':3 '-11':2 '1761.916':6 '1872.04':5 '2021':1 '3633.956':7 '5':4,10327,1872.04
2021-11-02 02:30:00,7246,3583.902,1695.334,'-02':3 '-11':2 '1695.334':6 '1888.568':5 '2021':1 '3583.902':7 '6':4,10328,1888.568
2021-11-02 03:00:00,7246,3402.944,1601.954,'-02':3 '-11':2 '1601.954':6 '1800.99':5 '2021':1 '3402.944':7 '7':4,10329,1800.99
2021-11-02 03:30:00,7246,3281.4,1631.254,'-02':3 '-11':2 '1631.254':6 '1650.146':5 '2021':1 '3281.4':7 '8':4,10330,1650.146
2021-11-02 04:00:00,7246,3091.89,1596.662,'-02':3 '-11':2 '1495.228':5 '1596.662':6 '2021':1 '3091.89':7 '9':4,10331,1495.228
2021-11-02 04:30:00,7246,2866.374,1517.17,'-02':3 '-11':2 '10':4 '1349.204':5 '1517.17':6 '2021':1 '2866.374':7,10332,1349.204
